epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685475044244,2023-05-30T22:30:44.244,0.000,-3.415,3.659,-5.427
1685475044264,2023-05-30T22:30:44.264,0.020,-3.537,3.720,-6.037
1685475044284,2023-05-30T22:30:44.284,0.040,-4.390,5.549,-8.720
1685475044304,2023-05-30T22:30:44.304,0.060,-5.610,6.951,-11.098
1685475044324,2023-05-30T22:30:44.324,0.080,-6.951,6.585,-13.659
1685475044344,2023-05-30T22:30:44.344,0.100,-6.951,8.354,-14.695
1685475044364,2023-05-30T22:30:44.364,0.120,-7.500,7.012,-15.000
1685475044384,2023-05-30T22:30:44.384,0.140,-10.000,4.085,-16.463
1685475044404,2023-05-30T22:30:44.404,0.160,-12.134,0.366,-17.988
1685475044424,2023-05-30T22:30:44.424,0.180,-13.293,-4.146,-18.171
1685475044444,2023-05-30T22:30:44.444,0.200,-14.756,-4.329,-18.293
1685475044464,2023-05-30T22:30:44.464,0.220,-16.280,-4.268,-15.000
1685475044484,2023-05-30T22:30:44.484,0.240,-18.720,-5.244,-7.256
1685475044504,2023-05-30T22:30:44.504,0.260,-20.793,-1.829,2.439
1685475044524,2023-05-30T22:30:44.524,0.280,-22.195,5.122,8.598
1685475044544,2023-05-30T22:30:44.544,0.300,-23.110,9.878,10.549
1685475044564,2023-05-30T22:30:44.564,0.320,-20.732,6.159,13.841
1685475044584,2023-05-30T22:30:44.584,0.340,-16.951,3.110,17.805
1685475044604,2023-05-30T22:30:44.604,0.360,-13.963,4.756,22.805
1685475044624,2023-05-30T22:30:44.624,0.380,-10.427,9.878,27.988
1685475044644,2023-05-30T22:30:44.644,0.400,-6.280,13.780,31.220
1685475044664,2023-05-30T22:30:44.664,0.420,-0.976,12.988,34.512
1685475044684,2023-05-30T22:30:44.684,0.440,3.476,10.671,39.146
1685475044704,2023-05-30T22:30:44.704,0.460,6.585,10.854,44.146
1685475044724,2023-05-30T22:30:44.724,0.480,9.512,13.780,47.683
1685475044744,2023-05-30T22:30:44.744,0.500,13.476,14.146,49.085
1685475044764,2023-05-30T22:30:44.764,0.520,18.354,11.890,48.598
1685475044784,2023-05-30T22:30:44.784,0.540,23.476,11.220,46.707
1685475044804,2023-05-30T22:30:44.804,0.560,27.805,12.622,45.000
1685475044824,2023-05-30T22:30:44.824,0.580,30.488,10.122,43.171
