epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685474429198,2023-05-30T22:20:29.198,0.000,-11.037,0.427,-11.037
1685474429218,2023-05-30T22:20:29.218,0.020,-11.220,0.793,-10.244
1685474429238,2023-05-30T22:20:29.238,0.040,-10.732,2.195,-10.122
1685474429258,2023-05-30T22:20:29.258,0.060,-10.366,4.268,-10.366
1685474429278,2023-05-30T22:20:29.278,0.080,-9.634,6.646,-8.476
1685474429298,2023-05-30T22:20:29.298,0.100,-10.366,8.537,-7.500
1685474429318,2023-05-30T22:20:29.318,0.120,-12.988,11.098,-6.037
1685474429338,2023-05-30T22:20:29.338,0.140,-16.159,12.378,-3.659
1685474429358,2023-05-30T22:20:29.358,0.160,-19.268,10.976,-1.646
1685474429378,2023-05-30T22:20:29.378,0.180,-22.378,11.829,-0.427
1685474429398,2023-05-30T22:20:29.398,0.200,-23.415,11.890,1.098
1685474429418,2023-05-30T22:20:29.418,0.220,-21.951,10.244,4.207
1685474429438,2023-05-30T22:20:29.438,0.240,-18.293,9.512,8.902
1685474429458,2023-05-30T22:20:29.458,0.260,-15.000,9.329,14.207
1685474429478,2023-05-30T22:20:29.478,0.280,-12.500,9.756,19.939
1685474429498,2023-05-30T22:20:29.498,0.300,-9.695,11.707,24.573
1685474429518,2023-05-30T22:20:29.518,0.320,-7.683,11.463,28.720
1685474429538,2023-05-30T22:20:29.538,0.340,-5.549,9.573,32.805
1685474429558,2023-05-30T22:20:29.558,0.360,-1.829,6.098,37.317
1685474429578,2023-05-30T22:20:29.578,0.380,2.439,3.720,40.793
1685474429598,2023-05-30T22:20:29.598,0.400,7.317,7.195,42.317
1685474429618,2023-05-30T22:20:29.618,0.420,14.573,19.451,43.902
1685474429638,2023-05-30T22:20:29.638,0.440,22.378,28.963,46.646
1685474429658,2023-05-30T22:20:29.658,0.460,28.171,30.915,47.134
1685474429678,2023-05-30T22:20:29.678,0.480,31.585,29.085,44.451
1685474429698,2023-05-30T22:20:29.698,0.500,33.780,24.573,39.939
1685474429718,2023-05-30T22:20:29.718,0.520,35.732,23.110,33.598
1685474429738,2023-05-30T22:20:29.738,0.540,35.793,23.537,25.427
1685474429758,2023-05-30T22:20:29.758,0.560,34.939,19.695,17.805
1685474429778,2023-05-30T22:20:29.778,0.580,34.329,14.390,10.732
1685474429798,2023-05-30T22:20:29.798,0.600,34.817,11.829,4.512
1685474429818,2023-05-30T22:20:29.818,0.620,36.829,12.378,0.427
1685474429838,2023-05-30T22:20:29.838,0.640,38.049,13.720,-3.841
1685474429858,2023-05-30T22:20:29.858,0.660,38.476,13.659,-9.146
1685474429878,2023-05-30T22:20:29.878,0.680,38.537,12.500,-14.817
1685474429898,2023-05-30T22:20:29.898,0.700,38.537,13.415,-19.390
1685474429918,2023-05-30T22:20:29.918,0.720,36.341,15.244,-25.854
1685474429938,2023-05-30T22:20:29.938,0.740,33.598,15.122,-34.207
1685474429958,2023-05-30T22:20:29.958,0.760,31.280,14.207,-40.854
1685474429978,2023-05-30T22:20:29.978,0.780,27.744,12.012,-46.220
1685474429998,2023-05-30T22:20:29.998,0.800,22.500,10.976,-50.183
1685474430018,2023-05-30T22:20:30.018,0.820,17.134,16.159,-53.415
1685474430038,2023-05-30T22:20:30.038,0.840,12.561,21.463,-54.451
1685474430058,2023-05-30T22:20:30.058,0.860,7.622,23.293,-54.024
1685474430078,2023-05-30T22:20:30.078,0.880,1.890,23.659,-52.744
1685474430098,2023-05-30T22:20:30.098,0.900,-4.878,25.427,-51.159
1685474430118,2023-05-30T22:20:30.118,0.920,-11.829,25.976,-49.573
1685474430138,2023-05-30T22:20:30.138,0.940,-18.110,26.220,-47.195
1685474430158,2023-05-30T22:20:30.158,0.960,-24.695,24.268,-44.207
1685474430178,2023-05-30T22:20:30.178,0.980,-31.524,20.427,-39.695
1685474430198,2023-05-30T22:20:30.198,1.000,-37.195,19.695,-33.659
1685474430218,2023-05-30T22:20:30.218,1.020,-42.256,21.159,-27.622
1685474430238,2023-05-30T22:20:30.238,1.040,-46.280,21.646,-20.854
1685474430258,2023-05-30T22:20:30.258,1.060,-48.171,21.890,-13.232
1685474430278,2023-05-30T22:20:30.278,1.080,-49.939,23.780,-6.829
1685474430298,2023-05-30T22:20:30.298,1.100,-53.354,26.829,-2.683
1685474430318,2023-05-30T22:20:30.318,1.120,-55.366,25.732,1.402
1685474430338,2023-05-30T22:20:30.338,1.140,-55.122,19.939,6.585
1685474430358,2023-05-30T22:20:30.358,1.160,-53.415,14.268,11.585
1685474430378,2023-05-30T22:20:30.378,1.180,-51.402,10.793,16.280
1685474430398,2023-05-30T22:20:30.398,1.200,-48.841,7.561,21.585
1685474430418,2023-05-30T22:20:30.418,1.220,-44.878,3.293,27.805
1685474430438,2023-05-30T22:20:30.438,1.240,-39.573,-1.159,34.146
1685474430458,2023-05-30T22:20:30.458,1.260,-33.049,-4.024,40.183
1685474430478,2023-05-30T22:20:30.478,1.280,-27.134,-2.256,46.524
1685474430498,2023-05-30T22:20:30.498,1.300,-22.561,-1.707,52.256
1685474430518,2023-05-30T22:20:30.518,1.320,-17.195,-1.220,55.732
1685474430538,2023-05-30T22:20:30.538,1.340,-10.976,4.329,56.524
1685474430558,2023-05-30T22:20:30.558,1.360,-6.098,10.244,54.329
1685474430578,2023-05-30T22:20:30.578,1.380,-2.622,13.415,48.659
1685474430598,2023-05-30T22:20:30.598,1.400,-0.732,17.805,39.573
1685474430618,2023-05-30T22:20:30.618,1.420,-1.951,15.610,27.805
1685474430638,2023-05-30T22:20:30.638,1.440,-4.512,5.976,11.646
1685474430658,2023-05-30T22:20:30.658,1.460,-4.024,2.561,-2.378
1685474430678,2023-05-30T22:20:30.678,1.480,-2.988,0.427,-9.695
1685474430698,2023-05-30T22:20:30.698,1.500,-2.012,-9.878,-10.305
1685474430718,2023-05-30T22:20:30.718,1.520,-4.329,-14.329,-5.549
1685474430738,2023-05-30T22:20:30.738,1.540,-3.537,-11.463,6.463
1685474430758,2023-05-30T22:20:30.758,1.560,2.134,-5.244,22.378
1685474430778,2023-05-30T22:20:30.778,1.580,7.256,-2.500,37.988
1685474430798,2023-05-30T22:20:30.798,1.600,9.573,-3.598,51.402
1685474430818,2023-05-30T22:20:30.818,1.620,8.537,-4.085,58.902
1685474430838,2023-05-30T22:20:30.838,1.640,10.244,-1.037,59.634
1685474430858,2023-05-30T22:20:30.858,1.660,13.232,3.963,53.963
1685474430878,2023-05-30T22:20:30.878,1.680,15.427,5.549,44.146
1685474430898,2023-05-30T22:20:30.898,1.700,14.512,4.817,32.012
1685474430918,2023-05-30T22:20:30.918,1.720,12.195,4.268,17.744
1685474430938,2023-05-30T22:20:30.938,1.740,10.732,7.317,1.280
1685474430958,2023-05-30T22:20:30.958,1.760,12.744,11.890,-16.341
1685474430978,2023-05-30T22:20:30.978,1.780,14.817,14.329,-33.537
1685474430998,2023-05-30T22:20:30.998,1.800,16.159,15.122,-49.085
1685474431018,2023-05-30T22:20:31.018,1.820,17.866,17.927,-62.195
1685474431038,2023-05-30T22:20:31.038,1.840,20.183,21.524,-74.207
1685474431058,2023-05-30T22:20:31.058,1.860,25.122,17.927,-82.073
1685474431078,2023-05-30T22:20:31.078,1.880,32.683,14.878,-83.720
1685474431098,2023-05-30T22:20:31.098,1.900,36.341,11.280,-85.244
1685474431118,2023-05-30T22:20:31.118,1.920,34.207,4.390,-83.476
1685474431138,2023-05-30T22:20:31.138,1.940,29.512,7.927,-74.451
1685474431158,2023-05-30T22:20:31.158,1.960,23.659,12.012,-59.146
1685474431178,2023-05-30T22:20:31.178,1.980,17.256,10.183,-43.415
1685474431198,2023-05-30T22:20:31.198,2.000,11.220,9.939,-28.659
1685474431218,2023-05-30T22:20:31.218,2.020,7.500,9.634,-15.061
1685474431238,2023-05-30T22:20:31.238,2.040,6.280,7.988,-5.244
1685474431258,2023-05-30T22:20:31.258,2.060,5.793,4.878,1.220
1685474431278,2023-05-30T22:20:31.278,2.080,6.524,-0.061,5.000
1685474431298,2023-05-30T22:20:31.298,2.100,8.841,-5.549,7.500
1685474431318,2023-05-30T22:20:31.318,2.120,9.573,-10.854,9.634
1685474431338,2023-05-30T22:20:31.338,2.140,8.110,-14.634,9.146
1685474431358,2023-05-30T22:20:31.358,2.160,6.951,-17.683,6.585
