epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685473581771,2023-05-30T22:06:21.771,0.000,0.427,-4.573,-0.427
1685473581791,2023-05-30T22:06:21.791,0.020,0.122,-4.329,-0.427
1685473581811,2023-05-30T22:06:21.811,0.040,0.061,-2.683,-0.366
1685473581831,2023-05-30T22:06:21.831,0.060,0.427,1.159,0.244
1685473581851,2023-05-30T22:06:21.851,0.080,0.793,2.927,0.854
1685473581871,2023-05-30T22:06:21.871,0.100,1.037,0.061,0.915
1685473581891,2023-05-30T22:06:21.891,0.120,0.854,-1.463,0.854
1685473581911,2023-05-30T22:06:21.911,0.140,0.427,0.366,0.183
1685473581931,2023-05-30T22:06:21.931,0.160,0.244,2.195,-1.159
1685473581951,2023-05-30T22:06:21.951,0.180,0.122,2.134,-2.439
1685473581971,2023-05-30T22:06:21.971,0.200,-1.159,1.646,-3.171
1685473581991,2023-05-30T22:06:21.991,0.220,-2.866,4.329,-3.110
1685473582011,2023-05-30T22:06:22.011,0.240,-3.598,8.720,-2.256
1685473582031,2023-05-30T22:06:22.031,0.260,-4.756,9.817,-2.134
1685473582051,2023-05-30T22:06:22.051,0.280,-6.463,10.122,-3.415
1685473582071,2023-05-30T22:06:22.071,0.300,-6.707,12.500,-3.232
1685473582091,2023-05-30T22:06:22.091,0.320,-6.037,13.841,-2.134
1685473582111,2023-05-30T22:06:22.111,0.340,-5.122,15.732,-1.768
1685473582131,2023-05-30T22:06:22.131,0.360,-3.720,18.171,-1.220
1685473582151,2023-05-30T22:06:22.151,0.380,-1.463,19.817,-1.524
1685473582171,2023-05-30T22:06:22.171,0.400,2.378,22.988,-3.659
1685473582191,2023-05-30T22:06:22.191,0.420,7.378,25.183,-6.463
1685473582211,2023-05-30T22:06:22.211,0.440,12.256,20.427,-7.561
1685473582231,2023-05-30T22:06:22.231,0.460,16.098,15.671,-8.476
1685473582251,2023-05-30T22:06:22.251,0.480,19.695,16.890,-10.610
1685473582271,2023-05-30T22:06:22.271,0.500,23.780,18.780,-12.683
1685473582291,2023-05-30T22:06:22.291,0.520,27.012,17.256,-14.695
1685473582311,2023-05-30T22:06:22.311,0.540,29.451,17.012,-17.439
1685473582331,2023-05-30T22:06:22.331,0.560,31.159,18.110,-19.695
1685473582351,2023-05-30T22:06:22.351,0.580,32.561,14.756,-20.854
1685473582371,2023-05-30T22:06:22.371,0.600,32.927,8.049,-22.439
1685473582391,2023-05-30T22:06:22.391,0.620,32.378,5.305,-24.756
1685473582411,2023-05-30T22:06:22.411,0.640,32.195,5.610,-26.585
1685473582431,2023-05-30T22:06:22.431,0.660,32.073,2.683,-27.256
1685473582451,2023-05-30T22:06:22.451,0.680,31.646,-0.671,-26.768
1685473582471,2023-05-30T22:06:22.471,0.700,31.402,-1.707,-25.732
1685473582491,2023-05-30T22:06:22.491,0.720,31.646,-3.598,-24.207
1685473582511,2023-05-30T22:06:22.511,0.740,31.585,-6.646,-22.683
1685473582531,2023-05-30T22:06:22.531,0.760,30.366,-6.890,-20.732
1685473582551,2023-05-30T22:06:22.551,0.780,29.085,-5.732,-17.439
1685473582571,2023-05-30T22:06:22.571,0.800,28.537,-4.207,-13.902
1685473582591,2023-05-30T22:06:22.591,0.820,26.585,-2.805,-11.159
1685473582611,2023-05-30T22:06:22.611,0.840,22.317,-2.683,-9.878
1685473582631,2023-05-30T22:06:22.631,0.860,18.415,-2.683,-7.500
1685473582651,2023-05-30T22:06:22.651,0.880,14.634,-2.805,-4.817
1685473582671,2023-05-30T22:06:22.671,0.900,8.841,-2.500,-2.317
1685473582691,2023-05-30T22:06:22.691,0.920,3.659,-0.061,0.610
1685473582711,2023-05-30T22:06:22.711,0.940,-1.829,3.841,3.049
1685473582731,2023-05-30T22:06:22.731,0.960,-7.744,5.305,5.610
1685473582751,2023-05-30T22:06:22.751,0.980,-13.659,5.244,8.537
1685473582771,2023-05-30T22:06:22.771,1.000,-18.780,7.805,11.098
1685473582791,2023-05-30T22:06:22.791,1.020,-23.659,10.427,13.354
1685473582811,2023-05-30T22:06:22.811,1.040,-27.683,12.744,15.427
1685473582831,2023-05-30T22:06:22.831,1.060,-30.244,15.671,17.744
1685473582851,2023-05-30T22:06:22.851,1.080,-30.976,20.549,20.366
1685473582871,2023-05-30T22:06:22.871,1.100,-31.646,24.085,22.073
1685473582891,2023-05-30T22:06:22.891,1.120,-32.012,25.793,23.720
1685473582911,2023-05-30T22:06:22.911,1.140,-31.524,32.256,25.854
1685473582931,2023-05-30T22:06:22.931,1.160,-31.585,38.415,27.500
1685473582951,2023-05-30T22:06:22.951,1.180,-32.988,39.878,26.829
1685473582971,2023-05-30T22:06:22.971,1.200,-34.817,41.280,23.110
1685473582991,2023-05-30T22:06:22.991,1.220,-36.402,40.427,19.512
1685473583011,2023-05-30T22:06:23.011,1.240,-38.354,37.744,15.488
1685473583031,2023-05-30T22:06:23.031,1.260,-40.732,35.427,11.463
1685473583051,2023-05-30T22:06:23.051,1.280,-43.902,33.720,8.232
1685473583071,2023-05-30T22:06:23.071,1.300,-47.134,35.488,3.963
1685473583091,2023-05-30T22:06:23.091,1.320,-49.085,36.585,0.488
1685473583111,2023-05-30T22:06:23.111,1.340,-49.146,32.683,-2.073
1685473583131,2023-05-30T22:06:23.131,1.360,-48.415,27.439,-5.732
1685473583151,2023-05-30T22:06:23.151,1.380,-46.402,24.939,-9.207
1685473583171,2023-05-30T22:06:23.171,1.400,-43.963,23.476,-12.134
1685473583191,2023-05-30T22:06:23.191,1.420,-41.585,23.720,-14.939
1685473583211,2023-05-30T22:06:23.211,1.440,-38.720,24.695,-17.073
1685473583231,2023-05-30T22:06:23.231,1.460,-35.244,23.780,-18.841
1685473583251,2023-05-30T22:06:23.251,1.480,-31.585,21.951,-20.000
1685473583271,2023-05-30T22:06:23.271,1.500,-27.622,21.098,-21.585
1685473583291,2023-05-30T22:06:23.291,1.520,-23.293,19.146,-22.500
1685473583311,2023-05-30T22:06:23.311,1.540,-18.963,15.976,-23.963
1685473583331,2023-05-30T22:06:23.331,1.560,-15.549,12.195,-26.707
1685473583351,2023-05-30T22:06:23.351,1.580,-11.768,9.634,-29.695
1685473583371,2023-05-30T22:06:23.371,1.600,-7.012,10.000,-31.341
1685473583391,2023-05-30T22:06:23.391,1.620,-2.012,7.988,-31.890
1685473583411,2023-05-30T22:06:23.411,1.640,2.317,1.585,-31.098
