epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685474085365,2023-05-30T22:14:45.365,0.000,-2.927,0.366,0.671
1685474085385,2023-05-30T22:14:45.385,0.020,-2.866,0.976,0.488
1685474085405,2023-05-30T22:14:45.405,0.040,-2.195,3.659,0.671
1685474085425,2023-05-30T22:14:45.425,0.060,-1.646,3.232,0.915
1685474085445,2023-05-30T22:14:45.445,0.080,-0.122,2.927,0.732
1685474085465,2023-05-30T22:14:45.465,0.100,1.463,5.244,-0.427
1685474085485,2023-05-30T22:14:45.485,0.120,2.622,4.817,-1.159
1685474085505,2023-05-30T22:14:45.505,0.140,4.329,3.415,-1.402
1685474085525,2023-05-30T22:14:45.525,0.160,5.427,4.878,-1.585
1685474085545,2023-05-30T22:14:45.545,0.180,6.341,6.098,-2.195
1685474085565,2023-05-30T22:14:45.565,0.200,7.683,5.915,-2.866
1685474085585,2023-05-30T22:14:45.585,0.220,9.207,6.220,-3.780
1685474085605,2023-05-30T22:14:45.605,0.240,10.671,7.012,-4.939
1685474085625,2023-05-30T22:14:45.625,0.260,11.707,8.659,-6.098
1685474085645,2023-05-30T22:14:45.645,0.280,12.866,10.976,-6.220
1685474085665,2023-05-30T22:14:45.665,0.300,14.695,9.939,-5.793
1685474085685,2023-05-30T22:14:45.685,0.320,17.378,6.707,-6.951
1685474085705,2023-05-30T22:14:45.705,0.340,20.732,6.768,-7.988
1685474085725,2023-05-30T22:14:45.725,0.360,23.293,7.927,-8.415
1685474085745,2023-05-30T22:14:45.745,0.380,23.963,5.427,-9.878
1685474085765,2023-05-30T22:14:45.765,0.400,25.305,3.963,-10.671
1685474085785,2023-05-30T22:14:45.785,0.420,28.049,4.695,-10.061
1685474085805,2023-05-30T22:14:45.805,0.440,30.305,3.476,-9.390
1685474085825,2023-05-30T22:14:45.825,0.460,31.768,0.915,-9.634
1685474085845,2023-05-30T22:14:45.845,0.480,32.805,0.305,-11.280
1685474085865,2023-05-30T22:14:45.865,0.500,33.780,-0.488,-12.805
1685474085885,2023-05-30T22:14:45.885,0.520,34.146,-2.866,-13.902
1685474085905,2023-05-30T22:14:45.905,0.540,33.659,-7.378,-14.024
1685474085925,2023-05-30T22:14:45.925,0.560,33.232,-10.610,-12.744
1685474085945,2023-05-30T22:14:45.945,0.580,31.829,-7.317,-11.829
1685474085965,2023-05-30T22:14:45.965,0.600,28.720,-4.451,-12.317
1685474085985,2023-05-30T22:14:45.985,0.620,26.524,-6.768,-12.500
1685474086005,2023-05-30T22:14:46.005,0.640,24.817,-6.646,-12.317
1685474086025,2023-05-30T22:14:46.025,0.660,22.561,-7.805,-11.159
1685474086045,2023-05-30T22:14:46.045,0.680,19.878,-9.634,-9.146
1685474086065,2023-05-30T22:14:46.065,0.700,16.341,-7.134,-7.683
1685474086085,2023-05-30T22:14:46.085,0.720,12.256,-5.000,-6.829
1685474086105,2023-05-30T22:14:46.105,0.740,8.537,-5.610,-6.280
1685474086125,2023-05-30T22:14:46.125,0.760,5.305,-6.098,-5.610
1685474086145,2023-05-30T22:14:46.145,0.780,2.012,-6.890,-3.963
1685474086165,2023-05-30T22:14:46.165,0.800,-1.463,-4.268,-1.768
1685474086185,2023-05-30T22:14:46.185,0.820,-5.793,0.427,1.402
1685474086205,2023-05-30T22:14:46.205,0.840,-10.122,4.390,3.598
1685474086225,2023-05-30T22:14:46.225,0.860,-14.146,7.134,5.061
1685474086245,2023-05-30T22:14:46.245,0.880,-17.927,7.988,6.768
1685474086265,2023-05-30T22:14:46.265,0.900,-22.012,9.146,8.110
1685474086285,2023-05-30T22:14:46.285,0.920,-25.427,9.817,8.841
1685474086305,2023-05-30T22:14:46.305,0.940,-27.317,11.463,9.451
1685474086325,2023-05-30T22:14:46.325,0.960,-28.720,15.549,10.244
1685474086345,2023-05-30T22:14:46.345,0.980,-29.756,18.902,11.402
1685474086365,2023-05-30T22:14:46.365,1.000,-30.610,22.195,11.768
1685474086385,2023-05-30T22:14:46.385,1.020,-31.524,26.890,11.707
1685474086405,2023-05-30T22:14:46.405,1.040,-34.573,27.622,10.976
1685474086425,2023-05-30T22:14:46.425,1.060,-37.805,27.012,8.476
1685474086445,2023-05-30T22:14:46.445,1.080,-40.671,28.293,5.244
1685474086465,2023-05-30T22:14:46.465,1.100,-43.171,28.354,1.768
1685474086485,2023-05-30T22:14:46.485,1.120,-44.695,25.671,-1.585
1685474086505,2023-05-30T22:14:46.505,1.140,-45.610,23.720,-4.451
1685474086525,2023-05-30T22:14:46.525,1.160,-45.427,24.512,-8.476
1685474086545,2023-05-30T22:14:46.545,1.180,-46.402,26.829,-11.402
1685474086565,2023-05-30T22:14:46.565,1.200,-47.256,28.659,-13.659
1685474086585,2023-05-30T22:14:46.585,1.220,-46.341,26.341,-15.793
