epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685373303772,2023-05-29T18:15:03.772,0.000,-1.037,0.000,0.244
1685373303792,2023-05-29T18:15:03.792,0.020,-0.793,0.061,0.427
1685373303812,2023-05-29T18:15:03.812,0.040,-0.488,0.793,0.305
1685373303832,2023-05-29T18:15:03.832,0.060,-0.671,1.220,0.427
1685373303852,2023-05-29T18:15:03.852,0.080,-0.732,0.305,1.037
1685373303872,2023-05-29T18:15:03.872,0.100,-0.976,0.427,1.341
1685373303892,2023-05-29T18:15:03.892,0.120,-0.915,1.585,1.341
1685373303912,2023-05-29T18:15:03.912,0.140,-0.183,2.134,2.073
1685373303932,2023-05-29T18:15:03.932,0.160,0.488,2.805,3.110
1685373303952,2023-05-29T18:15:03.952,0.180,1.098,4.451,3.659
1685373303972,2023-05-29T18:15:03.972,0.200,1.341,6.890,2.927
1685373303992,2023-05-29T18:15:03.992,0.220,0.732,6.890,2.012
1685373304012,2023-05-29T18:15:04.012,0.240,-0.244,4.878,0.732
1685373304032,2023-05-29T18:15:04.032,0.260,-0.915,3.902,-0.183
1685373304052,2023-05-29T18:15:04.052,0.280,-2.073,2.012,-0.732
1685373304072,2023-05-29T18:15:04.072,0.300,-3.293,1.280,-1.220
1685373304092,2023-05-29T18:15:04.092,0.320,-4.024,1.098,-1.707
1685373304112,2023-05-29T18:15:04.112,0.340,-4.207,0.915,-2.378
1685373304132,2023-05-29T18:15:04.132,0.360,-4.207,0.671,-2.744
1685373304152,2023-05-29T18:15:04.152,0.380,-4.390,-0.122,-2.622
1685373304172,2023-05-29T18:15:04.172,0.400,-4.451,-2.012,-2.439
1685373304192,2023-05-29T18:15:04.192,0.420,-4.329,-2.073,-1.646
1685373304212,2023-05-29T18:15:04.212,0.440,-3.902,-2.927,-0.366
1685373304232,2023-05-29T18:15:04.232,0.460,-3.598,-3.659,1.037
1685373304252,2023-05-29T18:15:04.252,0.480,-3.232,-2.622,2.927
1685373304272,2023-05-29T18:15:04.272,0.500,-2.744,-0.793,4.451
1685373304292,2023-05-29T18:15:04.292,0.520,-2.622,1.463,5.793
1685373304312,2023-05-29T18:15:04.312,0.540,-2.744,0.000,7.439
1685373304332,2023-05-29T18:15:04.332,0.560,-2.805,-4.573,9.756
1685373304352,2023-05-29T18:15:04.352,0.580,-2.927,-7.439,12.561
1685373304372,2023-05-29T18:15:04.372,0.600,-2.927,-7.622,15.915
1685373304392,2023-05-29T18:15:04.392,0.620,-1.829,-5.915,19.268
1685373304412,2023-05-29T18:15:04.412,0.640,0.305,-3.841,23.110
1685373304432,2023-05-29T18:15:04.432,0.660,3.902,-1.463,27.256
1685373304452,2023-05-29T18:15:04.452,0.680,8.293,2.256,30.732
1685373304472,2023-05-29T18:15:04.472,0.700,13.720,7.439,33.963
1685373304492,2023-05-29T18:15:04.492,0.720,19.878,12.195,36.707
1685373304512,2023-05-29T18:15:04.512,0.740,26.463,17.744,38.598
1685373304532,2023-05-29T18:15:04.532,0.760,32.500,26.585,40.061
1685373304552,2023-05-29T18:15:04.552,0.780,38.049,31.951,41.098
1685373304572,2023-05-29T18:15:04.572,0.800,42.683,24.756,40.915
1685373304592,2023-05-29T18:15:04.592,0.820,48.293,17.073,37.622
1685373304612,2023-05-29T18:15:04.612,0.840,55.793,29.573,30.061
1685373304632,2023-05-29T18:15:04.632,0.860,61.159,42.134,18.476
1685373304652,2023-05-29T18:15:04.652,0.880,62.561,34.146,4.634
1685373304672,2023-05-29T18:15:04.672,0.900,62.012,25.061,-10.427
1685373304692,2023-05-29T18:15:04.692,0.920,60.122,19.268,-26.524
1685373304712,2023-05-29T18:15:04.712,0.940,55.122,24.573,-44.512
1685373304732,2023-05-29T18:15:04.732,0.960,47.134,39.817,-62.744
1685373304752,2023-05-29T18:15:04.752,0.980,37.317,40.366,-80.854
1685373304772,2023-05-29T18:15:04.772,1.000,22.988,25.244,-97.866
1685373304792,2023-05-29T18:15:04.792,1.020,6.220,25.305,-110.488
1685373304812,2023-05-29T18:15:04.812,1.040,-9.268,47.195,-114.024
1685373304832,2023-05-29T18:15:04.832,1.060,-20.732,61.524,-107.683
1685373304852,2023-05-29T18:15:04.852,1.080,-30.549,50.427,-95.000
1685373304872,2023-05-29T18:15:04.872,1.100,-39.329,34.695,-80.427
1685373304892,2023-05-29T18:15:04.892,1.120,-46.951,29.146,-63.598
1685373304912,2023-05-29T18:15:04.912,1.140,-51.646,28.232,-45.183
1685373304932,2023-05-29T18:15:04.932,1.160,-54.939,17.805,-25.915
1685373304952,2023-05-29T18:15:04.952,1.180,-58.049,4.146,-8.902
1685373304972,2023-05-29T18:15:04.972,1.200,-58.963,-8.110,6.280
1685373304992,2023-05-29T18:15:04.992,1.220,-56.280,-14.573,20.427
1685373305012,2023-05-29T18:15:05.012,1.240,-51.768,-16.890,33.232
1685373305032,2023-05-29T18:15:05.032,1.260,-45.549,-16.159,44.573
1685373305052,2023-05-29T18:15:05.052,1.280,-38.476,-13.720,54.329
1685373305072,2023-05-29T18:15:05.072,1.300,-30.610,-9.817,62.012
1685373305092,2023-05-29T18:15:05.092,1.320,-22.622,-8.902,68.659
1685373305112,2023-05-29T18:15:05.112,1.340,-15.305,-13.293,73.232
1685373305132,2023-05-29T18:15:05.132,1.360,-7.744,-19.146,77.622
1685373305152,2023-05-29T18:15:05.152,1.380,-0.610,-22.988,80.976
1685373305172,2023-05-29T18:15:05.172,1.400,7.683,-20.061,81.646
1685373305192,2023-05-29T18:15:05.192,1.420,14.268,-5.732,79.939
1685373305212,2023-05-29T18:15:05.212,1.440,16.951,16.098,72.744
1685373305232,2023-05-29T18:15:05.232,1.460,18.232,42.500,62.561
1685373305252,2023-05-29T18:15:05.252,1.480,18.293,69.817,46.707
1685373305272,2023-05-29T18:15:05.272,1.500,12.927,77.317,27.256
1685373305292,2023-05-29T18:15:05.292,1.520,3.841,53.902,6.220
1685373305312,2023-05-29T18:15:05.312,1.540,-7.988,20.122,-15.976
1685373305332,2023-05-29T18:15:05.332,1.560,-20.915,-2.683,-36.829
1685373305352,2023-05-29T18:15:05.352,1.580,-32.500,-10.915,-51.220
1685373305372,2023-05-29T18:15:05.372,1.600,-41.159,-12.317,-57.866
1685373305392,2023-05-29T18:15:05.392,1.620,-46.829,-9.756,-57.866
1685373305412,2023-05-29T18:15:05.412,1.640,-49.146,-3.354,-53.354
1685373305432,2023-05-29T18:15:05.432,1.660,-49.878,2.500,-46.707
1685373305452,2023-05-29T18:15:05.452,1.680,-49.451,11.585,-40.305
1685373305472,2023-05-29T18:15:05.472,1.700,-47.500,19.695,-34.634
1685373305492,2023-05-29T18:15:05.492,1.720,-44.878,18.720,-28.293
1685373305512,2023-05-29T18:15:05.512,1.740,-40.854,16.280,-21.890
1685373305532,2023-05-29T18:15:05.532,1.760,-36.220,13.963,-17.500
1685373305552,2023-05-29T18:15:05.552,1.780,-30.671,10.427,-13.476
1685373305572,2023-05-29T18:15:05.572,1.800,-23.537,6.646,-8.780
1685373305592,2023-05-29T18:15:05.592,1.820,-16.280,0.915,-3.659
1685373305612,2023-05-29T18:15:05.612,1.840,-8.598,-4.695,1.463
1685373305632,2023-05-29T18:15:05.632,1.860,-0.122,-4.207,6.098
1685373305652,2023-05-29T18:15:05.652,1.880,9.268,-10.000,11.463
1685373305672,2023-05-29T18:15:05.672,1.900,19.817,-19.695,16.524
1685373305692,2023-05-29T18:15:05.692,1.920,31.890,-33.232,20.854
1685373305712,2023-05-29T18:15:05.712,1.940,45.183,-56.890,25.000
1685373305732,2023-05-29T18:15:05.732,1.960,58.476,-55.976,24.390
1685373305752,2023-05-29T18:15:05.752,1.980,69.817,-12.866,18.476
1685373305772,2023-05-29T18:15:05.772,2.000,79.939,21.402,11.524
1685373305792,2023-05-29T18:15:05.792,2.020,92.744,55.915,2.805
1685373305812,2023-05-29T18:15:05.812,2.040,103.110,84.329,-12.195
1685373305832,2023-05-29T18:15:05.832,2.060,108.902,80.549,-39.817
1685373305852,2023-05-29T18:15:05.852,2.080,109.207,65.488,-77.866
1685373305872,2023-05-29T18:15:05.872,2.100,102.134,65.305,-105.732
1685373305892,2023-05-29T18:15:05.892,2.120,86.037,49.634,-116.646
1685373305912,2023-05-29T18:15:05.912,2.140,66.037,26.707,-113.293
1685373305932,2023-05-29T18:15:05.932,2.160,46.646,18.232,-100.671
1685373305952,2023-05-29T18:15:05.952,2.180,32.195,22.195,-83.598
1685373305972,2023-05-29T18:15:05.972,2.200,22.073,27.683,-64.817
1685373305992,2023-05-29T18:15:05.992,2.220,13.598,21.341,-46.585
1685373306012,2023-05-29T18:15:06.012,2.240,5.366,8.659,-29.390
1685373306032,2023-05-29T18:15:06.032,2.260,-0.549,1.951,-14.756
1685373306052,2023-05-29T18:15:06.052,2.280,-2.378,-0.061,-2.805
1685373306072,2023-05-29T18:15:06.072,2.300,-2.134,1.829,3.232
1685373306092,2023-05-29T18:15:06.092,2.320,-1.463,2.500,2.744
1685373306112,2023-05-29T18:15:06.112,2.340,-0.854,-3.476,1.280
1685373306132,2023-05-29T18:15:06.132,2.360,-0.549,-7.500,-0.366
1685373306152,2023-05-29T18:15:06.152,2.380,-0.793,-7.073,-2.378
1685373306172,2023-05-29T18:15:06.172,2.400,-1.341,-8.659,-2.744
1685373306192,2023-05-29T18:15:06.192,2.420,-1.585,-7.195,-2.683
1685373306212,2023-05-29T18:15:06.212,2.440,-1.585,-7.195,-3.049
1685373306232,2023-05-29T18:15:06.232,2.460,-1.402,-11.707,-2.866
1685373306252,2023-05-29T18:15:06.252,2.480,-0.915,-14.573,-4.207
1685373306272,2023-05-29T18:15:06.272,2.500,-0.549,-12.500,-6.402
1685373306292,2023-05-29T18:15:06.292,2.520,-1.098,-10.427,-6.951
1685373306312,2023-05-29T18:15:06.312,2.540,-1.890,-8.720,-6.159
1685373306332,2023-05-29T18:15:06.332,2.560,-2.500,-10.366,-5.366
1685373306352,2023-05-29T18:15:06.352,2.580,-2.988,-10.244,-5.488
1685373306372,2023-05-29T18:15:06.372,2.600,-2.378,-6.951,-4.756
1685373306392,2023-05-29T18:15:06.392,2.620,-1.098,-0.549,-3.049
1685373306412,2023-05-29T18:15:06.412,2.640,-0.305,2.317,-1.341
1685373306432,2023-05-29T18:15:06.432,2.660,0.427,0.610,0.000
1685373306452,2023-05-29T18:15:06.452,2.680,1.220,-0.915,0.793
1685373306472,2023-05-29T18:15:06.472,2.700,1.402,-0.244,0.793
1685373306492,2023-05-29T18:15:06.492,2.720,1.220,-2.683,0.549
1685373306512,2023-05-29T18:15:06.512,2.740,1.463,-2.683,-0.244
