epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685374610665,2023-05-29T18:36:50.665,0.000,-6.524,17.134,1.707
1685374610685,2023-05-29T18:36:50.685,0.020,-6.768,16.768,1.890
1685374610705,2023-05-29T18:36:50.705,0.040,-7.622,16.768,2.683
1685374610725,2023-05-29T18:36:50.725,0.060,-7.683,20.854,3.049
1685374610745,2023-05-29T18:36:50.745,0.080,-7.439,27.195,3.537
1685374610765,2023-05-29T18:36:50.765,0.100,-6.524,37.073,5.793
1685374610785,2023-05-29T18:36:50.785,0.120,-6.280,47.805,8.598
1685374610805,2023-05-29T18:36:50.805,0.140,-6.280,46.890,11.585
1685374610825,2023-05-29T18:36:50.825,0.160,-5.793,37.988,14.695
1685374610845,2023-05-29T18:36:50.845,0.180,-5.305,27.622,17.012
1685374610865,2023-05-29T18:36:50.865,0.200,-5.000,18.537,19.512
1685374610885,2023-05-29T18:36:50.885,0.220,-4.512,11.951,22.622
1685374610905,2023-05-29T18:36:50.905,0.240,-3.415,14.817,24.329
1685374610925,2023-05-29T18:36:50.925,0.260,-2.073,20.000,26.098
1685374610945,2023-05-29T18:36:50.945,0.280,0.061,17.439,28.963
1685374610965,2023-05-29T18:36:50.965,0.300,3.902,10.244,32.805
1685374610985,2023-05-29T18:36:50.985,0.320,9.634,3.598,35.976
1685374611005,2023-05-29T18:36:51.005,0.340,16.646,-2.744,38.537
1685374611025,2023-05-29T18:36:51.025,0.360,23.659,-7.256,40.976
1685374611045,2023-05-29T18:36:51.045,0.380,30.976,-7.927,42.744
1685374611065,2023-05-29T18:36:51.065,0.400,38.598,-5.488,42.439
1685374611085,2023-05-29T18:36:51.085,0.420,45.183,-6.280,39.817
1685374611105,2023-05-29T18:36:51.105,0.440,50.549,-10.488,35.854
1685374611125,2023-05-29T18:36:51.125,0.460,53.537,-10.183,30.549
1685374611145,2023-05-29T18:36:51.145,0.480,53.780,-6.037,23.171
1685374611165,2023-05-29T18:36:51.165,0.500,52.195,-1.341,17.195
1685374611185,2023-05-29T18:36:51.185,0.520,49.390,2.073,11.037
1685374611205,2023-05-29T18:36:51.205,0.540,47.134,3.293,4.390
1685374611225,2023-05-29T18:36:51.225,0.560,45.122,2.134,-2.439
1685374611245,2023-05-29T18:36:51.245,0.580,42.805,3.110,-10.122
1685374611265,2023-05-29T18:36:51.265,0.600,41.098,7.683,-17.683
1685374611285,2023-05-29T18:36:51.285,0.620,38.963,17.561,-25.549
1685374611305,2023-05-29T18:36:51.305,0.640,35.183,26.524,-34.146
1685374611325,2023-05-29T18:36:51.325,0.660,28.780,33.049,-45.122
1685374611345,2023-05-29T18:36:51.345,0.680,21.707,44.756,-56.646
1685374611365,2023-05-29T18:36:51.365,0.700,13.841,52.317,-67.012
1685374611385,2023-05-29T18:36:51.385,0.720,4.268,46.829,-73.537
1685374611405,2023-05-29T18:36:51.405,0.740,-6.220,36.707,-76.037
1685374611425,2023-05-29T18:36:51.425,0.760,-16.524,32.134,-74.573
1685374611445,2023-05-29T18:36:51.445,0.780,-27.378,33.049,-69.390
1685374611465,2023-05-29T18:36:51.465,0.800,-37.744,39.878,-61.890
1685374611485,2023-05-29T18:36:51.485,0.820,-45.610,44.573,-52.012
1685374611505,2023-05-29T18:36:51.505,0.840,-51.890,38.780,-37.561
1685374611525,2023-05-29T18:36:51.525,0.860,-55.427,27.500,-21.829
1685374611545,2023-05-29T18:36:51.545,0.880,-55.915,21.098,-4.451
1685374611565,2023-05-29T18:36:51.565,0.900,-53.354,18.293,12.622
1685374611585,2023-05-29T18:36:51.585,0.920,-49.390,13.476,27.988
1685374611605,2023-05-29T18:36:51.605,0.940,-44.939,5.488,41.220
1685374611625,2023-05-29T18:36:51.625,0.960,-40.244,-2.500,51.463
1685374611645,2023-05-29T18:36:51.645,0.980,-33.476,-1.037,59.390
