epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685393881501,2023-05-29T23:58:01.501,0.000,-20.915,-6.341,-28.171
1685393881521,2023-05-29T23:58:01.521,0.020,-20.671,-5.427,-28.110
1685393881541,2023-05-29T23:58:01.541,0.040,-19.268,-2.744,-27.744
1685393881561,2023-05-29T23:58:01.561,0.060,-17.500,3.293,-26.524
1685393881581,2023-05-29T23:58:01.581,0.080,-18.537,4.695,-23.902
1685393881601,2023-05-29T23:58:01.601,0.100,-19.329,2.500,-20.244
1685393881621,2023-05-29T23:58:01.621,0.120,-17.500,3.476,-15.549
1685393881641,2023-05-29T23:58:01.641,0.140,-13.354,3.902,-11.037
1685393881661,2023-05-29T23:58:01.661,0.160,-8.476,0.244,-7.073
1685393881681,2023-05-29T23:58:01.681,0.180,-4.451,1.707,-3.598
1685393881701,2023-05-29T23:58:01.701,0.200,-2.927,4.390,0.549
1685393881721,2023-05-29T23:58:01.721,0.220,-2.805,3.171,5.427
1685393881741,2023-05-29T23:58:01.741,0.240,-2.805,1.463,9.390
1685393881761,2023-05-29T23:58:01.761,0.260,-2.256,1.463,12.134
1685393881781,2023-05-29T23:58:01.781,0.280,-1.220,-1.159,14.512
1685393881801,2023-05-29T23:58:01.801,0.300,-0.366,-3.780,16.951
1685393881821,2023-05-29T23:58:01.821,0.320,-0.427,-2.805,19.390
1685393881841,2023-05-29T23:58:01.841,0.340,-0.061,-2.683,21.341
1685393881861,2023-05-29T23:58:01.861,0.360,1.707,-1.890,23.049
1685393881881,2023-05-29T23:58:01.881,0.380,3.780,-0.244,25.427
1685393881901,2023-05-29T23:58:01.901,0.400,5.732,-0.122,27.561
1685393881921,2023-05-29T23:58:01.921,0.420,7.866,-1.585,29.329
1685393881941,2023-05-29T23:58:01.941,0.440,9.939,-3.476,30.305
1685393881961,2023-05-29T23:58:01.961,0.460,12.317,-4.756,31.220
1685393881981,2023-05-29T23:58:01.981,0.480,13.780,-5.915,30.915
1685393882001,2023-05-29T23:58:02.001,0.500,15.732,-6.829,30.976
1685393882021,2023-05-29T23:58:02.021,0.520,17.683,-7.195,31.341
1685393882041,2023-05-29T23:58:02.041,0.540,18.720,-6.524,30.976
1685393882061,2023-05-29T23:58:02.061,0.560,19.634,-6.037,28.963
1685393882081,2023-05-29T23:58:02.081,0.580,20.793,-4.695,25.061
1685393882101,2023-05-29T23:58:02.101,0.600,21.037,-4.512,20.488
1685393882121,2023-05-29T23:58:02.121,0.620,21.037,-6.585,16.220
1685393882141,2023-05-29T23:58:02.141,0.640,20.671,-10.427,11.037
1685393882161,2023-05-29T23:58:02.161,0.660,20.305,-13.171,5.183
1685393882181,2023-05-29T23:58:02.181,0.680,20.244,-15.671,0.366
1685393882201,2023-05-29T23:58:02.201,0.700,19.573,-18.659,-3.720
1685393882221,2023-05-29T23:58:02.221,0.720,17.561,-26.280,-7.866
1685393882241,2023-05-29T23:58:02.241,0.740,15.488,-38.171,-12.866
1685393882261,2023-05-29T23:58:02.261,0.760,14.695,-38.293,-19.634
1685393882281,2023-05-29T23:58:02.281,0.780,13.293,-19.329,-26.341
1685393882301,2023-05-29T23:58:02.301,0.800,10.976,-9.695,-30.488
1685393882321,2023-05-29T23:58:02.321,0.820,10.366,-12.988,-32.927
1685393882341,2023-05-29T23:58:02.341,0.840,10.915,-13.049,-35.732
1685393882361,2023-05-29T23:58:02.361,0.860,11.829,-7.805,-38.476
1685393882381,2023-05-29T23:58:02.381,0.880,11.951,-4.024,-40.549
1685393882401,2023-05-29T23:58:02.401,0.900,11.890,-2.744,-41.159
1685393882421,2023-05-29T23:58:02.421,0.920,10.427,-1.098,-42.195
1685393882441,2023-05-29T23:58:02.441,0.940,7.927,2.378,-43.415
1685393882461,2023-05-29T23:58:02.461,0.960,5.793,4.207,-43.841
1685393882481,2023-05-29T23:58:02.481,0.980,4.207,3.537,-43.841
1685393882501,2023-05-29T23:58:02.501,1.000,2.744,0.976,-43.049
1685393882521,2023-05-29T23:58:02.521,1.020,1.098,-3.659,-40.610
1685393882541,2023-05-29T23:58:02.541,1.040,0.000,-3.963,-37.622
1685393882561,2023-05-29T23:58:02.561,1.060,-0.427,-0.976,-33.720
1685393882581,2023-05-29T23:58:02.581,1.080,-0.427,-0.671,-28.780
1685393882601,2023-05-29T23:58:02.601,1.100,-0.793,-1.402,-22.805
1685393882621,2023-05-29T23:58:02.621,1.120,-1.280,-1.646,-16.951
1685393882641,2023-05-29T23:58:02.641,1.140,-1.585,-1.646,-12.378
1685393882661,2023-05-29T23:58:02.661,1.160,-1.037,0.427,-8.476
1685393882681,2023-05-29T23:58:02.681,1.180,-0.122,1.341,-4.329
