epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685392934625,2023-05-29T23:42:14.625,0.000,-45.122,16.159,-44.146
1685392934645,2023-05-29T23:42:14.645,0.020,-45.549,16.646,-44.878
1685392934665,2023-05-29T23:42:14.665,0.040,-47.012,20.000,-47.866
1685392934685,2023-05-29T23:42:14.685,0.060,-46.402,26.280,-48.659
1685392934705,2023-05-29T23:42:14.705,0.080,-43.415,30.427,-46.037
1685392934725,2023-05-29T23:42:14.725,0.100,-37.378,29.756,-40.793
1685392934745,2023-05-29T23:42:14.745,0.120,-30.976,27.439,-34.573
1685392934765,2023-05-29T23:42:14.765,0.140,-26.402,23.780,-27.134
1685392934785,2023-05-29T23:42:14.785,0.160,-23.720,22.988,-19.085
1685392934805,2023-05-29T23:42:14.805,0.180,-20.854,25.793,-9.939
1685392934825,2023-05-29T23:42:14.825,0.200,-17.378,25.305,-0.671
1685392934845,2023-05-29T23:42:14.845,0.220,-12.378,20.366,8.232
1685392934865,2023-05-29T23:42:14.865,0.240,-6.524,15.915,17.439
1685392934885,2023-05-29T23:42:14.885,0.260,-0.976,11.829,27.195
1685392934905,2023-05-29T23:42:14.905,0.280,3.293,7.256,36.341
1685392934925,2023-05-29T23:42:14.925,0.300,7.073,7.622,43.415
1685392934945,2023-05-29T23:42:14.945,0.320,9.329,8.476,47.500
1685392934965,2023-05-29T23:42:14.965,0.340,9.634,5.854,49.268
1685392934985,2023-05-29T23:42:14.985,0.360,9.756,1.768,48.415
1685392935005,2023-05-29T23:42:15.005,0.380,11.829,-3.780,47.195
1685392935025,2023-05-29T23:42:15.025,0.400,17.378,-8.476,47.195
1685392935045,2023-05-29T23:42:15.045,0.420,22.622,-7.378,46.829
1685392935065,2023-05-29T23:42:15.065,0.440,26.463,-3.293,46.585
1685392935085,2023-05-29T23:42:15.085,0.460,29.817,-3.598,47.439
1685392935105,2023-05-29T23:42:15.105,0.480,33.049,-2.439,46.037
1685392935125,2023-05-29T23:42:15.125,0.500,34.024,-0.488,42.683
1685392935145,2023-05-29T23:42:15.145,0.520,34.390,-3.598,38.598
1685392935165,2023-05-29T23:42:15.165,0.540,35.122,-4.939,34.146
1685392935185,2023-05-29T23:42:15.185,0.560,35.915,-2.744,29.146
1685392935205,2023-05-29T23:42:15.205,0.580,36.098,-2.500,23.354
1685392935225,2023-05-29T23:42:15.225,0.600,35.488,-5.183,15.915
1685392935245,2023-05-29T23:42:15.245,0.620,34.512,-6.646,7.744
1685392935265,2023-05-29T23:42:15.265,0.640,34.573,-6.463,-0.061
1685392935285,2023-05-29T23:42:15.285,0.660,33.780,-5.976,-9.146
1685392935305,2023-05-29T23:42:15.305,0.680,31.890,-4.024,-18.476
1685392935325,2023-05-29T23:42:15.325,0.700,30.305,-1.402,-25.671
1685392935345,2023-05-29T23:42:15.345,0.720,29.695,0.854,-31.951
1685392935365,2023-05-29T23:42:15.365,0.740,28.841,5.122,-37.927
1685392935385,2023-05-29T23:42:15.385,0.760,26.402,11.159,-42.683
1685392935405,2023-05-29T23:42:15.405,0.780,22.439,12.378,-46.159
1685392935425,2023-05-29T23:42:15.425,0.800,18.720,8.841,-49.512
1685392935445,2023-05-29T23:42:15.445,0.820,15.488,7.927,-51.829
1685392935465,2023-05-29T23:42:15.465,0.840,12.195,12.073,-51.341
1685392935485,2023-05-29T23:42:15.485,0.860,8.598,17.134,-47.988
1685392935505,2023-05-29T23:42:15.505,0.880,5.000,15.854,-43.537
1685392935525,2023-05-29T23:42:15.525,0.900,1.707,11.037,-39.146
1685392935545,2023-05-29T23:42:15.545,0.920,-0.854,9.207,-33.902
1685392935565,2023-05-29T23:42:15.565,0.940,-3.720,10.305,-28.354
1685392935585,2023-05-29T23:42:15.585,0.960,-6.402,10.976,-23.049
1685392935605,2023-05-29T23:42:15.605,0.980,-7.866,8.780,-17.866
1685392935625,2023-05-29T23:42:15.625,1.000,-8.659,5.061,-11.707
1685392935645,2023-05-29T23:42:15.645,1.020,-9.573,3.720,-5.732
1685392935665,2023-05-29T23:42:15.665,1.040,-9.695,3.415,-0.488
1685392935685,2023-05-29T23:42:15.685,1.060,-8.659,2.683,4.268
1685392935705,2023-05-29T23:42:15.705,1.080,-7.744,2.195,9.512
1685392935725,2023-05-29T23:42:15.725,1.100,-7.378,-1.646,14.573
1685392935745,2023-05-29T23:42:15.745,1.120,-6.341,-6.768,17.500
1685392935765,2023-05-29T23:42:15.765,1.140,-5.610,-6.646,19.390
1685392935785,2023-05-29T23:42:15.785,1.160,-5.915,-3.902,21.890
1685392935805,2023-05-29T23:42:15.805,1.180,-6.646,-1.768,25.488
1685392935825,2023-05-29T23:42:15.825,1.200,-6.646,-0.671,30.671
1685392935845,2023-05-29T23:42:15.845,1.220,-3.598,1.463,37.561
1685392935865,2023-05-29T23:42:15.865,1.240,0.793,5.732,44.939
1685392935885,2023-05-29T23:42:15.885,1.260,3.537,8.232,50.244
1685392935905,2023-05-29T23:42:15.905,1.280,4.085,6.585,52.500
1685392935925,2023-05-29T23:42:15.925,1.300,5.122,3.171,53.293
1685392935945,2023-05-29T23:42:15.945,1.320,8.354,0.915,53.720
1685392935965,2023-05-29T23:42:15.965,1.340,13.354,0.793,52.927
1685392935985,2023-05-29T23:42:15.985,1.360,16.037,2.561,50.122
1685392936005,2023-05-29T23:42:16.005,1.380,16.159,2.561,44.268
1685392936025,2023-05-29T23:42:16.025,1.400,17.134,-5.122,37.439
1685392936045,2023-05-29T23:42:16.045,1.420,21.646,-10.671,30.976
1685392936065,2023-05-29T23:42:16.065,1.440,26.829,-10.183,24.085
1685392936085,2023-05-29T23:42:16.085,1.460,30.732,-10.183,17.683
1685392936105,2023-05-29T23:42:16.105,1.480,33.902,-8.293,11.707
1685392936125,2023-05-29T23:42:16.125,1.500,37.256,-6.037,5.610
1685392936145,2023-05-29T23:42:16.145,1.520,40.793,-6.402,-1.890
1685392936165,2023-05-29T23:42:16.165,1.540,44.024,-6.463,-10.671
1685392936185,2023-05-29T23:42:16.185,1.560,47.683,-4.756,-19.451
1685392936205,2023-05-29T23:42:16.205,1.580,49.146,-0.305,-29.390
1685392936225,2023-05-29T23:42:16.225,1.600,49.756,4.085,-41.341
1685392936245,2023-05-29T23:42:16.245,1.620,49.939,2.439,-53.841
1685392936265,2023-05-29T23:42:16.265,1.640,48.293,-4.878,-65.732
1685392936285,2023-05-29T23:42:16.285,1.660,43.293,-10.244,-74.695
1685392936305,2023-05-29T23:42:16.305,1.680,34.756,-9.146,-78.354
1685392936325,2023-05-29T23:42:16.325,1.700,24.146,-2.500,-76.768
1685392936345,2023-05-29T23:42:16.345,1.720,13.720,4.207,-71.159
1685392936365,2023-05-29T23:42:16.365,1.740,4.878,5.732,-63.110
1685392936385,2023-05-29T23:42:16.385,1.760,-2.195,5.305,-53.902
1685392936405,2023-05-29T23:42:16.405,1.780,-7.073,5.244,-42.866
1685392936425,2023-05-29T23:42:16.425,1.800,-10.000,7.805,-31.037
1685392936445,2023-05-29T23:42:16.445,1.820,-11.524,11.463,-21.646
1685392936465,2023-05-29T23:42:16.465,1.840,-12.622,8.415,-15.305
1685392936485,2023-05-29T23:42:16.485,1.860,-12.622,3.293,-11.768
1685392936505,2023-05-29T23:42:16.505,1.880,-11.524,2.378,-9.390
1685392936525,2023-05-29T23:42:16.525,1.900,-9.573,0.488,-5.854
1685392936545,2023-05-29T23:42:16.545,1.920,-8.110,-2.500,-2.317
1685392936565,2023-05-29T23:42:16.565,1.940,-7.134,-4.329,0.183
1685392936585,2023-05-29T23:42:16.585,1.960,-5.061,-7.683,2.439
1685392936605,2023-05-29T23:42:16.605,1.980,-3.171,-8.841,3.415
1685392936625,2023-05-29T23:42:16.625,2.000,-2.134,-7.988,3.902
1685392936645,2023-05-29T23:42:16.645,2.020,-2.195,-10.732,5.244
1685392936665,2023-05-29T23:42:16.665,2.040,-2.439,-13.963,6.098
1685392936685,2023-05-29T23:42:16.685,2.060,-3.354,-12.500,3.902
1685392936705,2023-05-29T23:42:16.705,2.080,-2.988,-7.866,2.744
1685392936725,2023-05-29T23:42:16.725,2.100,-1.890,-7.317,3.293
