epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685393691803,2023-05-29T23:54:51.803,0.000,-21.951,7.988,-14.512
1685393691823,2023-05-29T23:54:51.823,0.020,-21.768,7.866,-14.573
1685393691843,2023-05-29T23:54:51.843,0.040,-22.805,6.585,-13.780
1685393691863,2023-05-29T23:54:51.863,0.060,-22.866,5.366,-13.659
1685393691883,2023-05-29T23:54:51.883,0.080,-20.671,6.829,-13.354
1685393691903,2023-05-29T23:54:51.903,0.100,-17.134,7.134,-12.927
1685393691923,2023-05-29T23:54:51.923,0.120,-14.329,7.378,-13.841
1685393691943,2023-05-29T23:54:51.943,0.140,-13.293,5.671,-13.963
1685393691963,2023-05-29T23:54:51.963,0.160,-12.805,1.585,-12.500
1685393691983,2023-05-29T23:54:51.983,0.180,-11.159,-1.098,-11.585
1685393692003,2023-05-29T23:54:52.003,0.200,-8.841,-1.280,-11.463
1685393692023,2023-05-29T23:54:52.023,0.220,-5.122,0.732,-9.085
1685393692043,2023-05-29T23:54:52.043,0.240,-1.280,0.671,-3.780
1685393692063,2023-05-29T23:54:52.063,0.260,0.305,-0.244,0.915
1685393692083,2023-05-29T23:54:52.083,0.280,1.646,-0.549,5.915
1685393692103,2023-05-29T23:54:52.103,0.300,4.207,-0.244,11.402
1685393692123,2023-05-29T23:54:52.123,0.320,5.549,0.732,14.512
1685393692143,2023-05-29T23:54:52.143,0.340,5.976,2.866,16.220
1685393692163,2023-05-29T23:54:52.163,0.360,6.159,4.146,17.927
1685393692183,2023-05-29T23:54:52.183,0.380,6.220,0.000,19.756
1685393692203,2023-05-29T23:54:52.203,0.400,7.012,-3.476,22.012
1685393692223,2023-05-29T23:54:52.223,0.420,8.659,-2.012,23.963
1685393692243,2023-05-29T23:54:52.243,0.440,11.037,-1.524,25.549
1685393692263,2023-05-29T23:54:52.263,0.460,14.573,-3.476,27.317
1685393692283,2023-05-29T23:54:52.283,0.480,19.268,-4.756,29.268
1685393692303,2023-05-29T23:54:52.303,0.500,23.415,-3.415,29.634
1685393692323,2023-05-29T23:54:52.323,0.520,25.854,-2.073,29.573
1685393692343,2023-05-29T23:54:52.343,0.540,28.720,-2.561,31.159
1685393692363,2023-05-29T23:54:52.363,0.560,32.622,0.915,32.073
1685393692383,2023-05-29T23:54:52.383,0.580,35.122,7.439,29.817
1685393692403,2023-05-29T23:54:52.403,0.600,35.183,9.634,24.817
1685393692423,2023-05-29T23:54:52.423,0.620,33.780,4.695,19.634
1685393692443,2023-05-29T23:54:52.443,0.640,32.561,-1.829,14.207
1685393692463,2023-05-29T23:54:52.463,0.660,31.341,-2.927,8.049
1685393692483,2023-05-29T23:54:52.483,0.680,30.915,-2.439,2.500
1685393692503,2023-05-29T23:54:52.503,0.700,31.159,-3.110,-1.037
1685393692523,2023-05-29T23:54:52.523,0.720,31.280,-18.476,-2.622
1685393692543,2023-05-29T23:54:52.543,0.740,30.488,-45.305,-7.500
1685393692563,2023-05-29T23:54:52.563,0.760,29.390,-48.902,-17.256
1685393692583,2023-05-29T23:54:52.583,0.780,27.500,-23.598,-23.902
1685393692603,2023-05-29T23:54:52.603,0.800,23.598,-4.146,-24.878
1685393692623,2023-05-29T23:54:52.623,0.820,19.146,-1.280,-27.683
1685393692643,2023-05-29T23:54:52.643,0.840,15.366,-0.793,-33.659
1685393692663,2023-05-29T23:54:52.663,0.860,13.476,1.951,-39.634
1685393692683,2023-05-29T23:54:52.683,0.880,10.488,1.524,-42.805
1685393692703,2023-05-29T23:54:52.703,0.900,6.707,-1.037,-43.171
1685393692723,2023-05-29T23:54:52.723,0.920,4.329,1.646,-42.683
1685393692743,2023-05-29T23:54:52.743,0.940,2.866,5.671,-42.073
1685393692763,2023-05-29T23:54:52.763,0.960,1.463,8.171,-41.463
1685393692783,2023-05-29T23:54:52.783,0.980,0.854,7.805,-39.146
1685393692803,2023-05-29T23:54:52.803,1.000,0.183,6.280,-35.610
1685393692823,2023-05-29T23:54:52.823,1.020,-1.280,1.646,-31.585
