epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685473084703,2023-05-30T21:58:04.703,0.000,-0.047,-0.738,0.730
1685473084723,2023-05-30T21:58:04.723,0.020,-0.058,-0.748,0.742
1685473084743,2023-05-30T21:58:04.743,0.040,-0.081,-0.744,0.723
1685473084763,2023-05-30T21:58:04.763,0.060,-0.097,-0.729,0.685
1685473084783,2023-05-30T21:58:04.783,0.080,-0.105,-0.718,0.650
1685473084803,2023-05-30T21:58:04.803,0.100,-0.116,-0.709,0.621
1685473084823,2023-05-30T21:58:04.823,0.120,-0.118,-0.695,0.579
1685473084843,2023-05-30T21:58:04.843,0.140,-0.115,-0.684,0.538
1685473084863,2023-05-30T21:58:04.863,0.160,-0.125,-0.670,0.505
1685473084883,2023-05-30T21:58:04.883,0.180,-0.141,-0.663,0.489
1685473084903,2023-05-30T21:58:04.903,0.200,-0.163,-0.666,0.474
1685473084923,2023-05-30T21:58:04.923,0.220,-0.190,-0.659,0.480
1685473084943,2023-05-30T21:58:04.943,0.240,-0.192,-0.661,0.495
1685473084963,2023-05-30T21:58:04.963,0.260,-0.216,-0.648,0.509
1685473084983,2023-05-30T21:58:04.983,0.280,-0.224,-0.646,0.529
1685473085003,2023-05-30T21:58:05.003,0.300,-0.182,-0.653,0.542
1685473085023,2023-05-30T21:58:05.023,0.320,-0.168,-0.674,0.543
1685473085043,2023-05-30T21:58:05.043,0.340,-0.180,-0.676,0.567
1685473085063,2023-05-30T21:58:05.063,0.360,-0.167,-0.669,0.595
1685473085083,2023-05-30T21:58:05.083,0.380,-0.125,-0.650,0.619
1685473085103,2023-05-30T21:58:05.103,0.400,-0.095,-0.627,0.652
1685473085123,2023-05-30T21:58:05.123,0.420,-0.087,-0.617,0.695
1685473085143,2023-05-30T21:58:05.143,0.440,-0.091,-0.614,0.740
1685473085163,2023-05-30T21:58:05.163,0.460,-0.066,-0.611,0.771
1685473085183,2023-05-30T21:58:05.183,0.480,-0.065,-0.611,0.792
1685473085203,2023-05-30T21:58:05.203,0.500,-0.070,-0.625,0.798
1685473085223,2023-05-30T21:58:05.223,0.520,-0.056,-0.638,0.810
1685473085243,2023-05-30T21:58:05.243,0.540,-0.061,-0.643,0.828
1685473085263,2023-05-30T21:58:05.263,0.560,-0.059,-0.654,0.861
1685473085283,2023-05-30T21:58:05.283,0.580,-0.075,-0.667,0.897
1685473085303,2023-05-30T21:58:05.303,0.600,-0.082,-0.668,0.918
1685473085323,2023-05-30T21:58:05.323,0.620,-0.084,-0.666,0.938
1685473085343,2023-05-30T21:58:05.343,0.640,-0.078,-0.670,0.965
1685473085363,2023-05-30T21:58:05.363,0.660,-0.076,-0.667,0.965
1685473085383,2023-05-30T21:58:05.383,0.680,-0.069,-0.665,0.970
1685473085403,2023-05-30T21:58:05.403,0.700,-0.073,-0.668,0.973
1685473085423,2023-05-30T21:58:05.423,0.720,-0.094,-0.656,0.959
1685473085443,2023-05-30T21:58:05.443,0.740,-0.099,-0.654,0.950
1685473085463,2023-05-30T21:58:05.463,0.760,-0.101,-0.673,0.942
1685473085483,2023-05-30T21:58:05.483,0.780,-0.093,-0.701,0.951
1685473085503,2023-05-30T21:58:05.503,0.800,-0.105,-0.706,0.961
1685473085523,2023-05-30T21:58:05.523,0.820,-0.129,-0.697,0.979
1685473085543,2023-05-30T21:58:05.543,0.840,-0.133,-0.696,0.978
1685473085563,2023-05-30T21:58:05.563,0.860,-0.126,-0.686,0.963
1685473085583,2023-05-30T21:58:05.583,0.880,-0.126,-0.684,0.942
1685473085603,2023-05-30T21:58:05.603,0.900,-0.132,-0.671,0.917
1685473085623,2023-05-30T21:58:05.623,0.920,-0.146,-0.660,0.883
1685473085643,2023-05-30T21:58:05.643,0.940,-0.164,-0.652,0.847
1685473085663,2023-05-30T21:58:05.663,0.960,-0.162,-0.647,0.813
1685473085683,2023-05-30T21:58:05.683,0.980,-0.194,-0.643,0.782
1685473085703,2023-05-30T21:58:05.703,1.000,-0.212,-0.640,0.752
1685473085723,2023-05-30T21:58:05.723,1.020,-0.229,-0.626,0.710
1685473085743,2023-05-30T21:58:05.743,1.040,-0.235,-0.628,0.685
1685473085763,2023-05-30T21:58:05.763,1.060,-0.241,-0.643,0.663
1685473085783,2023-05-30T21:58:05.783,1.080,-0.253,-0.629,0.614
1685473085803,2023-05-30T21:58:05.803,1.100,-0.242,-0.621,0.576
1685473085823,2023-05-30T21:58:05.823,1.120,-0.234,-0.614,0.544
1685473085843,2023-05-30T21:58:05.843,1.140,-0.229,-0.604,0.513
1685473085863,2023-05-30T21:58:05.863,1.160,-0.242,-0.605,0.485
1685473085883,2023-05-30T21:58:05.883,1.180,-0.239,-0.609,0.458
1685473085903,2023-05-30T21:58:05.903,1.200,-0.225,-0.623,0.432
1685473085923,2023-05-30T21:58:05.923,1.220,-0.226,-0.634,0.407
1685473085943,2023-05-30T21:58:05.943,1.240,-0.223,-0.646,0.389
1685473085963,2023-05-30T21:58:05.963,1.260,-0.224,-0.664,0.396
1685473085983,2023-05-30T21:58:05.983,1.280,-0.225,-0.678,0.390
1685473086003,2023-05-30T21:58:06.003,1.300,-0.201,-0.681,0.383
1685473086023,2023-05-30T21:58:06.023,1.320,-0.169,-0.690,0.392
1685473086043,2023-05-30T21:58:06.043,1.340,-0.141,-0.712,0.400
1685473086063,2023-05-30T21:58:06.063,1.360,-0.128,-0.724,0.395
1685473086083,2023-05-30T21:58:06.083,1.380,-0.105,-0.717,0.385
1685473086103,2023-05-30T21:58:06.103,1.400,-0.098,-0.714,0.379
1685473086123,2023-05-30T21:58:06.123,1.420,-0.095,-0.702,0.392
1685473086143,2023-05-30T21:58:06.143,1.440,-0.086,-0.698,0.415
1685473086163,2023-05-30T21:58:06.163,1.460,-0.093,-0.708,0.438
1685473086183,2023-05-30T21:58:06.183,1.480,-0.106,-0.710,0.453
1685473086203,2023-05-30T21:58:06.203,1.500,-0.078,-0.702,0.465
1685473086223,2023-05-30T21:58:06.223,1.520,-0.027,-0.686,0.470
1685473086243,2023-05-30T21:58:06.243,1.540,0.007,-0.680,0.476
1685473086263,2023-05-30T21:58:06.263,1.560,0.029,-0.708,0.527
1685473086283,2023-05-30T21:58:06.283,1.580,0.058,-0.730,0.583
1685473086303,2023-05-30T21:58:06.303,1.600,0.000,-0.686,0.596
1685473086323,2023-05-30T21:58:06.323,1.620,-0.075,-0.643,0.627
1685473086343,2023-05-30T21:58:06.343,1.640,-0.091,-0.651,0.721
1685473086363,2023-05-30T21:58:06.363,1.660,-0.105,-0.671,0.822
1685473086383,2023-05-30T21:58:06.383,1.680,-0.125,-0.666,0.888
1685473086403,2023-05-30T21:58:06.403,1.700,-0.159,-0.674,0.925
1685473086423,2023-05-30T21:58:06.423,1.720,-0.162,-0.685,0.960
1685473086443,2023-05-30T21:58:06.443,1.740,-0.144,-0.702,0.992
1685473086463,2023-05-30T21:58:06.463,1.760,-0.116,-0.715,1.025
1685473086483,2023-05-30T21:58:06.483,1.780,-0.113,-0.704,1.039
1685473086503,2023-05-30T21:58:06.503,1.800,-0.112,-0.688,1.038
1685473086523,2023-05-30T21:58:06.523,1.820,-0.078,-0.672,1.029
1685473086543,2023-05-30T21:58:06.543,1.840,-0.050,-0.644,0.993
1685473086563,2023-05-30T21:58:06.563,1.860,-0.037,-0.614,0.952
1685473086583,2023-05-30T21:58:06.583,1.880,-0.026,-0.600,0.920
1685473086603,2023-05-30T21:58:06.603,1.900,-0.015,-0.588,0.887
1685473086623,2023-05-30T21:58:06.623,1.920,-0.012,-0.592,0.869
1685473086643,2023-05-30T21:58:06.643,1.940,-0.028,-0.587,0.860
1685473086663,2023-05-30T21:58:06.663,1.960,-0.025,-0.578,0.852
1685473086683,2023-05-30T21:58:06.683,1.980,-0.023,-0.562,0.842
1685473086703,2023-05-30T21:58:06.703,2.000,-0.050,-0.554,0.845
1685473086723,2023-05-30T21:58:06.723,2.020,-0.043,-0.562,0.850
1685473086743,2023-05-30T21:58:06.743,2.040,-0.013,-0.561,0.841
1685473086763,2023-05-30T21:58:06.763,2.060,-0.029,-0.555,0.822
1685473086783,2023-05-30T21:58:06.783,2.080,-0.012,-0.543,0.818
1685473086803,2023-05-30T21:58:06.803,2.100,-0.001,-0.539,0.811
1685473086823,2023-05-30T21:58:06.823,2.120,-0.010,-0.534,0.813
1685473086843,2023-05-30T21:58:06.843,2.140,-0.004,-0.531,0.812
