epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685473202625,2023-05-30T22:00:02.625,0.000,0.012,-0.779,0.644
1685473202645,2023-05-30T22:00:02.645,0.020,0.005,-0.782,0.650
1685473202665,2023-05-30T22:00:02.665,0.040,-0.003,-0.762,0.650
1685473202685,2023-05-30T22:00:02.685,0.060,0.006,-0.756,0.659
1685473202705,2023-05-30T22:00:02.705,0.080,0.007,-0.748,0.651
1685473202725,2023-05-30T22:00:02.725,0.100,-0.011,-0.735,0.645
1685473202745,2023-05-30T22:00:02.745,0.120,-0.020,-0.736,0.642
1685473202765,2023-05-30T22:00:02.765,0.140,-0.024,-0.730,0.642
1685473202785,2023-05-30T22:00:02.785,0.160,-0.032,-0.713,0.628
1685473202805,2023-05-30T22:00:02.805,0.180,-0.038,-0.707,0.620
1685473202825,2023-05-30T22:00:02.825,0.200,-0.049,-0.712,0.613
1685473202845,2023-05-30T22:00:02.845,0.220,-0.055,-0.716,0.605
1685473202865,2023-05-30T22:00:02.865,0.240,-0.057,-0.712,0.589
1685473202885,2023-05-30T22:00:02.885,0.260,-0.045,-0.699,0.575
1685473202905,2023-05-30T22:00:02.905,0.280,-0.065,-0.693,0.562
1685473202925,2023-05-30T22:00:02.925,0.300,-0.103,-0.692,0.557
1685473202945,2023-05-30T22:00:02.945,0.320,-0.113,-0.691,0.561
1685473202965,2023-05-30T22:00:02.965,0.340,-0.119,-0.678,0.563
1685473202985,2023-05-30T22:00:02.985,0.360,-0.119,-0.681,0.557
1685473203005,2023-05-30T22:00:03.005,0.380,-0.120,-0.710,0.563
1685473203025,2023-05-30T22:00:03.025,0.400,-0.137,-0.728,0.580
1685473203045,2023-05-30T22:00:03.045,0.420,-0.141,-0.725,0.580
1685473203065,2023-05-30T22:00:03.065,0.440,-0.139,-0.719,0.584
1685473203085,2023-05-30T22:00:03.085,0.460,-0.125,-0.715,0.600
1685473203105,2023-05-30T22:00:03.105,0.480,-0.128,-0.707,0.605
1685473203125,2023-05-30T22:00:03.125,0.500,-0.128,-0.699,0.603
1685473203145,2023-05-30T22:00:03.145,0.520,-0.102,-0.701,0.610
1685473203165,2023-05-30T22:00:03.165,0.540,-0.077,-0.705,0.611
1685473203185,2023-05-30T22:00:03.185,0.560,-0.055,-0.707,0.625
1685473203205,2023-05-30T22:00:03.205,0.580,-0.062,-0.705,0.638
1685473203225,2023-05-30T22:00:03.225,0.600,-0.075,-0.711,0.655
1685473203245,2023-05-30T22:00:03.245,0.620,-0.070,-0.718,0.679
1685473203265,2023-05-30T22:00:03.265,0.640,-0.062,-0.704,0.689
1685473203285,2023-05-30T22:00:03.285,0.660,-0.051,-0.693,0.691
1685473203305,2023-05-30T22:00:03.305,0.680,-0.031,-0.697,0.704
