epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685390333085,2023-05-29T22:58:53.085,0.000,-0.146,-0.793,0.568
1685390333105,2023-05-29T22:58:53.105,0.020,-0.168,-0.789,0.565
1685390333125,2023-05-29T22:58:53.125,0.040,-0.167,-0.781,0.560
1685390333145,2023-05-29T22:58:53.145,0.060,-0.166,-0.775,0.546
1685390333165,2023-05-29T22:58:53.165,0.080,-0.181,-0.769,0.533
1685390333185,2023-05-29T22:58:53.185,0.100,-0.211,-0.762,0.523
1685390333205,2023-05-29T22:58:53.205,0.120,-0.229,-0.755,0.517
1685390333225,2023-05-29T22:58:53.225,0.140,-0.249,-0.750,0.512
1685390333245,2023-05-29T22:58:53.245,0.160,-0.240,-0.738,0.508
1685390333265,2023-05-29T22:58:53.265,0.180,-0.224,-0.726,0.505
1685390333285,2023-05-29T22:58:53.285,0.200,-0.252,-0.712,0.503
1685390333305,2023-05-29T22:58:53.305,0.220,-0.304,-0.708,0.501
1685390333325,2023-05-29T22:58:53.325,0.240,-0.346,-0.705,0.504
1685390333345,2023-05-29T22:58:53.345,0.260,-0.369,-0.697,0.495
1685390333365,2023-05-29T22:58:53.365,0.280,-0.396,-0.692,0.474
1685390333385,2023-05-29T22:58:53.385,0.300,-0.418,-0.692,0.472
1685390333405,2023-05-29T22:58:53.405,0.320,-0.435,-0.690,0.482
1685390333425,2023-05-29T22:58:53.425,0.340,-0.457,-0.687,0.484
1685390333445,2023-05-29T22:58:53.445,0.360,-0.480,-0.690,0.485
1685390333465,2023-05-29T22:58:53.465,0.380,-0.471,-0.682,0.489
1685390333485,2023-05-29T22:58:53.485,0.400,-0.468,-0.666,0.494
1685390333505,2023-05-29T22:58:53.505,0.420,-0.480,-0.667,0.505
1685390333525,2023-05-29T22:58:53.525,0.440,-0.484,-0.674,0.517
1685390333545,2023-05-29T22:58:53.545,0.460,-0.491,-0.669,0.523
1685390333565,2023-05-29T22:58:53.565,0.480,-0.501,-0.655,0.528
1685390333585,2023-05-29T22:58:53.585,0.500,-0.507,-0.666,0.524
1685390333605,2023-05-29T22:58:53.605,0.520,-0.502,-0.683,0.535
1685390333625,2023-05-29T22:58:53.625,0.540,-0.479,-0.691,0.563
1685390333645,2023-05-29T22:58:53.645,0.560,-0.457,-0.682,0.590
1685390333665,2023-05-29T22:58:53.665,0.580,-0.459,-0.658,0.610
1685390333685,2023-05-29T22:58:53.685,0.600,-0.452,-0.644,0.622
1685390333705,2023-05-29T22:58:53.705,0.620,-0.432,-0.656,0.643
1685390333725,2023-05-29T22:58:53.725,0.640,-0.422,-0.663,0.658
1685390333745,2023-05-29T22:58:53.745,0.660,-0.439,-0.666,0.657
1685390333765,2023-05-29T22:58:53.765,0.680,-0.448,-0.661,0.646
1685390333785,2023-05-29T22:58:53.785,0.700,-0.449,-0.670,0.641
1685390333805,2023-05-29T22:58:53.805,0.720,-0.426,-0.704,0.643
1685390333825,2023-05-29T22:58:53.825,0.740,-0.426,-0.729,0.658
1685390333845,2023-05-29T22:58:53.845,0.760,-0.436,-0.748,0.684
1685390333865,2023-05-29T22:58:53.865,0.780,-0.426,-0.769,0.709
1685390333885,2023-05-29T22:58:53.885,0.800,-0.401,-0.797,0.728
1685390333905,2023-05-29T22:58:53.905,0.820,-0.370,-0.814,0.725
1685390333925,2023-05-29T22:58:53.925,0.840,-0.343,-0.822,0.727
1685390333945,2023-05-29T22:58:53.945,0.860,-0.309,-0.821,0.732
1685390333965,2023-05-29T22:58:53.965,0.880,-0.263,-0.814,0.722
1685390333985,2023-05-29T22:58:53.985,0.900,-0.246,-0.804,0.708
1685390334005,2023-05-29T22:58:54.005,0.920,-0.238,-0.792,0.690
1685390334025,2023-05-29T22:58:54.025,0.940,-0.227,-0.787,0.647
1685390334045,2023-05-29T22:58:54.045,0.960,-0.224,-0.785,0.611
1685390334065,2023-05-29T22:58:54.065,0.980,-0.219,-0.778,0.588
1685390334085,2023-05-29T22:58:54.085,1.000,-0.247,-0.769,0.580
1685390334105,2023-05-29T22:58:54.105,1.020,-0.273,-0.765,0.572
1685390334125,2023-05-29T22:58:54.125,1.040,-0.278,-0.762,0.569
1685390334145,2023-05-29T22:58:54.145,1.060,-0.285,-0.761,0.554
1685390334165,2023-05-29T22:58:54.165,1.080,-0.276,-0.759,0.549
1685390334185,2023-05-29T22:58:54.185,1.100,-0.273,-0.758,0.548
1685390334205,2023-05-29T22:58:54.205,1.120,-0.297,-0.758,0.536
1685390334225,2023-05-29T22:58:54.225,1.140,-0.329,-0.743,0.532
1685390334245,2023-05-29T22:58:54.245,1.160,-0.336,-0.741,0.534
1685390334265,2023-05-29T22:58:54.265,1.180,-0.364,-0.739,0.526
1685390334285,2023-05-29T22:58:54.285,1.200,-0.407,-0.726,0.517
1685390334305,2023-05-29T22:58:54.305,1.220,-0.449,-0.722,0.509
1685390334325,2023-05-29T22:58:54.325,1.240,-0.478,-0.718,0.505
1685390334345,2023-05-29T22:58:54.345,1.260,-0.499,-0.699,0.500
1685390334365,2023-05-29T22:58:54.365,1.280,-0.545,-0.694,0.506
1685390334385,2023-05-29T22:58:54.385,1.300,-0.565,-0.687,0.517
1685390334405,2023-05-29T22:58:54.405,1.320,-0.560,-0.671,0.511
1685390334425,2023-05-29T22:58:54.425,1.340,-0.551,-0.659,0.499
1685390334445,2023-05-29T22:58:54.445,1.360,-0.559,-0.656,0.489
1685390334465,2023-05-29T22:58:54.465,1.380,-0.560,-0.652,0.465
1685390334485,2023-05-29T22:58:54.485,1.400,-0.558,-0.654,0.431
1685390334505,2023-05-29T22:58:54.505,1.420,-0.547,-0.653,0.398
1685390334525,2023-05-29T22:58:54.525,1.440,-0.537,-0.650,0.378
1685390334545,2023-05-29T22:58:54.545,1.460,-0.535,-0.658,0.355
1685390334565,2023-05-29T22:58:54.565,1.480,-0.531,-0.665,0.339
1685390334585,2023-05-29T22:58:54.585,1.500,-0.520,-0.667,0.326
