epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685376909257,2023-05-29T19:15:09.257,0.000,-0.021,-0.897,0.388
1685376909277,2023-05-29T19:15:09.277,0.020,-0.026,-0.892,0.393
1685376909297,2023-05-29T19:15:09.297,0.040,-0.033,-0.883,0.388
1685376909317,2023-05-29T19:15:09.317,0.060,-0.052,-0.877,0.382
1685376909337,2023-05-29T19:15:09.337,0.080,-0.066,-0.864,0.386
1685376909357,2023-05-29T19:15:09.357,0.100,-0.083,-0.842,0.395
1685376909377,2023-05-29T19:15:09.377,0.120,-0.094,-0.824,0.397
1685376909397,2023-05-29T19:15:09.397,0.140,-0.102,-0.812,0.401
1685376909417,2023-05-29T19:15:09.417,0.160,-0.114,-0.788,0.406
1685376909437,2023-05-29T19:15:09.437,0.180,-0.113,-0.759,0.404
1685376909457,2023-05-29T19:15:09.457,0.200,-0.114,-0.737,0.400
1685376909477,2023-05-29T19:15:09.477,0.220,-0.129,-0.723,0.410
1685376909497,2023-05-29T19:15:09.497,0.240,-0.140,-0.719,0.436
1685376909517,2023-05-29T19:15:09.517,0.260,-0.176,-0.709,0.460
1685376909537,2023-05-29T19:15:09.537,0.280,-0.223,-0.694,0.487
1685376909557,2023-05-29T19:15:09.557,0.300,-0.275,-0.673,0.531
1685376909577,2023-05-29T19:15:09.577,0.320,-0.268,-0.680,0.522
1685376909597,2023-05-29T19:15:09.597,0.340,-0.249,-0.765,0.443
1685376909617,2023-05-29T19:15:09.617,0.360,-0.269,-0.812,0.400
1685376909637,2023-05-29T19:15:09.637,0.380,-0.274,-0.805,0.429
1685376909657,2023-05-29T19:15:09.657,0.400,-0.267,-0.791,0.469
1685376909677,2023-05-29T19:15:09.677,0.420,-0.304,-0.836,0.483
1685376909697,2023-05-29T19:15:09.697,0.440,-0.323,-0.903,0.495
1685376909717,2023-05-29T19:15:09.717,0.460,-0.296,-0.922,0.506
1685376909737,2023-05-29T19:15:09.737,0.480,-0.241,-0.938,0.518
1685376909757,2023-05-29T19:15:09.757,0.500,-0.216,-0.987,0.495
1685376909777,2023-05-29T19:15:09.777,0.520,-0.194,-1.041,0.457
1685376909797,2023-05-29T19:15:09.797,0.540,-0.166,-1.080,0.438
1685376909817,2023-05-29T19:15:09.817,0.560,-0.128,-1.117,0.442
1685376909837,2023-05-29T19:15:09.837,0.580,-0.079,-1.148,0.455
1685376909857,2023-05-29T19:15:09.857,0.600,-0.051,-1.152,0.470
1685376909877,2023-05-29T19:15:09.877,0.620,-0.025,-1.135,0.481
1685376909897,2023-05-29T19:15:09.897,0.640,0.015,-1.131,0.450
1685376909917,2023-05-29T19:15:09.917,0.660,0.073,-1.136,0.403
1685376909937,2023-05-29T19:15:09.937,0.680,0.056,-1.105,0.409
1685376909957,2023-05-29T19:15:09.957,0.700,0.045,-1.051,0.435
1685376909977,2023-05-29T19:15:09.977,0.720,0.044,-1.016,0.425
1685376909997,2023-05-29T19:15:09.997,0.740,0.031,-0.986,0.406
1685376910017,2023-05-29T19:15:10.017,0.760,0.020,-0.961,0.379
1685376910037,2023-05-29T19:15:10.037,0.780,-0.020,-0.938,0.353
1685376910057,2023-05-29T19:15:10.057,0.800,-0.056,-0.896,0.358
1685376910077,2023-05-29T19:15:10.077,0.820,-0.069,-0.854,0.389
1685376910097,2023-05-29T19:15:10.097,0.840,-0.118,-0.836,0.393
1685376910117,2023-05-29T19:15:10.117,0.860,-0.155,-0.849,0.375
1685376910137,2023-05-29T19:15:10.137,0.880,-0.181,-0.872,0.356
