epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685383328486,2023-05-29T21:02:08.486,0.000,0.039,-0.736,0.667
1685383328506,2023-05-29T21:02:08.506,0.020,0.034,-0.746,0.666
1685383328526,2023-05-29T21:02:08.526,0.040,0.045,-0.736,0.650
1685383328546,2023-05-29T21:02:08.546,0.060,0.077,-0.733,0.673
1685383328566,2023-05-29T21:02:08.566,0.080,0.072,-0.750,0.688
1685383328586,2023-05-29T21:02:08.586,0.100,0.042,-0.760,0.651
1685383328606,2023-05-29T21:02:08.606,0.120,0.060,-0.776,0.629
1685383328626,2023-05-29T21:02:08.626,0.140,0.065,-0.792,0.631
1685383328646,2023-05-29T21:02:08.646,0.160,0.074,-0.805,0.652
1685383328666,2023-05-29T21:02:08.666,0.180,0.118,-0.808,0.645
1685383328686,2023-05-29T21:02:08.686,0.200,0.109,-0.794,0.628
1685383328706,2023-05-29T21:02:08.706,0.220,0.097,-0.785,0.612
1685383328726,2023-05-29T21:02:08.726,0.240,0.096,-0.779,0.592
1685383328746,2023-05-29T21:02:08.746,0.260,0.094,-0.764,0.583
1685383328766,2023-05-29T21:02:08.766,0.280,0.121,-0.748,0.585
1685383328786,2023-05-29T21:02:08.786,0.300,0.104,-0.725,0.571
1685383328806,2023-05-29T21:02:08.806,0.320,0.101,-0.701,0.550
1685383328826,2023-05-29T21:02:08.826,0.340,0.077,-0.662,0.555
1685383328846,2023-05-29T21:02:08.846,0.360,0.087,-0.605,0.531
1685383328866,2023-05-29T21:02:08.866,0.380,0.080,-0.543,0.546
1685383328886,2023-05-29T21:02:08.886,0.400,0.006,-0.514,0.630
1685383328906,2023-05-29T21:02:08.906,0.420,0.012,-0.497,0.637
1685383328926,2023-05-29T21:02:08.926,0.440,-0.033,-0.468,0.646
1685383328946,2023-05-29T21:02:08.946,0.460,-0.164,-0.457,0.715
1685383328966,2023-05-29T21:02:08.966,0.480,-0.064,-0.458,0.724
1685383328986,2023-05-29T21:02:08.986,0.500,-0.166,-0.408,0.714
1685383329006,2023-05-29T21:02:09.006,0.520,-0.282,-0.388,0.763
1685383329026,2023-05-29T21:02:09.026,0.540,-0.443,-0.394,0.848
1685383329046,2023-05-29T21:02:09.046,0.560,-0.469,-0.382,0.934
1685383329066,2023-05-29T21:02:09.066,0.580,-0.390,-0.441,1.010
1685383329086,2023-05-29T21:02:09.086,0.600,-0.448,-0.463,1.047
1685383329106,2023-05-29T21:02:09.106,0.620,-0.439,-0.514,1.023
1685383329126,2023-05-29T21:02:09.126,0.640,-0.367,-0.631,0.975
1685383329146,2023-05-29T21:02:09.146,0.660,-0.338,-0.699,1.001
1685383329166,2023-05-29T21:02:09.166,0.680,-0.213,-0.737,1.037
1685383329186,2023-05-29T21:02:09.186,0.700,-0.113,-0.802,1.021
1685383329206,2023-05-29T21:02:09.206,0.720,0.011,-0.834,0.994
1685383329226,2023-05-29T21:02:09.226,0.740,0.085,-0.850,0.955
1685383329246,2023-05-29T21:02:09.246,0.760,0.155,-0.893,0.899
1685383329266,2023-05-29T21:02:09.266,0.780,0.210,-0.933,0.865
1685383329286,2023-05-29T21:02:09.286,0.800,0.209,-0.911,0.842
1685383329306,2023-05-29T21:02:09.306,0.820,0.235,-0.904,0.792
1685383329326,2023-05-29T21:02:09.326,0.840,0.160,-0.879,0.750
1685383329346,2023-05-29T21:02:09.346,0.860,0.064,-0.871,0.723
1685383329366,2023-05-29T21:02:09.366,0.880,0.076,-0.916,0.723
1685383329386,2023-05-29T21:02:09.386,0.900,-0.026,-0.917,0.749
1685383329406,2023-05-29T21:02:09.406,0.920,-0.120,-0.910,0.758
1685383329426,2023-05-29T21:02:09.426,0.940,-0.151,-0.950,0.745
1685383329446,2023-05-29T21:02:09.446,0.960,-0.179,-0.960,0.747
1685383329466,2023-05-29T21:02:09.466,0.980,-0.154,-0.922,0.793
1685383329486,2023-05-29T21:02:09.486,1.000,-0.095,-0.872,0.833
1685383329506,2023-05-29T21:02:09.506,1.020,-0.154,-0.814,0.808
1685383329526,2023-05-29T21:02:09.526,1.040,-0.240,-0.727,0.797
1685383329546,2023-05-29T21:02:09.546,1.060,-0.271,-0.645,0.775
1685383329566,2023-05-29T21:02:09.566,1.080,-0.285,-0.569,0.743
1685383329586,2023-05-29T21:02:09.586,1.100,-0.288,-0.476,0.742
1685383329606,2023-05-29T21:02:09.606,1.120,-0.303,-0.394,0.686
1685383329626,2023-05-29T21:02:09.626,1.140,-0.347,-0.320,0.614
1685383329646,2023-05-29T21:02:09.646,1.160,-0.424,-0.290,0.556
1685383329666,2023-05-29T21:02:09.666,1.180,-0.410,-0.233,0.530
1685383329686,2023-05-29T21:02:09.686,1.200,-0.411,-0.206,0.512
1685383329706,2023-05-29T21:02:09.706,1.220,-0.459,-0.190,0.439
1685383329726,2023-05-29T21:02:09.726,1.240,-0.541,-0.200,0.367
1685383329746,2023-05-29T21:02:09.746,1.260,-0.674,-0.220,0.381
1685383329766,2023-05-29T21:02:09.766,1.280,-0.660,-0.269,0.438
1685383329786,2023-05-29T21:02:09.786,1.300,-0.660,-0.284,0.531
1685383329806,2023-05-29T21:02:09.806,1.320,-0.813,-0.296,0.645
1685383329826,2023-05-29T21:02:09.826,1.340,-0.938,-0.326,0.681
1685383329846,2023-05-29T21:02:09.846,1.360,-0.969,-0.342,0.671
1685383329866,2023-05-29T21:02:09.866,1.380,-0.926,-0.358,0.686
1685383329886,2023-05-29T21:02:09.886,1.400,-0.844,-0.381,0.721
1685383329906,2023-05-29T21:02:09.906,1.420,-0.774,-0.428,0.739
1685383329926,2023-05-29T21:02:09.926,1.440,-0.722,-0.475,0.706
1685383329946,2023-05-29T21:02:09.946,1.460,-0.575,-0.549,0.675
1685383329966,2023-05-29T21:02:09.966,1.480,-0.479,-0.578,0.674
1685383329986,2023-05-29T21:02:09.986,1.500,-0.407,-0.604,0.642
1685383330006,2023-05-29T21:02:10.006,1.520,-0.234,-0.636,0.604
1685383330026,2023-05-29T21:02:10.026,1.540,-0.175,-0.709,0.548
1685383330046,2023-05-29T21:02:10.046,1.560,-0.037,-0.803,0.510
1685383330066,2023-05-29T21:02:10.066,1.580,-0.027,-0.827,0.547
1685383330086,2023-05-29T21:02:10.086,1.600,-0.040,-0.818,0.543
1685383330106,2023-05-29T21:02:10.106,1.620,0.055,-0.861,0.492
1685383330126,2023-05-29T21:02:10.126,1.640,0.083,-0.863,0.464
1685383330146,2023-05-29T21:02:10.146,1.660,0.093,-0.829,0.465
1685383330166,2023-05-29T21:02:10.166,1.680,0.084,-0.821,0.460
1685383330186,2023-05-29T21:02:10.186,1.700,0.064,-0.822,0.452
1685383330206,2023-05-29T21:02:10.206,1.720,0.047,-0.828,0.437
1685383330226,2023-05-29T21:02:10.226,1.740,0.023,-0.830,0.425
1685383330246,2023-05-29T21:02:10.246,1.760,-0.076,-0.795,0.464
1685383330266,2023-05-29T21:02:10.266,1.780,-0.109,-0.801,0.482
1685383330286,2023-05-29T21:02:10.286,1.800,-0.144,-0.801,0.485
1685383330306,2023-05-29T21:02:10.306,1.820,-0.205,-0.807,0.498
1685383330326,2023-05-29T21:02:10.326,1.840,-0.225,-0.816,0.531
1685383330346,2023-05-29T21:02:10.346,1.860,-0.267,-0.811,0.551
1685383330366,2023-05-29T21:02:10.366,1.880,-0.260,-0.803,0.553
1685383330386,2023-05-29T21:02:10.386,1.900,-0.286,-0.799,0.577
1685383330406,2023-05-29T21:02:10.406,1.920,-0.265,-0.807,0.582
