epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685390260647,2023-05-29T22:57:40.647,0.000,-0.049,-0.774,0.602
1685390260667,2023-05-29T22:57:40.667,0.020,-0.036,-0.795,0.601
1685390260687,2023-05-29T22:57:40.687,0.040,-0.054,-0.794,0.593
1685390260707,2023-05-29T22:57:40.707,0.060,-0.058,-0.788,0.610
1685390260727,2023-05-29T22:57:40.727,0.080,-0.069,-0.778,0.604
1685390260747,2023-05-29T22:57:40.747,0.100,-0.080,-0.777,0.590
1685390260767,2023-05-29T22:57:40.767,0.120,-0.087,-0.780,0.582
1685390260787,2023-05-29T22:57:40.787,0.140,-0.113,-0.779,0.569
1685390260807,2023-05-29T22:57:40.807,0.160,-0.118,-0.778,0.569
1685390260827,2023-05-29T22:57:40.827,0.180,-0.121,-0.771,0.579
1685390260847,2023-05-29T22:57:40.847,0.200,-0.132,-0.750,0.582
1685390260867,2023-05-29T22:57:40.867,0.220,-0.177,-0.735,0.582
1685390260887,2023-05-29T22:57:40.887,0.240,-0.203,-0.724,0.589
1685390260907,2023-05-29T22:57:40.907,0.260,-0.211,-0.714,0.589
1685390260927,2023-05-29T22:57:40.927,0.280,-0.210,-0.694,0.578
1685390260947,2023-05-29T22:57:40.947,0.300,-0.207,-0.679,0.569
1685390260967,2023-05-29T22:57:40.967,0.320,-0.222,-0.666,0.562
1685390260987,2023-05-29T22:57:40.987,0.340,-0.278,-0.655,0.549
1685390261007,2023-05-29T22:57:41.007,0.360,-0.348,-0.653,0.554
1685390261027,2023-05-29T22:57:41.027,0.380,-0.381,-0.655,0.562
1685390261047,2023-05-29T22:57:41.047,0.400,-0.398,-0.660,0.549
1685390261067,2023-05-29T22:57:41.067,0.420,-0.404,-0.661,0.536
1685390261087,2023-05-29T22:57:41.087,0.440,-0.435,-0.671,0.536
1685390261107,2023-05-29T22:57:41.107,0.460,-0.453,-0.679,0.537
1685390261127,2023-05-29T22:57:41.127,0.480,-0.447,-0.683,0.533
1685390261147,2023-05-29T22:57:41.147,0.500,-0.444,-0.685,0.538
1685390261167,2023-05-29T22:57:41.167,0.520,-0.447,-0.674,0.540
1685390261187,2023-05-29T22:57:41.187,0.540,-0.458,-0.661,0.543
1685390261207,2023-05-29T22:57:41.207,0.560,-0.459,-0.651,0.545
1685390261227,2023-05-29T22:57:41.227,0.580,-0.465,-0.655,0.550
1685390261247,2023-05-29T22:57:41.247,0.600,-0.463,-0.668,0.567
1685390261267,2023-05-29T22:57:41.267,0.620,-0.477,-0.663,0.581
1685390261287,2023-05-29T22:57:41.287,0.640,-0.499,-0.648,0.576
1685390261307,2023-05-29T22:57:41.307,0.660,-0.486,-0.643,0.573
1685390261327,2023-05-29T22:57:41.327,0.680,-0.481,-0.655,0.585
1685390261347,2023-05-29T22:57:41.347,0.700,-0.481,-0.681,0.600
1685390261367,2023-05-29T22:57:41.367,0.720,-0.468,-0.708,0.616
1685390261387,2023-05-29T22:57:41.387,0.740,-0.472,-0.697,0.635
1685390261407,2023-05-29T22:57:41.407,0.760,-0.482,-0.672,0.643
1685390261427,2023-05-29T22:57:41.427,0.780,-0.461,-0.662,0.651
1685390261447,2023-05-29T22:57:41.447,0.800,-0.457,-0.680,0.656
1685390261467,2023-05-29T22:57:41.467,0.820,-0.433,-0.699,0.661
1685390261487,2023-05-29T22:57:41.487,0.840,-0.422,-0.705,0.676
1685390261507,2023-05-29T22:57:41.507,0.860,-0.400,-0.710,0.697
1685390261527,2023-05-29T22:57:41.527,0.880,-0.395,-0.708,0.698
1685390261547,2023-05-29T22:57:41.547,0.900,-0.389,-0.725,0.707
1685390261567,2023-05-29T22:57:41.567,0.920,-0.373,-0.741,0.720
