epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685200077485,2023-05-27T18:07:57.485,0.000,-2.195,-0.366,0.122
1685200077505,2023-05-27T18:07:57.505,0.020,-2.256,-0.427,0.244
1685200077525,2023-05-27T18:07:57.525,0.040,-2.256,-0.183,0.549
1685200077545,2023-05-27T18:07:57.545,0.060,-1.829,0.183,1.280
1685200077565,2023-05-27T18:07:57.565,0.080,-0.183,0.427,2.561
1685200077585,2023-05-27T18:07:57.585,0.100,2.317,2.256,3.902
1685200077605,2023-05-27T18:07:57.605,0.120,4.451,5.671,5.793
1685200077625,2023-05-27T18:07:57.625,0.140,5.549,7.256,7.195
1685200077645,2023-05-27T18:07:57.645,0.160,6.098,7.927,8.232
1685200077665,2023-05-27T18:07:57.665,0.180,6.646,8.476,8.659
1685200077685,2023-05-27T18:07:57.685,0.200,7.134,8.293,8.598
1685200077705,2023-05-27T18:07:57.705,0.220,6.829,8.720,7.378
1685200077725,2023-05-27T18:07:57.725,0.240,6.829,9.878,5.122
1685200077745,2023-05-27T18:07:57.745,0.260,6.890,10.671,2.561
1685200077765,2023-05-27T18:07:57.765,0.280,5.793,12.012,0.366
1685200077785,2023-05-27T18:07:57.785,0.300,2.988,12.134,-1.402
1685200077805,2023-05-27T18:07:57.805,0.320,0.000,10.610,-3.110
1685200077825,2023-05-27T18:07:57.825,0.340,-2.622,10.549,-5.061
1685200077845,2023-05-27T18:07:57.845,0.360,-5.366,10.549,-7.134
1685200077865,2023-05-27T18:07:57.865,0.380,-8.232,6.707,-9.451
1685200077885,2023-05-27T18:07:57.885,0.400,-9.695,4.085,-12.622
1685200077905,2023-05-27T18:07:57.905,0.420,-9.695,6.098,-16.159
1685200077925,2023-05-27T18:07:57.925,0.440,-9.146,7.805,-19.451
1685200077945,2023-05-27T18:07:57.945,0.460,-7.927,7.805,-23.293
1685200077965,2023-05-27T18:07:57.965,0.480,-5.732,8.354,-26.707
1685200077985,2023-05-27T18:07:57.985,0.500,-3.537,7.744,-29.390
1685200078005,2023-05-27T18:07:58.005,0.520,-1.951,5.854,-31.463
1685200078025,2023-05-27T18:07:58.025,0.540,-0.671,4.085,-32.683
1685200078045,2023-05-27T18:07:58.045,0.560,-0.183,1.341,-33.963
1685200078065,2023-05-27T18:07:58.065,0.580,0.366,1.768,-34.634
1685200078085,2023-05-27T18:07:58.085,0.600,1.524,1.402,-35.244
1685200078105,2023-05-27T18:07:58.105,0.620,1.951,-2.622,-35.488
1685200078125,2023-05-27T18:07:58.125,0.640,3.354,-5.610,-35.854
1685200078145,2023-05-27T18:07:58.145,0.660,4.695,-10.427,-35.427
1685200078165,2023-05-27T18:07:58.165,0.680,5.549,-18.537,-34.268
1685200078185,2023-05-27T18:07:58.185,0.700,7.683,-20.732,-32.622
1685200078205,2023-05-27T18:07:58.205,0.720,11.280,-17.134,-30.610
1685200078225,2023-05-27T18:07:58.225,0.740,13.780,-20.244,-28.293
1685200078245,2023-05-27T18:07:58.245,0.760,13.232,-36.524,-26.098
1685200078265,2023-05-27T18:07:58.265,0.780,10.671,-57.317,-23.841
1685200078285,2023-05-27T18:07:58.285,0.800,7.439,-72.622,-20.793
1685200078305,2023-05-27T18:07:58.305,0.820,9.512,-66.463,-15.793
1685200078325,2023-05-27T18:07:58.325,0.840,14.939,-46.524,-10.000
1685200078345,2023-05-27T18:07:58.345,0.860,19.390,-26.524,-3.293
1685200078365,2023-05-27T18:07:58.365,0.880,22.378,-14.024,2.622
1685200078385,2023-05-27T18:07:58.385,0.900,24.451,-7.744,7.744
1685200078405,2023-05-27T18:07:58.405,0.920,25.671,-2.866,11.829
1685200078425,2023-05-27T18:07:58.425,0.940,25.061,-3.476,15.183
1685200078445,2023-05-27T18:07:58.445,0.960,23.659,-4.146,18.232
1685200078465,2023-05-27T18:07:58.465,0.980,22.378,-2.317,20.976
1685200078485,2023-05-27T18:07:58.485,1.000,19.573,-2.561,22.988
1685200078505,2023-05-27T18:07:58.505,1.020,16.098,-1.890,25.122
1685200078525,2023-05-27T18:07:58.525,1.040,12.622,1.524,26.768
1685200078545,2023-05-27T18:07:58.545,1.060,8.171,2.195,28.293
1685200078565,2023-05-27T18:07:58.565,1.080,4.268,3.232,29.512
1685200078585,2023-05-27T18:07:58.585,1.100,1.159,9.146,29.817
