epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685392934725,2023-05-29T23:42:14.725,0.000,-0.040,-0.890,0.445
1685392934745,2023-05-29T23:42:14.745,0.020,-0.002,-0.892,0.452
1685392934765,2023-05-29T23:42:14.765,0.040,0.048,-0.883,0.442
1685392934785,2023-05-29T23:42:14.785,0.060,0.088,-0.881,0.414
1685392934805,2023-05-29T23:42:14.805,0.080,0.115,-0.883,0.399
1685392934825,2023-05-29T23:42:14.825,0.100,0.117,-0.871,0.388
1685392934845,2023-05-29T23:42:14.845,0.120,0.118,-0.857,0.367
1685392934865,2023-05-29T23:42:14.865,0.140,0.107,-0.842,0.345
1685392934885,2023-05-29T23:42:14.885,0.160,0.083,-0.817,0.339
1685392934905,2023-05-29T23:42:14.905,0.180,0.059,-0.794,0.349
1685392934925,2023-05-29T23:42:14.925,0.200,0.004,-0.784,0.368
1685392934945,2023-05-29T23:42:14.945,0.220,-0.062,-0.770,0.371
1685392934965,2023-05-29T23:42:14.965,0.240,-0.099,-0.747,0.369
1685392934985,2023-05-29T23:42:14.985,0.260,-0.140,-0.730,0.368
1685392935005,2023-05-29T23:42:15.005,0.280,-0.193,-0.718,0.379
1685392935025,2023-05-29T23:42:15.025,0.300,-0.208,-0.708,0.401
1685392935045,2023-05-29T23:42:15.045,0.320,-0.209,-0.702,0.411
1685392935065,2023-05-29T23:42:15.065,0.340,-0.237,-0.691,0.410
1685392935085,2023-05-29T23:42:15.085,0.360,-0.280,-0.682,0.448
1685392935105,2023-05-29T23:42:15.105,0.380,-0.326,-0.670,0.490
1685392935125,2023-05-29T23:42:15.125,0.400,-0.366,-0.666,0.499
1685392935145,2023-05-29T23:42:15.145,0.420,-0.387,-0.669,0.523
1685392935165,2023-05-29T23:42:15.165,0.440,-0.406,-0.666,0.561
1685392935185,2023-05-29T23:42:15.185,0.460,-0.445,-0.644,0.573
1685392935205,2023-05-29T23:42:15.205,0.480,-0.487,-0.651,0.577
1685392935225,2023-05-29T23:42:15.225,0.500,-0.495,-0.682,0.597
1685392935245,2023-05-29T23:42:15.245,0.520,-0.507,-0.708,0.631
1685392935265,2023-05-29T23:42:15.265,0.540,-0.521,-0.696,0.647
1685392935285,2023-05-29T23:42:15.285,0.560,-0.518,-0.673,0.647
1685392935305,2023-05-29T23:42:15.305,0.580,-0.500,-0.688,0.653
