epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685393184373,2023-05-29T23:46:24.373,0.000,-0.137,-0.787,0.576
1685393184393,2023-05-29T23:46:24.393,0.020,-0.141,-0.808,0.578
1685393184413,2023-05-29T23:46:24.413,0.040,-0.172,-0.822,0.537
1685393184433,2023-05-29T23:46:24.433,0.060,-0.198,-0.824,0.521
1685393184453,2023-05-29T23:46:24.453,0.080,-0.190,-0.829,0.516
1685393184473,2023-05-29T23:46:24.473,0.100,-0.183,-0.852,0.497
1685393184493,2023-05-29T23:46:24.493,0.120,-0.179,-0.876,0.484
1685393184513,2023-05-29T23:46:24.513,0.140,-0.181,-0.890,0.469
1685393184533,2023-05-29T23:46:24.533,0.160,-0.147,-0.900,0.485
1685393184553,2023-05-29T23:46:24.553,0.180,-0.112,-0.901,0.492
1685393184573,2023-05-29T23:46:24.573,0.200,-0.083,-0.883,0.501
1685393184593,2023-05-29T23:46:24.593,0.220,-0.074,-0.861,0.501
1685393184613,2023-05-29T23:46:24.613,0.240,-0.089,-0.844,0.497
1685393184633,2023-05-29T23:46:24.633,0.260,-0.085,-0.821,0.485
1685393184653,2023-05-29T23:46:24.653,0.280,-0.084,-0.798,0.468
1685393184673,2023-05-29T23:46:24.673,0.300,-0.114,-0.775,0.451
1685393184693,2023-05-29T23:46:24.693,0.320,-0.152,-0.754,0.440
1685393184713,2023-05-29T23:46:24.713,0.340,-0.176,-0.736,0.428
1685393184733,2023-05-29T23:46:24.733,0.360,-0.203,-0.715,0.424
1685393184753,2023-05-29T23:46:24.753,0.380,-0.223,-0.704,0.437
1685393184773,2023-05-29T23:46:24.773,0.400,-0.236,-0.693,0.457
1685393184793,2023-05-29T23:46:24.793,0.420,-0.255,-0.683,0.478
1685393184813,2023-05-29T23:46:24.813,0.440,-0.292,-0.679,0.493
1685393184833,2023-05-29T23:46:24.833,0.460,-0.319,-0.678,0.517
1685393184853,2023-05-29T23:46:24.853,0.480,-0.346,-0.667,0.539
1685393184873,2023-05-29T23:46:24.873,0.500,-0.368,-0.656,0.561
1685393184893,2023-05-29T23:46:24.893,0.520,-0.380,-0.654,0.583
1685393184913,2023-05-29T23:46:24.913,0.540,-0.393,-0.648,0.602
1685393184933,2023-05-29T23:46:24.933,0.560,-0.405,-0.638,0.616
1685393184953,2023-05-29T23:46:24.953,0.580,-0.420,-0.631,0.628
1685393184973,2023-05-29T23:46:24.973,0.600,-0.419,-0.627,0.635
1685393184993,2023-05-29T23:46:24.993,0.620,-0.420,-0.623,0.645
1685393185013,2023-05-29T23:46:25.013,0.640,-0.433,-0.625,0.671
1685393185033,2023-05-29T23:46:25.033,0.660,-0.443,-0.625,0.692
1685393185053,2023-05-29T23:46:25.053,0.680,-0.441,-0.634,0.708
1685393185073,2023-05-29T23:46:25.073,0.700,-0.436,-0.644,0.731
1685393185093,2023-05-29T23:46:25.093,0.720,-0.429,-0.641,0.744
1685393185113,2023-05-29T23:46:25.113,0.740,-0.398,-0.642,0.756
1685393185133,2023-05-29T23:46:25.133,0.760,-0.374,-0.656,0.771
1685393185153,2023-05-29T23:46:25.153,0.780,-0.353,-0.661,0.777
1685393185173,2023-05-29T23:46:25.173,0.800,-0.333,-0.655,0.775
1685393185193,2023-05-29T23:46:25.193,0.820,-0.319,-0.668,0.785
1685393185213,2023-05-29T23:46:25.213,0.840,-0.298,-0.684,0.786
1685393185233,2023-05-29T23:46:25.233,0.860,-0.271,-0.682,0.785
1685393185253,2023-05-29T23:46:25.253,0.880,-0.268,-0.685,0.792
1685393185273,2023-05-29T23:46:25.273,0.900,-0.257,-0.691,0.787
1685393185293,2023-05-29T23:46:25.293,0.920,-0.222,-0.700,0.784
1685393185313,2023-05-29T23:46:25.313,0.940,-0.178,-0.703,0.780
1685393185333,2023-05-29T23:46:25.333,0.960,-0.165,-0.698,0.762
1685393185353,2023-05-29T23:46:25.353,0.980,-0.133,-0.701,0.736
1685393185373,2023-05-29T23:46:25.373,1.000,-0.117,-0.713,0.714
1685393185393,2023-05-29T23:46:25.393,1.020,-0.104,-0.713,0.698
1685393185413,2023-05-29T23:46:25.413,1.040,-0.088,-0.718,0.670
1685393185433,2023-05-29T23:46:25.433,1.060,-0.078,-0.737,0.650
1685393185453,2023-05-29T23:46:25.453,1.080,-0.072,-0.749,0.646
1685393185473,2023-05-29T23:46:25.473,1.100,-0.060,-0.748,0.635
1685393185493,2023-05-29T23:46:25.493,1.120,-0.053,-0.754,0.618
1685393185513,2023-05-29T23:46:25.513,1.140,-0.048,-0.757,0.609
1685393185533,2023-05-29T23:46:25.533,1.160,-0.050,-0.760,0.609
1685393185553,2023-05-29T23:46:25.553,1.180,-0.062,-0.763,0.611
1685393185573,2023-05-29T23:46:25.573,1.200,-0.055,-0.770,0.619
1685393185593,2023-05-29T23:46:25.593,1.220,-0.056,-0.771,0.634
1685393185613,2023-05-29T23:46:25.613,1.240,-0.071,-0.771,0.639
1685393185633,2023-05-29T23:46:25.633,1.260,-0.075,-0.775,0.638
1685393185653,2023-05-29T23:46:25.653,1.280,-0.052,-0.770,0.649
1685393185673,2023-05-29T23:46:25.673,1.300,-0.028,-0.755,0.664
1685393185693,2023-05-29T23:46:25.693,1.320,-0.028,-0.741,0.643
1685393185713,2023-05-29T23:46:25.713,1.340,-0.018,-0.733,0.637
1685393185733,2023-05-29T23:46:25.733,1.360,-0.047,-0.725,0.644
1685393185753,2023-05-29T23:46:25.753,1.380,-0.085,-0.713,0.628
1685393185773,2023-05-29T23:46:25.773,1.400,-0.117,-0.698,0.607
1685393185793,2023-05-29T23:46:25.793,1.420,-0.141,-0.687,0.588
1685393185813,2023-05-29T23:46:25.813,1.440,-0.167,-0.670,0.575
1685393185833,2023-05-29T23:46:25.833,1.460,-0.183,-0.650,0.561
1685393185853,2023-05-29T23:46:25.853,1.480,-0.233,-0.627,0.547
1685393185873,2023-05-29T23:46:25.873,1.500,-0.257,-0.604,0.540
1685393185893,2023-05-29T23:46:25.893,1.520,-0.293,-0.564,0.544
1685393185913,2023-05-29T23:46:25.913,1.540,-0.357,-0.520,0.560
1685393185933,2023-05-29T23:46:25.933,1.560,-0.445,-0.531,0.560
1685393185953,2023-05-29T23:46:25.953,1.580,-0.490,-0.552,0.576
1685393185973,2023-05-29T23:46:25.973,1.600,-0.488,-0.558,0.584
1685393185993,2023-05-29T23:46:25.993,1.620,-0.503,-0.548,0.610
1685393186013,2023-05-29T23:46:26.013,1.640,-0.521,-0.540,0.643
1685393186033,2023-05-29T23:46:26.033,1.660,-0.536,-0.524,0.644
1685393186053,2023-05-29T23:46:26.053,1.680,-0.548,-0.515,0.645
1685393186073,2023-05-29T23:46:26.073,1.700,-0.565,-0.512,0.670
1685393186093,2023-05-29T23:46:26.093,1.720,-0.574,-0.516,0.711
1685393186113,2023-05-29T23:46:26.113,1.740,-0.576,-0.533,0.764
1685393186133,2023-05-29T23:46:26.133,1.760,-0.568,-0.545,0.808
1685393186153,2023-05-29T23:46:26.153,1.780,-0.532,-0.537,0.837
1685393186173,2023-05-29T23:46:26.173,1.800,-0.492,-0.528,0.841
1685393186193,2023-05-29T23:46:26.193,1.820,-0.439,-0.540,0.853
1685393186213,2023-05-29T23:46:26.213,1.840,-0.396,-0.552,0.861
1685393186233,2023-05-29T23:46:26.233,1.860,-0.361,-0.563,0.882
1685393186253,2023-05-29T23:46:26.253,1.880,-0.342,-0.577,0.901
1685393186273,2023-05-29T23:46:26.273,1.900,-0.334,-0.598,0.909
