epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685392807881,2023-05-29T23:40:07.881,0.000,-0.253,-0.817,0.526
1685392807901,2023-05-29T23:40:07.901,0.020,-0.213,-0.826,0.537
1685392807921,2023-05-29T23:40:07.921,0.040,-0.202,-0.823,0.537
1685392807941,2023-05-29T23:40:07.941,0.060,-0.211,-0.827,0.532
1685392807961,2023-05-29T23:40:07.961,0.080,-0.200,-0.832,0.528
1685392807981,2023-05-29T23:40:07.981,0.100,-0.195,-0.830,0.521
1685392808001,2023-05-29T23:40:08.001,0.120,-0.191,-0.822,0.513
1685392808021,2023-05-29T23:40:08.021,0.140,-0.204,-0.809,0.506
1685392808041,2023-05-29T23:40:08.041,0.160,-0.236,-0.798,0.500
1685392808061,2023-05-29T23:40:08.061,0.180,-0.246,-0.792,0.489
1685392808081,2023-05-29T23:40:08.081,0.200,-0.250,-0.778,0.479
1685392808101,2023-05-29T23:40:08.101,0.220,-0.271,-0.757,0.470
1685392808121,2023-05-29T23:40:08.121,0.240,-0.269,-0.729,0.453
1685392808141,2023-05-29T23:40:08.141,0.260,-0.267,-0.705,0.456
1685392808161,2023-05-29T23:40:08.161,0.280,-0.273,-0.690,0.458
1685392808181,2023-05-29T23:40:08.181,0.300,-0.287,-0.680,0.452
1685392808201,2023-05-29T23:40:08.201,0.320,-0.334,-0.674,0.437
1685392808221,2023-05-29T23:40:08.221,0.340,-0.354,-0.671,0.446
1685392808241,2023-05-29T23:40:08.241,0.360,-0.370,-0.663,0.471
1685392808261,2023-05-29T23:40:08.261,0.380,-0.413,-0.662,0.481
1685392808281,2023-05-29T23:40:08.281,0.400,-0.424,-0.657,0.493
1685392808301,2023-05-29T23:40:08.301,0.420,-0.461,-0.648,0.506
1685392808321,2023-05-29T23:40:08.321,0.440,-0.482,-0.638,0.520
1685392808341,2023-05-29T23:40:08.341,0.460,-0.508,-0.624,0.521
1685392808361,2023-05-29T23:40:08.361,0.480,-0.525,-0.613,0.519
1685392808381,2023-05-29T23:40:08.381,0.500,-0.543,-0.602,0.521
1685392808401,2023-05-29T23:40:08.401,0.520,-0.548,-0.616,0.523
1685392808421,2023-05-29T23:40:08.421,0.540,-0.547,-0.644,0.545
1685392808441,2023-05-29T23:40:08.441,0.560,-0.563,-0.648,0.568
