epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685393929907,2023-05-29T23:58:49.907,0.000,-0.188,-0.673,0.706
1685393929927,2023-05-29T23:58:49.927,0.020,-0.199,-0.688,0.714
1685393929947,2023-05-29T23:58:49.947,0.040,-0.202,-0.688,0.692
1685393929967,2023-05-29T23:58:49.967,0.060,-0.202,-0.691,0.686
1685393929987,2023-05-29T23:58:49.987,0.080,-0.223,-0.701,0.674
1685393930007,2023-05-29T23:58:50.007,0.100,-0.232,-0.697,0.676
1685393930027,2023-05-29T23:58:50.027,0.120,-0.200,-0.702,0.676
1685393930047,2023-05-29T23:58:50.047,0.140,-0.193,-0.708,0.675
1685393930067,2023-05-29T23:58:50.067,0.160,-0.210,-0.717,0.667
1685393930087,2023-05-29T23:58:50.087,0.180,-0.191,-0.725,0.652
1685393930107,2023-05-29T23:58:50.107,0.200,-0.160,-0.734,0.657
1685393930127,2023-05-29T23:58:50.127,0.220,-0.156,-0.756,0.657
1685393930147,2023-05-29T23:58:50.147,0.240,-0.140,-0.766,0.659
1685393930167,2023-05-29T23:58:50.167,0.260,-0.140,-0.766,0.652
1685393930187,2023-05-29T23:58:50.187,0.280,-0.131,-0.768,0.650
1685393930207,2023-05-29T23:58:50.207,0.300,-0.133,-0.762,0.643
1685393930227,2023-05-29T23:58:50.227,0.320,-0.138,-0.753,0.623
1685393930247,2023-05-29T23:58:50.247,0.340,-0.140,-0.737,0.604
1685393930267,2023-05-29T23:58:50.267,0.360,-0.156,-0.726,0.599
1685393930287,2023-05-29T23:58:50.287,0.380,-0.173,-0.715,0.589
1685393930307,2023-05-29T23:58:50.307,0.400,-0.188,-0.700,0.572
1685393930327,2023-05-29T23:58:50.327,0.420,-0.200,-0.690,0.566
1685393930347,2023-05-29T23:58:50.347,0.440,-0.215,-0.676,0.565
1685393930367,2023-05-29T23:58:50.367,0.460,-0.229,-0.654,0.558
1685393930387,2023-05-29T23:58:50.387,0.480,-0.255,-0.633,0.569
1685393930407,2023-05-29T23:58:50.407,0.500,-0.265,-0.626,0.582
1685393930427,2023-05-29T23:58:50.427,0.520,-0.274,-0.621,0.585
1685393930447,2023-05-29T23:58:50.447,0.540,-0.292,-0.615,0.597
1685393930467,2023-05-29T23:58:50.467,0.560,-0.301,-0.605,0.634
1685393930487,2023-05-29T23:58:50.487,0.580,-0.312,-0.594,0.657
1685393930507,2023-05-29T23:58:50.507,0.600,-0.320,-0.588,0.670
1685393930527,2023-05-29T23:58:50.527,0.620,-0.326,-0.580,0.686
1685393930547,2023-05-29T23:58:50.547,0.640,-0.327,-0.564,0.699
1685393930567,2023-05-29T23:58:50.567,0.660,-0.342,-0.556,0.708
1685393930587,2023-05-29T23:58:50.587,0.680,-0.352,-0.553,0.728
1685393930607,2023-05-29T23:58:50.607,0.700,-0.354,-0.550,0.756
1685393930627,2023-05-29T23:58:50.627,0.720,-0.375,-0.542,0.781
1685393930647,2023-05-29T23:58:50.647,0.740,-0.389,-0.535,0.802
1685393930667,2023-05-29T23:58:50.667,0.760,-0.401,-0.518,0.819
1685393930687,2023-05-29T23:58:50.687,0.780,-0.430,-0.499,0.823
1685393930707,2023-05-29T23:58:50.707,0.800,-0.435,-0.482,0.832
1685393930727,2023-05-29T23:58:50.727,0.820,-0.419,-0.475,0.839
1685393930747,2023-05-29T23:58:50.747,0.840,-0.434,-0.474,0.841
1685393930767,2023-05-29T23:58:50.767,0.860,-0.421,-0.465,0.845
1685393930787,2023-05-29T23:58:50.787,0.880,-0.406,-0.464,0.846
1685393930807,2023-05-29T23:58:50.807,0.900,-0.403,-0.482,0.840
1685393930827,2023-05-29T23:58:50.827,0.920,-0.354,-0.500,0.839
1685393930847,2023-05-29T23:58:50.847,0.940,-0.344,-0.520,0.840
1685393930867,2023-05-29T23:58:50.867,0.960,-0.356,-0.532,0.858
1685393930887,2023-05-29T23:58:50.887,0.980,-0.331,-0.553,0.850
1685393930907,2023-05-29T23:58:50.907,1.000,-0.292,-0.582,0.842
1685393930927,2023-05-29T23:58:50.927,1.020,-0.251,-0.600,0.845
1685393930947,2023-05-29T23:58:50.947,1.040,-0.214,-0.604,0.835
1685393930967,2023-05-29T23:58:50.967,1.060,-0.191,-0.606,0.813
1685393930987,2023-05-29T23:58:50.987,1.080,-0.161,-0.614,0.808
1685393931007,2023-05-29T23:58:51.007,1.100,-0.144,-0.617,0.801
1685393931027,2023-05-29T23:58:51.027,1.120,-0.122,-0.617,0.788
1685393931047,2023-05-29T23:58:51.047,1.140,-0.111,-0.599,0.782
1685393931067,2023-05-29T23:58:51.067,1.160,-0.115,-0.591,0.771
1685393931087,2023-05-29T23:58:51.087,1.180,-0.143,-0.593,0.766
1685393931107,2023-05-29T23:58:51.107,1.200,-0.176,-0.592,0.752
1685393931127,2023-05-29T23:58:51.127,1.220,-0.189,-0.591,0.745
1685393931147,2023-05-29T23:58:51.147,1.240,-0.196,-0.592,0.750
1685393931167,2023-05-29T23:58:51.167,1.260,-0.206,-0.583,0.744
1685393931187,2023-05-29T23:58:51.187,1.280,-0.210,-0.580,0.749
1685393931207,2023-05-29T23:58:51.207,1.300,-0.215,-0.585,0.760
1685393931227,2023-05-29T23:58:51.227,1.320,-0.218,-0.588,0.766
1685393931247,2023-05-29T23:58:51.247,1.340,-0.210,-0.583,0.764
1685393931267,2023-05-29T23:58:51.267,1.360,-0.202,-0.581,0.769
1685393931287,2023-05-29T23:58:51.287,1.380,-0.208,-0.568,0.774
1685393931307,2023-05-29T23:58:51.307,1.400,-0.216,-0.564,0.774
1685393931327,2023-05-29T23:58:51.327,1.420,-0.225,-0.558,0.771
1685393931347,2023-05-29T23:58:51.347,1.440,-0.229,-0.547,0.772
1685393931367,2023-05-29T23:58:51.367,1.460,-0.246,-0.527,0.780
1685393931387,2023-05-29T23:58:51.387,1.480,-0.261,-0.508,0.788
1685393931407,2023-05-29T23:58:51.407,1.500,-0.291,-0.505,0.786
1685393931427,2023-05-29T23:58:51.427,1.520,-0.317,-0.499,0.780
1685393931447,2023-05-29T23:58:51.447,1.540,-0.333,-0.487,0.773
1685393931467,2023-05-29T23:58:51.467,1.560,-0.338,-0.472,0.757
1685393931487,2023-05-29T23:58:51.487,1.580,-0.337,-0.456,0.724
1685393931507,2023-05-29T23:58:51.507,1.600,-0.329,-0.454,0.727
1685393931527,2023-05-29T23:58:51.527,1.620,-0.345,-0.446,0.741
1685393931547,2023-05-29T23:58:51.547,1.640,-0.352,-0.439,0.744
1685393931567,2023-05-29T23:58:51.567,1.660,-0.346,-0.430,0.752
1685393931587,2023-05-29T23:58:51.587,1.680,-0.359,-0.425,0.764
1685393931607,2023-05-29T23:58:51.607,1.700,-0.389,-0.421,0.762
1685393931627,2023-05-29T23:58:51.627,1.720,-0.396,-0.419,0.758
1685393931647,2023-05-29T23:58:51.647,1.740,-0.400,-0.420,0.759
1685393931667,2023-05-29T23:58:51.667,1.760,-0.416,-0.405,0.768
1685393931687,2023-05-29T23:58:51.687,1.780,-0.426,-0.378,0.774
1685393931707,2023-05-29T23:58:51.707,1.800,-0.432,-0.351,0.786
1685393931727,2023-05-29T23:58:51.727,1.820,-0.446,-0.358,0.804
1685393931747,2023-05-29T23:58:51.747,1.840,-0.462,-0.376,0.828
1685393931767,2023-05-29T23:58:51.767,1.860,-0.471,-0.376,0.852
1685393931787,2023-05-29T23:58:51.787,1.880,-0.485,-0.355,0.875
1685393931807,2023-05-29T23:58:51.807,1.900,-0.479,-0.333,0.887
1685393931827,2023-05-29T23:58:51.827,1.920,-0.476,-0.318,0.900
1685393931847,2023-05-29T23:58:51.847,1.940,-0.468,-0.325,0.907
1685393931867,2023-05-29T23:58:51.867,1.960,-0.452,-0.343,0.916
1685393931887,2023-05-29T23:58:51.887,1.980,-0.436,-0.347,0.925
1685393931907,2023-05-29T23:58:51.907,2.000,-0.438,-0.341,0.918
1685393931927,2023-05-29T23:58:51.927,2.020,-0.402,-0.350,0.915
1685393931947,2023-05-29T23:58:51.947,2.040,-0.375,-0.365,0.919
1685393931967,2023-05-29T23:58:51.967,2.060,-0.353,-0.371,0.910
1685393931987,2023-05-29T23:58:51.987,2.080,-0.344,-0.381,0.890
1685393932007,2023-05-29T23:58:52.007,2.100,-0.354,-0.388,0.898
1685393932027,2023-05-29T23:58:52.027,2.120,-0.326,-0.395,0.907
1685393932047,2023-05-29T23:58:52.047,2.140,-0.302,-0.412,0.905
1685393932067,2023-05-29T23:58:52.067,2.160,-0.286,-0.417,0.909
1685393932087,2023-05-29T23:58:52.087,2.180,-0.263,-0.419,0.907
1685393932107,2023-05-29T23:58:52.107,2.200,-0.245,-0.428,0.904
1685393932127,2023-05-29T23:58:52.127,2.220,-0.228,-0.438,0.904
1685393932147,2023-05-29T23:58:52.147,2.240,-0.211,-0.436,0.898
1685393932167,2023-05-29T23:58:52.167,2.260,-0.203,-0.428,0.883
1685393932187,2023-05-29T23:58:52.187,2.280,-0.209,-0.430,0.861
1685393932207,2023-05-29T23:58:52.207,2.300,-0.206,-0.438,0.857
1685393932227,2023-05-29T23:58:52.227,2.320,-0.204,-0.439,0.857
1685393932247,2023-05-29T23:58:52.247,2.340,-0.211,-0.435,0.846
1685393932267,2023-05-29T23:58:52.267,2.360,-0.217,-0.438,0.846
1685393932287,2023-05-29T23:58:52.287,2.380,-0.225,-0.439,0.842
1685393932307,2023-05-29T23:58:52.307,2.400,-0.230,-0.438,0.832
1685393932327,2023-05-29T23:58:52.327,2.420,-0.235,-0.438,0.839
1685393932347,2023-05-29T23:58:52.347,2.440,-0.247,-0.428,0.847
1685393932367,2023-05-29T23:58:52.367,2.460,-0.223,-0.429,0.851
1685393932387,2023-05-29T23:58:52.387,2.480,-0.172,-0.432,0.880
1685393932407,2023-05-29T23:58:52.407,2.500,-0.209,-0.434,0.868
1685393932427,2023-05-29T23:58:52.427,2.520,-0.213,-0.430,0.843
1685393932447,2023-05-29T23:58:52.447,2.540,-0.189,-0.421,0.845
