epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685471549296,2023-05-30T21:32:29.296,0.000,-0.017,-0.767,0.555
1685471549316,2023-05-30T21:32:29.316,0.020,-0.038,-0.771,0.529
1685471549336,2023-05-30T21:32:29.336,0.040,-0.040,-0.768,0.516
1685471549356,2023-05-30T21:32:29.356,0.060,-0.039,-0.762,0.508
1685471549376,2023-05-30T21:32:29.376,0.080,-0.021,-0.768,0.503
1685471549396,2023-05-30T21:32:29.396,0.100,-0.055,-0.763,0.490
1685471549416,2023-05-30T21:32:29.416,0.120,-0.074,-0.761,0.497
1685471549436,2023-05-30T21:32:29.436,0.140,-0.077,-0.760,0.503
1685471549456,2023-05-30T21:32:29.456,0.160,-0.105,-0.751,0.501
1685471549476,2023-05-30T21:32:29.476,0.180,-0.114,-0.749,0.513
1685471549496,2023-05-30T21:32:29.496,0.200,-0.114,-0.751,0.521
1685471549516,2023-05-30T21:32:29.516,0.220,-0.133,-0.746,0.514
1685471549536,2023-05-30T21:32:29.536,0.240,-0.148,-0.740,0.513
1685471549556,2023-05-30T21:32:29.556,0.260,-0.148,-0.743,0.520
1685471549576,2023-05-30T21:32:29.576,0.280,-0.162,-0.754,0.524
1685471549596,2023-05-30T21:32:29.596,0.300,-0.179,-0.753,0.527
1685471549616,2023-05-30T21:32:29.616,0.320,-0.175,-0.757,0.537
1685471549636,2023-05-30T21:32:29.636,0.340,-0.182,-0.764,0.561
1685471549656,2023-05-30T21:32:29.656,0.360,-0.182,-0.765,0.583
1685471549676,2023-05-30T21:32:29.676,0.380,-0.185,-0.748,0.589
1685471549696,2023-05-30T21:32:29.696,0.400,-0.181,-0.737,0.590
1685471549716,2023-05-30T21:32:29.716,0.420,-0.170,-0.745,0.611
1685471549736,2023-05-30T21:32:29.736,0.440,-0.156,-0.753,0.627
1685471549756,2023-05-30T21:32:29.756,0.460,-0.154,-0.759,0.636
1685471549776,2023-05-30T21:32:29.776,0.480,-0.142,-0.751,0.649
1685471549796,2023-05-30T21:32:29.796,0.500,-0.127,-0.749,0.659
1685471549816,2023-05-30T21:32:29.816,0.520,-0.125,-0.749,0.655
1685471549836,2023-05-30T21:32:29.836,0.540,-0.105,-0.751,0.651
1685471549856,2023-05-30T21:32:29.856,0.560,-0.092,-0.752,0.656
1685471549876,2023-05-30T21:32:29.876,0.580,-0.081,-0.751,0.663
1685471549896,2023-05-30T21:32:29.896,0.600,-0.072,-0.755,0.669
1685471549916,2023-05-30T21:32:29.916,0.620,-0.064,-0.759,0.681
1685471549936,2023-05-30T21:32:29.936,0.640,-0.054,-0.767,0.690
1685471549956,2023-05-30T21:32:29.956,0.660,-0.052,-0.775,0.692
1685471549976,2023-05-30T21:32:29.976,0.680,-0.023,-0.782,0.700
1685471549996,2023-05-30T21:32:29.996,0.700,-0.007,-0.798,0.710
1685471550016,2023-05-30T21:32:30.016,0.720,-0.010,-0.805,0.717
1685471550036,2023-05-30T21:32:30.036,0.740,0.013,-0.811,0.718
1685471550056,2023-05-30T21:32:30.056,0.760,0.042,-0.824,0.718
1685471550076,2023-05-30T21:32:30.076,0.780,0.054,-0.828,0.722
1685471550096,2023-05-30T21:32:30.096,0.800,0.068,-0.831,0.722
1685471550116,2023-05-30T21:32:30.116,0.820,0.083,-0.842,0.720
1685471550136,2023-05-30T21:32:30.136,0.840,0.093,-0.856,0.717
1685471550156,2023-05-30T21:32:30.156,0.860,0.095,-0.855,0.706
1685471550176,2023-05-30T21:32:30.176,0.880,0.106,-0.841,0.697
1685471550196,2023-05-30T21:32:30.196,0.900,0.103,-0.832,0.679
1685471550216,2023-05-30T21:32:30.216,0.920,0.102,-0.833,0.655
1685471550236,2023-05-30T21:32:30.236,0.940,0.122,-0.835,0.638
1685471550256,2023-05-30T21:32:30.256,0.960,0.113,-0.827,0.613
1685471550276,2023-05-30T21:32:30.276,0.980,0.097,-0.823,0.593
1685471550296,2023-05-30T21:32:30.296,1.000,0.089,-0.818,0.577
1685471550316,2023-05-30T21:32:30.316,1.020,0.084,-0.802,0.560
1685471550336,2023-05-30T21:32:30.336,1.040,0.070,-0.788,0.542
1685471550356,2023-05-30T21:32:30.356,1.060,0.062,-0.785,0.523
1685471550376,2023-05-30T21:32:30.376,1.080,0.048,-0.779,0.496
1685471550396,2023-05-30T21:32:30.396,1.100,0.039,-0.766,0.475
1685471550416,2023-05-30T21:32:30.416,1.120,0.034,-0.758,0.466
1685471550436,2023-05-30T21:32:30.436,1.140,0.028,-0.749,0.454
1685471550456,2023-05-30T21:32:30.456,1.160,-0.008,-0.730,0.434
1685471550476,2023-05-30T21:32:30.476,1.180,-0.057,-0.710,0.423
