epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685471953776,2023-05-30T21:39:13.776,0.000,0.028,-0.719,0.610
1685471953796,2023-05-30T21:39:13.796,0.020,0.032,-0.725,0.604
1685471953816,2023-05-30T21:39:13.816,0.040,0.020,-0.729,0.608
1685471953836,2023-05-30T21:39:13.836,0.060,0.027,-0.739,0.621
1685471953856,2023-05-30T21:39:13.856,0.080,0.016,-0.740,0.610
1685471953876,2023-05-30T21:39:13.876,0.100,0.001,-0.732,0.610
1685471953896,2023-05-30T21:39:13.896,0.120,-0.011,-0.730,0.625
1685471953916,2023-05-30T21:39:13.916,0.140,0.004,-0.737,0.623
1685471953936,2023-05-30T21:39:13.936,0.160,0.015,-0.733,0.625
1685471953956,2023-05-30T21:39:13.956,0.180,0.031,-0.743,0.641
1685471953976,2023-05-30T21:39:13.976,0.200,-0.005,-0.735,0.640
1685471953996,2023-05-30T21:39:13.996,0.220,-0.025,-0.729,0.624
1685471954016,2023-05-30T21:39:14.016,0.240,-0.007,-0.737,0.637
1685471954036,2023-05-30T21:39:14.036,0.260,0.012,-0.749,0.664
1685471954056,2023-05-30T21:39:14.056,0.280,-0.009,-0.739,0.663
1685471954076,2023-05-30T21:39:14.076,0.300,-0.018,-0.737,0.668
1685471954096,2023-05-30T21:39:14.096,0.320,-0.014,-0.738,0.683
1685471954116,2023-05-30T21:39:14.116,0.340,-0.016,-0.733,0.685
1685471954136,2023-05-30T21:39:14.136,0.360,-0.034,-0.715,0.682
1685471954156,2023-05-30T21:39:14.156,0.380,-0.037,-0.709,0.684
1685471954176,2023-05-30T21:39:14.176,0.400,-0.028,-0.718,0.690
1685471954196,2023-05-30T21:39:14.196,0.420,-0.021,-0.714,0.695
1685471954216,2023-05-30T21:39:14.216,0.440,-0.037,-0.710,0.703
1685471954236,2023-05-30T21:39:14.236,0.460,-0.027,-0.710,0.704
1685471954256,2023-05-30T21:39:14.256,0.480,-0.019,-0.709,0.695
1685471954276,2023-05-30T21:39:14.276,0.500,-0.020,-0.700,0.684
1685471954296,2023-05-30T21:39:14.296,0.520,-0.013,-0.698,0.674
1685471954316,2023-05-30T21:39:14.316,0.540,-0.004,-0.707,0.673
1685471954336,2023-05-30T21:39:14.336,0.560,-0.013,-0.704,0.667
1685471954356,2023-05-30T21:39:14.356,0.580,-0.020,-0.699,0.667
1685471954376,2023-05-30T21:39:14.376,0.600,-0.018,-0.701,0.665
1685471954396,2023-05-30T21:39:14.396,0.620,-0.025,-0.707,0.666
1685471954416,2023-05-30T21:39:14.416,0.640,-0.022,-0.715,0.674
1685471954436,2023-05-30T21:39:14.436,0.660,-0.015,-0.715,0.680
1685471954456,2023-05-30T21:39:14.456,0.680,-0.006,-0.708,0.680
1685471954476,2023-05-30T21:39:14.476,0.700,-0.004,-0.706,0.686
1685471954496,2023-05-30T21:39:14.496,0.720,-0.002,-0.710,0.699
1685471954516,2023-05-30T21:39:14.516,0.740,-0.003,-0.708,0.704
1685471954536,2023-05-30T21:39:14.536,0.760,0.026,-0.707,0.715
1685471954556,2023-05-30T21:39:14.556,0.780,0.047,-0.714,0.726
1685471954576,2023-05-30T21:39:14.576,0.800,0.006,-0.723,0.730
1685471954596,2023-05-30T21:39:14.596,0.820,-0.032,-0.733,0.747
1685471954616,2023-05-30T21:39:14.616,0.840,-0.034,-0.744,0.768
1685471954636,2023-05-30T21:39:14.636,0.860,0.002,-0.745,0.771
1685471954656,2023-05-30T21:39:14.656,0.880,-0.002,-0.754,0.761
1685471954676,2023-05-30T21:39:14.676,0.900,-0.014,-0.771,0.756
1685471954696,2023-05-30T21:39:14.696,0.920,0.013,-0.786,0.761
1685471954716,2023-05-30T21:39:14.716,0.940,0.037,-0.791,0.755
1685471954736,2023-05-30T21:39:14.736,0.960,0.065,-0.804,0.750
1685471954756,2023-05-30T21:39:14.756,0.980,0.066,-0.813,0.749
1685471954776,2023-05-30T21:39:14.776,1.000,0.061,-0.820,0.749
1685471954796,2023-05-30T21:39:14.796,1.020,0.063,-0.833,0.744
1685471954816,2023-05-30T21:39:14.816,1.040,0.077,-0.841,0.735
1685471954836,2023-05-30T21:39:14.836,1.060,0.099,-0.832,0.724
1685471954856,2023-05-30T21:39:14.856,1.080,0.111,-0.814,0.712
1685471954876,2023-05-30T21:39:14.876,1.100,0.101,-0.800,0.700
1685471954896,2023-05-30T21:39:14.896,1.120,0.097,-0.801,0.681
1685471954916,2023-05-30T21:39:14.916,1.140,0.085,-0.788,0.646
1685471954936,2023-05-30T21:39:14.936,1.160,0.078,-0.776,0.605
1685471954956,2023-05-30T21:39:14.956,1.180,0.069,-0.773,0.568
1685471954976,2023-05-30T21:39:14.976,1.200,0.053,-0.760,0.534
1685471954996,2023-05-30T21:39:14.996,1.220,0.046,-0.753,0.513
1685471955016,2023-05-30T21:39:15.016,1.240,0.030,-0.745,0.500
1685471955036,2023-05-30T21:39:15.036,1.260,0.011,-0.729,0.481
1685471955056,2023-05-30T21:39:15.056,1.280,-0.011,-0.708,0.461
1685471955076,2023-05-30T21:39:15.076,1.300,-0.058,-0.697,0.460
1685471955096,2023-05-30T21:39:15.096,1.320,-0.078,-0.697,0.458
1685471955116,2023-05-30T21:39:15.116,1.340,-0.085,-0.683,0.447
1685471955136,2023-05-30T21:39:15.136,1.360,-0.090,-0.664,0.441
1685471955156,2023-05-30T21:39:15.156,1.380,-0.122,-0.665,0.454
1685471955176,2023-05-30T21:39:15.176,1.400,-0.146,-0.672,0.460
1685471955196,2023-05-30T21:39:15.196,1.420,-0.174,-0.672,0.465
1685471955216,2023-05-30T21:39:15.216,1.440,-0.208,-0.671,0.478
1685471955236,2023-05-30T21:39:15.236,1.460,-0.212,-0.673,0.502
1685471955256,2023-05-30T21:39:15.256,1.480,-0.220,-0.671,0.509
1685471955276,2023-05-30T21:39:15.276,1.500,-0.236,-0.675,0.519
1685471955296,2023-05-30T21:39:15.296,1.520,-0.241,-0.697,0.547
1685471955316,2023-05-30T21:39:15.316,1.540,-0.257,-0.707,0.580
1685471955336,2023-05-30T21:39:15.336,1.560,-0.248,-0.705,0.607
1685471955356,2023-05-30T21:39:15.356,1.580,-0.199,-0.699,0.646
1685471955376,2023-05-30T21:39:15.376,1.600,-0.202,-0.696,0.678
1685471955396,2023-05-30T21:39:15.396,1.620,-0.230,-0.699,0.704
1685471955416,2023-05-30T21:39:15.416,1.640,-0.219,-0.705,0.724
1685471955436,2023-05-30T21:39:15.436,1.660,-0.192,-0.705,0.729
1685471955456,2023-05-30T21:39:15.456,1.680,-0.170,-0.698,0.737
1685471955476,2023-05-30T21:39:15.476,1.700,-0.175,-0.693,0.742
1685471955496,2023-05-30T21:39:15.496,1.720,-0.173,-0.687,0.740
1685471955516,2023-05-30T21:39:15.516,1.740,-0.150,-0.689,0.737
1685471955536,2023-05-30T21:39:15.536,1.760,-0.145,-0.690,0.741
1685471955556,2023-05-30T21:39:15.556,1.780,-0.154,-0.684,0.750
1685471955576,2023-05-30T21:39:15.576,1.800,-0.157,-0.677,0.750
1685471955596,2023-05-30T21:39:15.596,1.820,-0.137,-0.670,0.747
1685471955616,2023-05-30T21:39:15.616,1.840,-0.123,-0.658,0.730
1685471955636,2023-05-30T21:39:15.636,1.860,-0.099,-0.649,0.719
1685471955656,2023-05-30T21:39:15.656,1.880,-0.071,-0.642,0.704
1685471955676,2023-05-30T21:39:15.676,1.900,-0.056,-0.637,0.698
1685471955696,2023-05-30T21:39:15.696,1.920,-0.034,-0.641,0.697
1685471955716,2023-05-30T21:39:15.716,1.940,0.004,-0.633,0.692
1685471955736,2023-05-30T21:39:15.736,1.960,0.006,-0.615,0.688
1685471955756,2023-05-30T21:39:15.756,1.980,0.014,-0.621,0.704
1685471955776,2023-05-30T21:39:15.776,2.000,0.021,-0.645,0.721
1685471955796,2023-05-30T21:39:15.796,2.020,0.030,-0.656,0.730
1685471955816,2023-05-30T21:39:15.816,2.040,0.062,-0.661,0.748
1685471955836,2023-05-30T21:39:15.836,2.060,0.072,-0.665,0.771
1685471955856,2023-05-30T21:39:15.856,2.080,0.079,-0.656,0.798
1685471955876,2023-05-30T21:39:15.876,2.100,0.089,-0.664,0.833
1685471955896,2023-05-30T21:39:15.896,2.120,0.079,-0.672,0.860
1685471955916,2023-05-30T21:39:15.916,2.140,0.051,-0.683,0.894
1685471955936,2023-05-30T21:39:15.936,2.160,0.029,-0.690,0.920
1685471955956,2023-05-30T21:39:15.956,2.180,0.034,-0.692,0.935
1685471955976,2023-05-30T21:39:15.976,2.200,0.031,-0.687,0.943
1685471955996,2023-05-30T21:39:15.996,2.220,0.030,-0.672,0.963
1685471956016,2023-05-30T21:39:16.016,2.240,0.012,-0.638,0.958
1685471956036,2023-05-30T21:39:16.036,2.260,0.015,-0.610,0.947
1685471956056,2023-05-30T21:39:16.056,2.280,0.040,-0.602,0.928
1685471956076,2023-05-30T21:39:16.076,2.300,0.028,-0.578,0.915
1685471956096,2023-05-30T21:39:16.096,2.320,-0.037,-0.550,0.919
1685471956116,2023-05-30T21:39:16.116,2.340,-0.104,-0.542,0.902
1685471956136,2023-05-30T21:39:16.136,2.360,-0.121,-0.531,0.869
1685471956156,2023-05-30T21:39:16.156,2.380,-0.101,-0.510,0.838
