epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685472356706,2023-05-30T21:45:56.706,0.000,-0.003,-0.744,0.577
1685472356726,2023-05-30T21:45:56.726,0.020,-0.010,-0.756,0.596
1685472356746,2023-05-30T21:45:56.746,0.040,-0.007,-0.756,0.585
1685472356766,2023-05-30T21:45:56.766,0.060,0.035,-0.755,0.587
1685472356786,2023-05-30T21:45:56.786,0.080,0.005,-0.762,0.598
1685472356806,2023-05-30T21:45:56.806,0.100,-0.018,-0.762,0.617
1685472356826,2023-05-30T21:45:56.826,0.120,0.000,-0.760,0.612
1685472356846,2023-05-30T21:45:56.846,0.140,0.014,-0.759,0.602
1685472356866,2023-05-30T21:45:56.866,0.160,0.033,-0.764,0.598
1685472356886,2023-05-30T21:45:56.886,0.180,0.006,-0.760,0.594
1685472356906,2023-05-30T21:45:56.906,0.200,-0.006,-0.762,0.597
1685472356926,2023-05-30T21:45:56.926,0.220,-0.005,-0.765,0.601
1685472356946,2023-05-30T21:45:56.946,0.240,0.011,-0.761,0.601
1685472356966,2023-05-30T21:45:56.966,0.260,-0.020,-0.752,0.611
1685472356986,2023-05-30T21:45:56.986,0.280,-0.060,-0.740,0.617
1685472357006,2023-05-30T21:45:57.006,0.300,-0.050,-0.736,0.619
1685472357026,2023-05-30T21:45:57.026,0.320,-0.018,-0.735,0.630
1685472357046,2023-05-30T21:45:57.046,0.340,-0.036,-0.735,0.636
1685472357066,2023-05-30T21:45:57.066,0.360,-0.051,-0.733,0.642
1685472357086,2023-05-30T21:45:57.086,0.380,-0.073,-0.736,0.637
1685472357106,2023-05-30T21:45:57.106,0.400,-0.086,-0.728,0.625
1685472357126,2023-05-30T21:45:57.126,0.420,-0.070,-0.721,0.611
1685472357146,2023-05-30T21:45:57.146,0.440,-0.062,-0.717,0.605
1685472357166,2023-05-30T21:45:57.166,0.460,-0.072,-0.734,0.621
1685472357186,2023-05-30T21:45:57.186,0.480,-0.082,-0.736,0.647
1685472357206,2023-05-30T21:45:57.206,0.500,-0.095,-0.729,0.659
1685472357226,2023-05-30T21:45:57.226,0.520,-0.079,-0.724,0.674
1685472357246,2023-05-30T21:45:57.246,0.540,-0.073,-0.720,0.691
1685472357266,2023-05-30T21:45:57.266,0.560,-0.091,-0.736,0.703
1685472357286,2023-05-30T21:45:57.286,0.580,-0.082,-0.737,0.712
1685472357306,2023-05-30T21:45:57.306,0.600,-0.064,-0.732,0.714
1685472357326,2023-05-30T21:45:57.326,0.620,-0.041,-0.742,0.716
1685472357346,2023-05-30T21:45:57.346,0.640,-0.042,-0.750,0.712
1685472357366,2023-05-30T21:45:57.366,0.660,-0.032,-0.747,0.711
1685472357386,2023-05-30T21:45:57.386,0.680,-0.014,-0.751,0.713
1685472357406,2023-05-30T21:45:57.406,0.700,0.008,-0.754,0.719
1685472357426,2023-05-30T21:45:57.426,0.720,0.011,-0.745,0.706
1685472357446,2023-05-30T21:45:57.446,0.740,-0.004,-0.748,0.689
1685472357466,2023-05-30T21:45:57.466,0.760,-0.009,-0.756,0.677
1685472357486,2023-05-30T21:45:57.486,0.780,0.020,-0.754,0.684
1685472357506,2023-05-30T21:45:57.506,0.800,0.052,-0.756,0.697
1685472357526,2023-05-30T21:45:57.526,0.820,0.034,-0.757,0.690
1685472357546,2023-05-30T21:45:57.546,0.840,0.040,-0.759,0.687
1685472357566,2023-05-30T21:45:57.566,0.860,0.052,-0.765,0.695
