epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685472136400,2023-05-30T21:42:16.400,0.000,-0.094,-0.717,0.603
1685472136420,2023-05-30T21:42:16.420,0.020,-0.124,-0.721,0.622
1685472136440,2023-05-30T21:42:16.440,0.040,-0.128,-0.718,0.635
1685472136460,2023-05-30T21:42:16.460,0.060,-0.100,-0.722,0.664
1685472136480,2023-05-30T21:42:16.480,0.080,-0.112,-0.723,0.677
1685472136500,2023-05-30T21:42:16.500,0.100,-0.118,-0.722,0.685
1685472136520,2023-05-30T21:42:16.520,0.120,-0.111,-0.722,0.692
1685472136540,2023-05-30T21:42:16.540,0.140,-0.119,-0.717,0.695
1685472136560,2023-05-30T21:42:16.560,0.160,-0.112,-0.709,0.694
1685472136580,2023-05-30T21:42:16.580,0.180,-0.107,-0.707,0.689
1685472136600,2023-05-30T21:42:16.600,0.200,-0.107,-0.707,0.688
1685472136620,2023-05-30T21:42:16.620,0.220,-0.111,-0.699,0.683
1685472136640,2023-05-30T21:42:16.640,0.240,-0.099,-0.699,0.675
1685472136660,2023-05-30T21:42:16.660,0.260,-0.101,-0.705,0.672
1685472136680,2023-05-30T21:42:16.680,0.280,-0.114,-0.709,0.680
1685472136700,2023-05-30T21:42:16.700,0.300,-0.104,-0.713,0.675
1685472136720,2023-05-30T21:42:16.720,0.320,-0.097,-0.710,0.681
1685472136740,2023-05-30T21:42:16.740,0.340,-0.095,-0.716,0.694
1685472136760,2023-05-30T21:42:16.760,0.360,-0.119,-0.719,0.691
1685472136780,2023-05-30T21:42:16.780,0.380,-0.101,-0.726,0.698
1685472136800,2023-05-30T21:42:16.800,0.400,-0.076,-0.735,0.709
1685472136820,2023-05-30T21:42:16.820,0.420,-0.056,-0.741,0.710
1685472136840,2023-05-30T21:42:16.840,0.440,-0.058,-0.751,0.714
1685472136860,2023-05-30T21:42:16.860,0.460,-0.059,-0.763,0.715
1685472136880,2023-05-30T21:42:16.880,0.480,-0.044,-0.779,0.731
1685472136900,2023-05-30T21:42:16.900,0.500,-0.022,-0.802,0.749
1685472136920,2023-05-30T21:42:16.920,0.520,0.000,-0.824,0.757
1685472136940,2023-05-30T21:42:16.940,0.540,0.019,-0.829,0.756
1685472136960,2023-05-30T21:42:16.960,0.560,0.042,-0.824,0.761
1685472136980,2023-05-30T21:42:16.980,0.580,0.068,-0.829,0.754
1685472137000,2023-05-30T21:42:17.000,0.600,0.071,-0.823,0.743
1685472137020,2023-05-30T21:42:17.020,0.620,0.072,-0.820,0.737
1685472137040,2023-05-30T21:42:17.040,0.640,0.068,-0.821,0.722
1685472137060,2023-05-30T21:42:17.060,0.660,0.077,-0.827,0.710
1685472137080,2023-05-30T21:42:17.080,0.680,0.084,-0.821,0.696
1685472137100,2023-05-30T21:42:17.100,0.700,0.069,-0.803,0.662
1685472137120,2023-05-30T21:42:17.120,0.720,0.064,-0.792,0.631
1685472137140,2023-05-30T21:42:17.140,0.740,0.063,-0.791,0.611
1685472137160,2023-05-30T21:42:17.160,0.760,0.049,-0.780,0.580
1685472137180,2023-05-30T21:42:17.180,0.780,0.024,-0.768,0.546
