epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685472228976,2023-05-30T21:43:48.976,0.000,-8.354,5.549,1.707
1685472228996,2023-05-30T21:43:48.996,0.020,-9.573,5.061,2.134
1685472229016,2023-05-30T21:43:49.016,0.040,-13.110,5.122,3.963
1685472229036,2023-05-30T21:43:49.036,0.060,-14.817,4.207,4.329
1685472229056,2023-05-30T21:43:49.056,0.080,-13.415,2.134,2.378
1685472229076,2023-05-30T21:43:49.076,0.100,-11.463,1.951,1.280
1685472229096,2023-05-30T21:43:49.096,0.120,-9.024,4.085,1.646
1685472229116,2023-05-30T21:43:49.116,0.140,-9.207,5.915,2.561
1685472229136,2023-05-30T21:43:49.136,0.160,-13.476,4.512,3.963
1685472229156,2023-05-30T21:43:49.156,0.180,-15.549,4.451,4.817
1685472229176,2023-05-30T21:43:49.176,0.200,-13.963,0.427,7.012
1685472229196,2023-05-30T21:43:49.196,0.220,-10.244,-6.524,8.537
1685472229216,2023-05-30T21:43:49.216,0.240,-7.927,-12.866,9.878
1685472229236,2023-05-30T21:43:49.236,0.260,-6.463,-10.549,11.220
1685472229256,2023-05-30T21:43:49.256,0.280,-3.537,-1.463,10.793
1685472229276,2023-05-30T21:43:49.276,0.300,1.524,0.732,8.963
1685472229296,2023-05-30T21:43:49.296,0.320,6.402,-0.122,6.463
1685472229316,2023-05-30T21:43:49.316,0.340,9.451,1.951,2.988
1685472229336,2023-05-30T21:43:49.336,0.360,10.183,7.073,-1.098
1685472229356,2023-05-30T21:43:49.356,0.380,10.671,9.085,-4.878
1685472229376,2023-05-30T21:43:49.376,0.400,11.402,6.220,-8.232
1685472229396,2023-05-30T21:43:49.396,0.420,11.463,4.451,-12.195
1685472229416,2023-05-30T21:43:49.416,0.440,10.732,5.976,-16.585
1685472229436,2023-05-30T21:43:49.436,0.460,9.878,8.659,-20.244
1685472229456,2023-05-30T21:43:49.456,0.480,8.963,8.049,-22.500
1685472229476,2023-05-30T21:43:49.476,0.500,7.805,7.744,-24.024
1685472229496,2023-05-30T21:43:49.496,0.520,7.561,10.915,-25.671
1685472229516,2023-05-30T21:43:49.516,0.540,8.659,13.232,-27.317
1685472229536,2023-05-30T21:43:49.536,0.560,9.573,12.256,-28.780
1685472229556,2023-05-30T21:43:49.556,0.580,10.732,11.707,-30.244
1685472229576,2023-05-30T21:43:49.576,0.600,11.524,11.402,-31.646
1685472229596,2023-05-30T21:43:49.596,0.620,12.683,11.524,-30.732
1685472229616,2023-05-30T21:43:49.616,0.640,13.963,16.463,-28.232
1685472229636,2023-05-30T21:43:49.636,0.660,14.878,20.732,-26.524
1685472229656,2023-05-30T21:43:49.656,0.680,15.366,19.085,-27.927
1685472229676,2023-05-30T21:43:49.676,0.700,15.732,15.183,-31.341
1685472229696,2023-05-30T21:43:49.696,0.720,14.634,11.220,-34.024
1685472229716,2023-05-30T21:43:49.716,0.740,11.951,10.793,-35.671
1685472229736,2023-05-30T21:43:49.736,0.760,8.415,12.866,-36.280
1685472229756,2023-05-30T21:43:49.756,0.780,6.159,14.878,-36.402
1685472229776,2023-05-30T21:43:49.776,0.800,3.354,14.573,-36.463
1685472229796,2023-05-30T21:43:49.796,0.820,-0.305,13.232,-35.793
1685472229816,2023-05-30T21:43:49.816,0.840,-2.561,15.244,-34.451
1685472229836,2023-05-30T21:43:49.836,0.860,-4.024,17.317,-32.805
1685472229856,2023-05-30T21:43:49.856,0.880,-6.585,15.488,-30.244
1685472229876,2023-05-30T21:43:49.876,0.900,-9.878,16.098,-26.890
1685472229896,2023-05-30T21:43:49.896,0.920,-12.500,19.268,-22.073
1685472229916,2023-05-30T21:43:49.916,0.940,-15.427,20.488,-16.524
1685472229936,2023-05-30T21:43:49.936,0.960,-18.841,21.037,-11.159
1685472229956,2023-05-30T21:43:49.956,0.980,-22.012,23.049,-6.463
1685472229976,2023-05-30T21:43:49.976,1.000,-26.402,23.171,-3.293
1685472229996,2023-05-30T21:43:49.996,1.020,-31.463,22.317,-0.427
1685472230016,2023-05-30T21:43:50.016,1.040,-35.000,19.695,3.049
1685472230036,2023-05-30T21:43:50.036,1.060,-36.951,16.280,6.707
1685472230056,2023-05-30T21:43:50.056,1.080,-38.963,17.622,8.110
1685472230076,2023-05-30T21:43:50.076,1.100,-39.451,19.268,9.817
1685472230096,2023-05-30T21:43:50.096,1.120,-38.110,15.061,12.866
1685472230116,2023-05-30T21:43:50.116,1.140,-35.976,11.341,16.037
1685472230136,2023-05-30T21:43:50.136,1.160,-33.232,11.280,19.390
1685472230156,2023-05-30T21:43:50.156,1.180,-31.159,9.878,23.476
