epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685471953767,2023-05-30T21:39:13.767,0.000,-6.524,1.707,0.793
1685471953787,2023-05-30T21:39:13.787,0.020,-6.524,2.012,0.671
1685471953807,2023-05-30T21:39:13.807,0.040,-6.280,1.341,1.341
1685471953827,2023-05-30T21:39:13.827,0.060,-5.976,1.280,2.561
1685471953847,2023-05-30T21:39:13.847,0.080,-4.634,1.037,3.780
1685471953867,2023-05-30T21:39:13.867,0.100,-3.780,2.561,2.866
1685471953887,2023-05-30T21:39:13.887,0.120,-2.744,4.146,2.622
1685471953907,2023-05-30T21:39:13.907,0.140,-0.976,2.622,2.134
1685471953927,2023-05-30T21:39:13.927,0.160,-0.732,-1.829,0.610
1685471953947,2023-05-30T21:39:13.947,0.180,-0.854,-3.963,-0.366
1685471953967,2023-05-30T21:39:13.967,0.200,-1.037,-2.683,-0.122
1685471953987,2023-05-30T21:39:13.987,0.220,-1.829,0.610,0.244
1685471954007,2023-05-30T21:39:14.007,0.240,-0.854,-1.280,-0.427
1685471954027,2023-05-30T21:39:14.027,0.260,1.159,-5.732,-0.122
1685471954047,2023-05-30T21:39:14.047,0.280,2.012,-5.183,0.671
1685471954067,2023-05-30T21:39:14.067,0.300,2.988,-0.915,0.427
1685471954087,2023-05-30T21:39:14.087,0.320,3.720,-0.244,0.061
1685471954107,2023-05-30T21:39:14.107,0.340,4.390,-1.220,-0.549
1685471954127,2023-05-30T21:39:14.127,0.360,5.732,1.402,-1.829
1685471954147,2023-05-30T21:39:14.147,0.380,6.829,5.244,-3.354
1685471954167,2023-05-30T21:39:14.167,0.400,7.317,6.037,-4.939
1685471954187,2023-05-30T21:39:14.187,0.420,6.768,5.671,-6.159
1685471954207,2023-05-30T21:39:14.207,0.440,6.524,8.659,-7.561
1685471954227,2023-05-30T21:39:14.227,0.460,6.402,11.768,-9.329
1685471954247,2023-05-30T21:39:14.247,0.480,5.427,10.122,-11.037
1685471954267,2023-05-30T21:39:14.267,0.500,4.695,9.390,-12.439
1685471954287,2023-05-30T21:39:14.287,0.520,4.634,11.159,-13.659
1685471954307,2023-05-30T21:39:14.307,0.540,4.634,12.317,-14.756
1685471954327,2023-05-30T21:39:14.327,0.560,5.000,14.939,-15.671
1685471954347,2023-05-30T21:39:14.347,0.580,5.671,18.476,-16.890
1685471954367,2023-05-30T21:39:14.367,0.600,5.915,18.171,-18.415
1685471954387,2023-05-30T21:39:14.387,0.620,7.073,17.805,-19.573
1685471954407,2023-05-30T21:39:14.407,0.640,8.415,18.293,-20.305
1685471954427,2023-05-30T21:39:14.427,0.660,9.024,16.768,-21.646
1685471954447,2023-05-30T21:39:14.447,0.680,9.817,14.939,-23.293
1685471954467,2023-05-30T21:39:14.467,0.700,10.671,15.061,-24.390
1685471954487,2023-05-30T21:39:14.487,0.720,11.159,16.890,-24.939
1685471954507,2023-05-30T21:39:14.507,0.740,11.098,18.110,-25.244
1685471954527,2023-05-30T21:39:14.527,0.760,10.671,18.598,-26.341
1685471954547,2023-05-30T21:39:14.547,0.780,9.573,19.634,-28.171
1685471954567,2023-05-30T21:39:14.567,0.800,7.744,30.671,-30.244
1685471954587,2023-05-30T21:39:14.587,0.820,6.890,47.439,-30.915
1685471954607,2023-05-30T21:39:14.607,0.840,4.756,50.610,-30.427
1685471954627,2023-05-30T21:39:14.627,0.860,2.012,41.037,-30.366
1685471954647,2023-05-30T21:39:14.647,0.880,-0.183,35.122,-31.037
1685471954667,2023-05-30T21:39:14.667,0.900,-2.134,39.146,-32.256
1685471954687,2023-05-30T21:39:14.687,0.920,-3.902,38.720,-33.110
1685471954707,2023-05-30T21:39:14.707,0.940,-5.915,32.561,-33.354
1685471954727,2023-05-30T21:39:14.727,0.960,-7.744,30.366,-32.622
1685471954747,2023-05-30T21:39:14.747,0.980,-10.000,30.671,-30.671
1685471954767,2023-05-30T21:39:14.767,1.000,-12.439,34.756,-26.951
1685471954787,2023-05-30T21:39:14.787,1.020,-13.963,37.317,-22.744
1685471954807,2023-05-30T21:39:14.807,1.040,-15.915,33.659,-19.390
1685471954827,2023-05-30T21:39:14.827,1.060,-17.256,28.415,-16.037
1685471954847,2023-05-30T21:39:14.847,1.080,-18.598,25.610,-11.585
1685471954867,2023-05-30T21:39:14.867,1.100,-21.890,27.378,-6.768
1685471954887,2023-05-30T21:39:14.887,1.120,-26.220,28.720,-2.256
1685471954907,2023-05-30T21:39:14.907,1.140,-29.634,26.037,1.890
1685471954927,2023-05-30T21:39:14.927,1.160,-32.256,21.829,5.854
1685471954947,2023-05-30T21:39:14.947,1.180,-33.537,17.622,10.000
1685471954967,2023-05-30T21:39:14.967,1.200,-33.780,15.976,13.963
1685471954987,2023-05-30T21:39:14.987,1.220,-33.415,16.098,17.622
1685471955007,2023-05-30T21:39:15.007,1.240,-32.500,14.085,20.671
1685471955027,2023-05-30T21:39:15.027,1.260,-30.183,12.561,23.293
1685471955047,2023-05-30T21:39:15.047,1.280,-26.220,11.220,25.549
1685471955067,2023-05-30T21:39:15.067,1.300,-21.585,10.854,27.256
1685471955087,2023-05-30T21:39:15.087,1.320,-16.402,8.232,28.780
1685471955107,2023-05-30T21:39:15.107,1.340,-11.280,2.012,29.939
1685471955127,2023-05-30T21:39:15.127,1.360,-6.402,-0.671,30.488
1685471955147,2023-05-30T21:39:15.147,1.380,-2.134,-0.061,30.244
1685471955167,2023-05-30T21:39:15.167,1.400,1.402,-0.061,28.720
1685471955187,2023-05-30T21:39:15.187,1.420,6.585,-0.915,26.524
1685471955207,2023-05-30T21:39:15.207,1.440,12.256,-2.195,24.939
1685471955227,2023-05-30T21:39:15.227,1.460,16.220,-7.866,22.988
1685471955247,2023-05-30T21:39:15.247,1.480,19.024,-12.866,19.451
1685471955267,2023-05-30T21:39:15.267,1.500,21.890,-8.841,13.841
1685471955287,2023-05-30T21:39:15.287,1.520,24.451,-1.463,7.744
1685471955307,2023-05-30T21:39:15.307,1.540,28.659,2.073,3.049
1685471955327,2023-05-30T21:39:15.327,1.560,33.232,0.976,-0.610
1685471955347,2023-05-30T21:39:15.347,1.580,35.732,-3.963,-3.659
1685471955367,2023-05-30T21:39:15.367,1.600,35.854,-3.659,-6.890
1685471955387,2023-05-30T21:39:15.387,1.620,34.695,5.671,-10.305
1685471955407,2023-05-30T21:39:15.407,1.640,34.695,11.037,-12.744
1685471955427,2023-05-30T21:39:15.427,1.660,35.122,6.707,-14.451
1685471955447,2023-05-30T21:39:15.447,1.680,33.902,4.634,-16.585
1685471955467,2023-05-30T21:39:15.467,1.700,32.012,8.171,-18.171
1685471955487,2023-05-30T21:39:15.487,1.720,30.488,12.866,-19.390
1685471955507,2023-05-30T21:39:15.507,1.740,30.427,12.195,-19.695
1685471955527,2023-05-30T21:39:15.527,1.760,29.512,9.451,-19.878
1685471955547,2023-05-30T21:39:15.547,1.780,28.720,13.110,-19.939
1685471955567,2023-05-30T21:39:15.567,1.800,26.890,16.159,-20.305
1685471955587,2023-05-30T21:39:15.587,1.820,25.000,14.146,-21.402
1685471955607,2023-05-30T21:39:15.607,1.840,24.268,10.610,-22.561
1685471955627,2023-05-30T21:39:15.627,1.860,24.207,7.378,-22.927
1685471955647,2023-05-30T21:39:15.647,1.880,23.476,4.390,-22.927
1685471955667,2023-05-30T21:39:15.667,1.900,22.927,2.988,-22.317
1685471955687,2023-05-30T21:39:15.687,1.920,23.902,0.854,-20.671
1685471955707,2023-05-30T21:39:15.707,1.940,25.793,-2.988,-19.207
1685471955727,2023-05-30T21:39:15.727,1.960,26.768,-5.854,-17.744
