epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685471705861,2023-05-30T21:35:05.861,0.000,-29.329,5.183,7.134
1685471705881,2023-05-30T21:35:05.881,0.020,-28.963,5.671,6.768
1685471705901,2023-05-30T21:35:05.901,0.040,-26.220,5.122,7.500
1685471705921,2023-05-30T21:35:05.921,0.060,-21.768,1.524,9.268
1685471705941,2023-05-30T21:35:05.941,0.080,-17.134,-0.061,11.280
1685471705961,2023-05-30T21:35:05.961,0.100,-12.988,3.415,13.171
1685471705981,2023-05-30T21:35:05.981,0.120,-10.305,3.902,14.085
1685471706001,2023-05-30T21:35:06.001,0.140,-8.293,2.744,13.659
1685471706021,2023-05-30T21:35:06.021,0.160,-5.427,2.927,11.829
1685471706041,2023-05-30T21:35:06.041,0.180,-2.500,4.085,9.573
1685471706061,2023-05-30T21:35:06.061,0.200,0.671,4.268,7.195
1685471706081,2023-05-30T21:35:06.081,0.220,4.268,5.244,4.268
1685471706101,2023-05-30T21:35:06.101,0.240,7.927,4.817,1.037
1685471706121,2023-05-30T21:35:06.121,0.260,10.732,2.317,-1.402
1685471706141,2023-05-30T21:35:06.141,0.280,11.768,1.951,-3.963
1685471706161,2023-05-30T21:35:06.161,0.300,12.073,4.024,-6.890
1685471706181,2023-05-30T21:35:06.181,0.320,12.866,5.427,-9.756
1685471706201,2023-05-30T21:35:06.201,0.340,14.024,8.537,-12.500
1685471706221,2023-05-30T21:35:06.221,0.360,15.244,10.976,-15.427
1685471706241,2023-05-30T21:35:06.241,0.380,17.073,10.793,-17.744
1685471706261,2023-05-30T21:35:06.261,0.400,18.780,11.524,-19.451
1685471706281,2023-05-30T21:35:06.281,0.420,19.939,13.537,-21.829
1685471706301,2023-05-30T21:35:06.301,0.440,21.402,16.646,-25.000
1685471706321,2023-05-30T21:35:06.321,0.460,23.415,17.622,-27.927
1685471706341,2023-05-30T21:35:06.341,0.480,24.695,15.122,-30.488
1685471706361,2023-05-30T21:35:06.361,0.500,24.695,13.659,-33.049
1685471706381,2023-05-30T21:35:06.381,0.520,23.049,15.305,-36.159
