epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685474323786,2023-05-30T22:18:43.786,0.000,-0.167,-0.786,0.568
1685474323806,2023-05-30T22:18:43.806,0.020,-0.142,-0.797,0.561
1685474323826,2023-05-30T22:18:43.826,0.040,-0.149,-0.801,0.548
1685474323846,2023-05-30T22:18:43.846,0.060,-0.164,-0.809,0.539
1685474323866,2023-05-30T22:18:43.866,0.080,-0.119,-0.809,0.534
1685474323886,2023-05-30T22:18:43.886,0.100,-0.131,-0.827,0.522
1685474323906,2023-05-30T22:18:43.906,0.120,-0.136,-0.827,0.523
1685474323926,2023-05-30T22:18:43.926,0.140,-0.115,-0.835,0.527
1685474323946,2023-05-30T22:18:43.946,0.160,-0.120,-0.847,0.521
1685474323966,2023-05-30T22:18:43.966,0.180,-0.113,-0.850,0.514
1685474323986,2023-05-30T22:18:43.986,0.200,-0.106,-0.840,0.511
1685474324006,2023-05-30T22:18:44.006,0.220,-0.121,-0.827,0.513
1685474324026,2023-05-30T22:18:44.026,0.240,-0.121,-0.811,0.509
1685474324046,2023-05-30T22:18:44.046,0.260,-0.116,-0.795,0.511
1685474324066,2023-05-30T22:18:44.066,0.280,-0.136,-0.785,0.510
1685474324086,2023-05-30T22:18:44.086,0.300,-0.156,-0.771,0.502
1685474324106,2023-05-30T22:18:44.106,0.320,-0.169,-0.754,0.489
1685474324126,2023-05-30T22:18:44.126,0.340,-0.167,-0.745,0.489
1685474324146,2023-05-30T22:18:44.146,0.360,-0.193,-0.734,0.483
1685474324166,2023-05-30T22:18:44.166,0.380,-0.205,-0.711,0.485
1685474324186,2023-05-30T22:18:44.186,0.400,-0.229,-0.698,0.483
1685474324206,2023-05-30T22:18:44.206,0.420,-0.271,-0.692,0.476
1685474324226,2023-05-30T22:18:44.226,0.440,-0.274,-0.686,0.474
1685474324246,2023-05-30T22:18:44.246,0.460,-0.297,-0.678,0.490
1685474324266,2023-05-30T22:18:44.266,0.480,-0.311,-0.672,0.486
1685474324286,2023-05-30T22:18:44.286,0.500,-0.326,-0.661,0.484
1685474324306,2023-05-30T22:18:44.306,0.520,-0.345,-0.665,0.493
1685474324326,2023-05-30T22:18:44.326,0.540,-0.385,-0.671,0.499
1685474324346,2023-05-30T22:18:44.346,0.560,-0.409,-0.672,0.514
1685474324366,2023-05-30T22:18:44.366,0.580,-0.406,-0.673,0.536
1685474324386,2023-05-30T22:18:44.386,0.600,-0.406,-0.688,0.563
1685474324406,2023-05-30T22:18:44.406,0.620,-0.429,-0.693,0.577
1685474324426,2023-05-30T22:18:44.426,0.640,-0.444,-0.689,0.577
1685474324446,2023-05-30T22:18:44.446,0.660,-0.440,-0.699,0.591
1685474324466,2023-05-30T22:18:44.466,0.680,-0.438,-0.713,0.616
1685474324486,2023-05-30T22:18:44.486,0.700,-0.434,-0.706,0.639
1685474324506,2023-05-30T22:18:44.506,0.720,-0.417,-0.702,0.659
1685474324526,2023-05-30T22:18:44.526,0.740,-0.395,-0.708,0.670
1685474324546,2023-05-30T22:18:44.546,0.760,-0.384,-0.730,0.691
1685474324566,2023-05-30T22:18:44.566,0.780,-0.379,-0.753,0.726
1685474324586,2023-05-30T22:18:44.586,0.800,-0.368,-0.756,0.764
1685474324606,2023-05-30T22:18:44.606,0.820,-0.369,-0.770,0.802
1685474324626,2023-05-30T22:18:44.626,0.840,-0.355,-0.802,0.809
1685474324646,2023-05-30T22:18:44.646,0.860,-0.308,-0.827,0.816
1685474324666,2023-05-30T22:18:44.666,0.880,-0.260,-0.843,0.837
1685474324686,2023-05-30T22:18:44.686,0.900,-0.250,-0.870,0.842
1685474324706,2023-05-30T22:18:44.706,0.920,-0.213,-0.886,0.836
1685474324726,2023-05-30T22:18:44.726,0.940,-0.186,-0.879,0.837
1685474324746,2023-05-30T22:18:44.746,0.960,-0.165,-0.880,0.827
1685474324766,2023-05-30T22:18:44.766,0.980,-0.111,-0.890,0.806
1685474324786,2023-05-30T22:18:44.786,1.000,-0.069,-0.892,0.791
1685474324806,2023-05-30T22:18:44.806,1.020,-0.054,-0.880,0.759
1685474324826,2023-05-30T22:18:44.826,1.040,-0.049,-0.846,0.705
1685474324846,2023-05-30T22:18:44.846,1.060,-0.016,-0.829,0.651
1685474324866,2023-05-30T22:18:44.866,1.080,0.003,-0.833,0.625
1685474324886,2023-05-30T22:18:44.886,1.100,-0.007,-0.834,0.587
1685474324906,2023-05-30T22:18:44.906,1.120,-0.022,-0.818,0.560
1685474324926,2023-05-30T22:18:44.926,1.140,-0.053,-0.804,0.534
1685474324946,2023-05-30T22:18:44.946,1.160,-0.081,-0.781,0.491
1685474324966,2023-05-30T22:18:44.966,1.180,-0.065,-0.759,0.453
1685474324986,2023-05-30T22:18:44.986,1.200,-0.056,-0.744,0.442
1685474325006,2023-05-30T22:18:45.006,1.220,-0.065,-0.725,0.419
1685474325026,2023-05-30T22:18:45.026,1.240,-0.083,-0.691,0.369
1685474325046,2023-05-30T22:18:45.046,1.260,-0.105,-0.665,0.329
1685474325066,2023-05-30T22:18:45.066,1.280,-0.135,-0.650,0.303
1685474325086,2023-05-30T22:18:45.086,1.300,-0.137,-0.631,0.294
1685474325106,2023-05-30T22:18:45.106,1.320,-0.213,-0.604,0.313
1685474325126,2023-05-30T22:18:45.126,1.340,-0.347,-0.611,0.332
1685474325146,2023-05-30T22:18:45.146,1.360,-0.487,-0.643,0.368
1685474325166,2023-05-30T22:18:45.166,1.380,-0.593,-0.683,0.406
1685474325186,2023-05-30T22:18:45.186,1.400,-0.639,-0.753,0.413
1685474325206,2023-05-30T22:18:45.206,1.420,-0.637,-0.823,0.399
1685474325226,2023-05-30T22:18:45.226,1.440,-0.538,-0.853,0.419
1685474325246,2023-05-30T22:18:45.246,1.460,-0.450,-0.867,0.425
1685474325266,2023-05-30T22:18:45.266,1.480,-0.401,-0.871,0.405
1685474325286,2023-05-30T22:18:45.286,1.500,-0.320,-0.861,0.402
1685474325306,2023-05-30T22:18:45.306,1.520,-0.237,-0.849,0.414
1685474325326,2023-05-30T22:18:45.326,1.540,-0.244,-0.838,0.407
1685474325346,2023-05-30T22:18:45.346,1.560,-0.215,-0.833,0.392
1685474325366,2023-05-30T22:18:45.366,1.580,-0.213,-0.827,0.376
1685474325386,2023-05-30T22:18:45.386,1.600,-0.259,-0.820,0.357
1685474325406,2023-05-30T22:18:45.406,1.620,-0.280,-0.813,0.352
1685474325426,2023-05-30T22:18:45.426,1.640,-0.282,-0.793,0.347
1685474325446,2023-05-30T22:18:45.446,1.660,-0.318,-0.771,0.345
1685474325466,2023-05-30T22:18:45.466,1.680,-0.418,-0.763,0.369
1685474325486,2023-05-30T22:18:45.486,1.700,-0.571,-0.752,0.396
1685474325506,2023-05-30T22:18:45.506,1.720,-0.650,-0.740,0.391
1685474325526,2023-05-30T22:18:45.526,1.740,-0.729,-0.721,0.402
1685474325546,2023-05-30T22:18:45.546,1.760,-0.773,-0.691,0.426
1685474325566,2023-05-30T22:18:45.566,1.780,-0.830,-0.662,0.442
