epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685474603357,2023-05-30T22:23:23.357,0.000,-0.018,-0.749,0.627
1685474603377,2023-05-30T22:23:23.377,0.020,-0.002,-0.762,0.639
1685474603397,2023-05-30T22:23:23.397,0.040,-0.013,-0.768,0.643
1685474603417,2023-05-30T22:23:23.417,0.060,-0.028,-0.764,0.632
1685474603437,2023-05-30T22:23:23.437,0.080,-0.031,-0.778,0.611
1685474603457,2023-05-30T22:23:23.457,0.100,-0.063,-0.797,0.592
1685474603477,2023-05-30T22:23:23.477,0.120,-0.053,-0.815,0.574
1685474603497,2023-05-30T22:23:23.497,0.140,-0.022,-0.820,0.571
1685474603517,2023-05-30T22:23:23.517,0.160,-0.018,-0.836,0.569
1685474603537,2023-05-30T22:23:23.537,0.180,-0.009,-0.862,0.546
1685474603557,2023-05-30T22:23:23.557,0.200,0.015,-0.882,0.541
1685474603577,2023-05-30T22:23:23.577,0.220,0.031,-0.900,0.547
1685474603597,2023-05-30T22:23:23.597,0.240,0.044,-0.904,0.538
1685474603617,2023-05-30T22:23:23.617,0.260,0.051,-0.887,0.524
1685474603637,2023-05-30T22:23:23.637,0.280,0.072,-0.867,0.518
1685474603657,2023-05-30T22:23:23.657,0.300,0.075,-0.849,0.509
1685474603677,2023-05-30T22:23:23.677,0.320,0.065,-0.838,0.507
1685474603697,2023-05-30T22:23:23.697,0.340,0.050,-0.826,0.501
1685474603717,2023-05-30T22:23:23.717,0.360,0.019,-0.811,0.482
1685474603737,2023-05-30T22:23:23.737,0.380,0.029,-0.790,0.478
1685474603757,2023-05-30T22:23:23.757,0.400,0.007,-0.766,0.470
1685474603777,2023-05-30T22:23:23.777,0.420,-0.071,-0.761,0.463
1685474603797,2023-05-30T22:23:23.797,0.440,-0.104,-0.762,0.458
1685474603817,2023-05-30T22:23:23.817,0.460,-0.105,-0.740,0.452
1685474603837,2023-05-30T22:23:23.837,0.480,-0.115,-0.703,0.445
1685474603857,2023-05-30T22:23:23.857,0.500,-0.151,-0.674,0.460
1685474603877,2023-05-30T22:23:23.877,0.520,-0.207,-0.663,0.470
1685474603897,2023-05-30T22:23:23.897,0.540,-0.250,-0.648,0.483
1685474603917,2023-05-30T22:23:23.917,0.560,-0.264,-0.622,0.488
1685474603937,2023-05-30T22:23:23.937,0.580,-0.277,-0.595,0.484
1685474603957,2023-05-30T22:23:23.957,0.600,-0.332,-0.595,0.505
1685474603977,2023-05-30T22:23:23.977,0.620,-0.359,-0.599,0.533
1685474603997,2023-05-30T22:23:23.997,0.640,-0.385,-0.605,0.543
1685474604017,2023-05-30T22:23:24.017,0.660,-0.410,-0.622,0.562
1685474604037,2023-05-30T22:23:24.037,0.680,-0.415,-0.643,0.577
1685474604057,2023-05-30T22:23:24.057,0.700,-0.472,-0.655,0.596
1685474604077,2023-05-30T22:23:24.077,0.720,-0.494,-0.647,0.617
1685474604097,2023-05-30T22:23:24.097,0.740,-0.480,-0.662,0.648
1685474604117,2023-05-30T22:23:24.117,0.760,-0.490,-0.693,0.675
1685474604137,2023-05-30T22:23:24.137,0.780,-0.500,-0.703,0.692
1685474604157,2023-05-30T22:23:24.157,0.800,-0.510,-0.690,0.706
1685474604177,2023-05-30T22:23:24.177,0.820,-0.471,-0.688,0.735
1685474604197,2023-05-30T22:23:24.197,0.840,-0.430,-0.720,0.767
1685474604217,2023-05-30T22:23:24.217,0.860,-0.408,-0.739,0.793
1685474604237,2023-05-30T22:23:24.237,0.880,-0.388,-0.743,0.811
1685474604257,2023-05-30T22:23:24.257,0.900,-0.362,-0.747,0.822
1685474604277,2023-05-30T22:23:24.277,0.920,-0.333,-0.761,0.835
1685474604297,2023-05-30T22:23:24.297,0.940,-0.287,-0.780,0.849
1685474604317,2023-05-30T22:23:24.317,0.960,-0.249,-0.810,0.846
1685474604337,2023-05-30T22:23:24.337,0.980,-0.216,-0.853,0.852
1685474604357,2023-05-30T22:23:24.357,1.000,-0.177,-0.882,0.859
1685474604377,2023-05-30T22:23:24.377,1.020,-0.129,-0.898,0.846
1685474604397,2023-05-30T22:23:24.397,1.040,-0.067,-0.890,0.828
1685474604417,2023-05-30T22:23:24.417,1.060,-0.045,-0.886,0.802
1685474604437,2023-05-30T22:23:24.437,1.080,-0.014,-0.895,0.773
1685474604457,2023-05-30T22:23:24.457,1.100,0.009,-0.904,0.746
1685474604477,2023-05-30T22:23:24.477,1.120,0.008,-0.899,0.705
1685474604497,2023-05-30T22:23:24.497,1.140,0.003,-0.887,0.668
1685474604517,2023-05-30T22:23:24.517,1.160,0.015,-0.875,0.622
1685474604537,2023-05-30T22:23:24.537,1.180,0.021,-0.854,0.575
1685474604557,2023-05-30T22:23:24.557,1.200,0.016,-0.827,0.546
1685474604577,2023-05-30T22:23:24.577,1.220,0.026,-0.819,0.521
1685474604597,2023-05-30T22:23:24.597,1.240,0.031,-0.810,0.500
