epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685390184326,2023-05-29T22:56:24.326,0.000,-15.976,10.244,-9.085
1685390184346,2023-05-29T22:56:24.346,0.020,-15.549,10.488,-8.415
1685390184366,2023-05-29T22:56:24.366,0.040,-14.878,9.756,-6.524
1685390184386,2023-05-29T22:56:24.386,0.060,-14.695,9.817,-3.902
1685390184406,2023-05-29T22:56:24.406,0.080,-13.963,9.024,-1.951
1685390184426,2023-05-29T22:56:24.426,0.100,-14.634,5.671,0.488
1685390184446,2023-05-29T22:56:24.446,0.120,-16.220,6.037,1.646
1685390184466,2023-05-29T22:56:24.466,0.140,-15.732,8.171,3.659
1685390184486,2023-05-29T22:56:24.486,0.160,-14.329,9.268,7.805
1685390184506,2023-05-29T22:56:24.506,0.180,-12.805,9.756,11.646
1685390184526,2023-05-29T22:56:24.526,0.200,-11.037,10.915,14.512
1685390184546,2023-05-29T22:56:24.546,0.220,-9.817,13.720,16.220
1685390184566,2023-05-29T22:56:24.566,0.240,-8.720,11.707,18.415
1685390184586,2023-05-29T22:56:24.586,0.260,-7.073,6.829,20.366
1685390184606,2023-05-29T22:56:24.606,0.280,-6.098,6.463,20.610
1685390184626,2023-05-29T22:56:24.626,0.300,-4.878,5.976,21.585
1685390184646,2023-05-29T22:56:24.646,0.320,-4.024,1.646,22.500
1685390184666,2023-05-29T22:56:24.666,0.340,-1.768,-0.915,23.049
1685390184686,2023-05-29T22:56:24.686,0.360,2.073,3.110,23.659
1685390184706,2023-05-29T22:56:24.706,0.380,6.951,8.049,24.939
1685390184726,2023-05-29T22:56:24.726,0.400,12.073,9.939,26.646
1685390184746,2023-05-29T22:56:24.746,0.420,15.427,8.049,27.500
1685390184766,2023-05-29T22:56:24.766,0.440,17.683,4.634,27.561
1685390184786,2023-05-29T22:56:24.786,0.460,18.537,0.122,26.524
1685390184806,2023-05-29T22:56:24.806,0.480,20.061,-2.866,25.061
1685390184826,2023-05-29T22:56:24.826,0.500,21.159,-0.061,23.659
1685390184846,2023-05-29T22:56:24.846,0.520,21.159,-0.244,22.805
1685390184866,2023-05-29T22:56:24.866,0.540,21.341,-6.524,21.098
1685390184886,2023-05-29T22:56:24.886,0.560,22.561,-12.012,18.659
1685390184906,2023-05-29T22:56:24.906,0.580,24.268,-11.829,17.012
1685390184926,2023-05-29T22:56:24.926,0.600,24.817,-9.329,14.756
1685390184946,2023-05-29T22:56:24.946,0.620,25.732,-7.256,12.866
1685390184966,2023-05-29T22:56:24.966,0.640,27.805,-5.366,11.463
1685390184986,2023-05-29T22:56:24.986,0.660,29.939,-5.976,9.939
1685390185006,2023-05-29T22:56:25.006,0.680,30.122,-7.073,7.378
1685390185026,2023-05-29T22:56:25.026,0.700,28.476,-5.915,3.659
1685390185046,2023-05-29T22:56:25.046,0.720,26.280,-5.549,-1.098
1685390185066,2023-05-29T22:56:25.066,0.740,24.024,-8.598,-4.878
1685390185086,2023-05-29T22:56:25.086,0.760,22.317,-12.073,-8.537
1685390185106,2023-05-29T22:56:25.106,0.780,21.280,-12.378,-12.317
1685390185126,2023-05-29T22:56:25.126,0.800,20.671,-8.110,-14.939
1685390185146,2023-05-29T22:56:25.146,0.820,20.061,-6.159,-16.707
1685390185166,2023-05-29T22:56:25.166,0.840,18.963,-7.439,-18.354
1685390185186,2023-05-29T22:56:25.186,0.860,18.110,-5.549,-19.817
1685390185206,2023-05-29T22:56:25.206,0.880,16.890,-2.927,-21.524
1685390185226,2023-05-29T22:56:25.226,0.900,15.183,-2.500,-23.171
1685390185246,2023-05-29T22:56:25.246,0.920,13.963,-1.890,-24.329
1685390185266,2023-05-29T22:56:25.266,0.940,12.500,-1.829,-26.037
1685390185286,2023-05-29T22:56:25.286,0.960,10.549,-0.305,-27.378
1685390185306,2023-05-29T22:56:25.306,0.980,8.963,3.476,-28.415
1685390185326,2023-05-29T22:56:25.326,1.000,8.415,3.841,-29.756
1685390185346,2023-05-29T22:56:25.346,1.020,8.354,2.439,-31.280
1685390185366,2023-05-29T22:56:25.366,1.040,6.707,4.268,-32.012
1685390185386,2023-05-29T22:56:25.386,1.060,3.841,6.037,-31.707
1685390185406,2023-05-29T22:56:25.406,1.080,1.037,8.110,-30.976
1685390185426,2023-05-29T22:56:25.426,1.100,-2.012,11.159,-30.793
1685390185446,2023-05-29T22:56:25.446,1.120,-5.793,12.500,-30.183
1685390185466,2023-05-29T22:56:25.466,1.140,-9.207,13.354,-28.171
1685390185486,2023-05-29T22:56:25.486,1.160,-11.768,14.329,-25.244
1685390185506,2023-05-29T22:56:25.506,1.180,-13.902,15.244,-22.500
1685390185526,2023-05-29T22:56:25.526,1.200,-15.732,16.768,-19.817
1685390185546,2023-05-29T22:56:25.546,1.220,-17.744,18.232,-16.037
1685390185566,2023-05-29T22:56:25.566,1.240,-20.061,17.256,-11.890
1685390185586,2023-05-29T22:56:25.586,1.260,-22.195,15.427,-7.561
1685390185606,2023-05-29T22:56:25.606,1.280,-23.354,16.646,-3.110
1685390185626,2023-05-29T22:56:25.626,1.300,-24.756,19.939,0.366
1685390185646,2023-05-29T22:56:25.646,1.320,-26.585,20.061,3.415
1685390185666,2023-05-29T22:56:25.666,1.340,-27.988,17.134,6.159
1685390185686,2023-05-29T22:56:25.686,1.360,-29.817,16.768,9.451
1685390185706,2023-05-29T22:56:25.706,1.380,-30.061,20.366,14.329
1685390185726,2023-05-29T22:56:25.726,1.400,-29.695,22.195,20.061
1685390185746,2023-05-29T22:56:25.746,1.420,-30.061,20.366,24.329
1685390185766,2023-05-29T22:56:25.766,1.440,-30.427,17.073,27.805
1685390185786,2023-05-29T22:56:25.786,1.460,-30.854,14.024,30.305
1685390185806,2023-05-29T22:56:25.806,1.480,-31.646,14.634,32.195
1685390185826,2023-05-29T22:56:25.826,1.500,-32.683,14.329,33.902
1685390185846,2023-05-29T22:56:25.846,1.520,-32.927,11.585,35.122
1685390185866,2023-05-29T22:56:25.866,1.540,-32.805,12.500,35.610
1685390185886,2023-05-29T22:56:25.886,1.560,-34.207,15.915,35.000
1685390185906,2023-05-29T22:56:25.906,1.580,-36.341,20.854,33.232
1685390185926,2023-05-29T22:56:25.926,1.600,-37.195,23.415,31.220
1685390185946,2023-05-29T22:56:25.946,1.620,-36.524,18.720,29.146
1685390185966,2023-05-29T22:56:25.966,1.640,-35.305,15.427,26.707
1685390185986,2023-05-29T22:56:25.986,1.660,-34.268,19.451,25.549
1685390186006,2023-05-29T22:56:26.006,1.680,-33.049,21.585,25.305
1685390186026,2023-05-29T22:56:26.026,1.700,-31.402,22.927,25.305
1685390186046,2023-05-29T22:56:26.046,1.720,-29.756,27.439,24.756
1685390186066,2023-05-29T22:56:26.066,1.740,-27.439,26.402,23.598
1685390186086,2023-05-29T22:56:26.086,1.760,-24.451,24.268,22.073
1685390186106,2023-05-29T22:56:26.106,1.780,-22.012,25.305,20.183
1685390186126,2023-05-29T22:56:26.126,1.800,-19.817,24.634,18.232
1685390186146,2023-05-29T22:56:26.146,1.820,-17.439,22.927,16.220
1685390186166,2023-05-29T22:56:26.166,1.840,-14.207,20.732,14.634
1685390186186,2023-05-29T22:56:26.186,1.860,-10.305,21.402,13.476
1685390186206,2023-05-29T22:56:26.206,1.880,-6.951,22.744,12.927
1685390186226,2023-05-29T22:56:26.226,1.900,-4.878,23.902,12.012
1685390186246,2023-05-29T22:56:26.246,1.920,-3.780,24.939,9.878
1685390186266,2023-05-29T22:56:26.266,1.940,-2.805,23.720,7.622
1685390186286,2023-05-29T22:56:26.286,1.960,-2.073,21.524,4.939
1685390186306,2023-05-29T22:56:26.306,1.980,-1.220,19.207,1.646
1685390186326,2023-05-29T22:56:26.326,2.000,0.366,14.390,-0.915
1685390186346,2023-05-29T22:56:26.346,2.020,2.073,8.171,-3.841
1685390186366,2023-05-29T22:56:26.366,2.040,2.927,7.561,-7.988
1685390186386,2023-05-29T22:56:26.386,2.060,2.744,12.256,-13.171
1685390186406,2023-05-29T22:56:26.406,2.080,2.195,12.073,-17.439
1685390186426,2023-05-29T22:56:26.426,2.100,2.561,11.159,-21.707
1685390186446,2023-05-29T22:56:26.446,2.120,2.927,10.915,-26.098
1685390186466,2023-05-29T22:56:26.466,2.140,3.110,8.659,-30.793
1685390186486,2023-05-29T22:56:26.486,2.160,3.049,8.232,-36.037
1685390186506,2023-05-29T22:56:26.506,2.180,2.500,9.756,-40.854
1685390186526,2023-05-29T22:56:26.526,2.200,3.415,9.451,-45.122
1685390186546,2023-05-29T22:56:26.546,2.220,5.366,8.171,-49.573
1685390186566,2023-05-29T22:56:26.566,2.240,5.854,7.317,-55.122
1685390186586,2023-05-29T22:56:26.586,2.260,6.098,0.244,-60.488
1685390186606,2023-05-29T22:56:26.606,2.280,8.171,-10.854,-62.561
1685390186626,2023-05-29T22:56:26.626,2.300,12.134,-15.732,-61.585
1685390186646,2023-05-29T22:56:26.646,2.320,13.598,-11.037,-61.280
1685390186666,2023-05-29T22:56:26.666,2.340,10.793,-2.744,-60.000
1685390186686,2023-05-29T22:56:26.686,2.360,7.561,5.732,-56.951
1685390186706,2023-05-29T22:56:26.706,2.380,7.073,7.927,-52.439
1685390186726,2023-05-29T22:56:26.726,2.400,7.195,6.037,-49.329
1685390186746,2023-05-29T22:56:26.746,2.420,5.671,6.098,-46.646
1685390186766,2023-05-29T22:56:26.766,2.440,3.232,8.902,-41.951
1685390186786,2023-05-29T22:56:26.786,2.460,1.159,9.878,-35.793
1685390186806,2023-05-29T22:56:26.806,2.480,-0.244,8.598,-30.427
1685390186826,2023-05-29T22:56:26.826,2.500,-1.341,8.171,-25.122
1685390186846,2023-05-29T22:56:26.846,2.520,-1.707,8.110,-19.085
1685390186866,2023-05-29T22:56:26.866,2.540,-1.463,7.988,-12.927
1685390186886,2023-05-29T22:56:26.886,2.560,-1.280,5.793,-7.866
1685390186906,2023-05-29T22:56:26.906,2.580,0.427,1.768,-3.354
1685390186926,2023-05-29T22:56:26.926,2.600,3.171,-0.061,0.305
1685390186946,2023-05-29T22:56:26.946,2.620,4.634,-2.256,2.683
1685390186966,2023-05-29T22:56:26.966,2.640,5.061,-6.768,5.610
1685390186986,2023-05-29T22:56:26.986,2.660,6.585,-12.012,8.293
1685390187006,2023-05-29T22:56:27.006,2.680,8.049,-13.963,9.268
1685390187026,2023-05-29T22:56:27.026,2.700,7.012,-11.524,8.110
1685390187046,2023-05-29T22:56:27.046,2.720,4.390,-10.366,5.976
1685390187066,2023-05-29T22:56:27.066,2.740,3.598,-11.768,4.390
1685390187086,2023-05-29T22:56:27.086,2.760,3.598,-10.610,3.537
1685390187106,2023-05-29T22:56:27.106,2.780,3.354,-8.902,2.927
