epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685383577674,2023-05-29T21:06:17.674,0.000,0.732,0.488,-1.524
1685383577694,2023-05-29T21:06:17.694,0.020,1.402,0.976,-1.037
1685383577714,2023-05-29T21:06:17.714,0.040,1.463,1.646,0.061
1685383577734,2023-05-29T21:06:17.734,0.060,2.256,1.890,0.427
1685383577754,2023-05-29T21:06:17.754,0.080,3.232,1.341,0.854
1685383577774,2023-05-29T21:06:17.774,0.100,4.085,0.488,-0.244
1685383577794,2023-05-29T21:06:17.794,0.120,5.305,2.012,-1.829
1685383577814,2023-05-29T21:06:17.814,0.140,3.476,2.622,-0.854
1685383577834,2023-05-29T21:06:17.834,0.160,1.524,-0.366,0.183
1685383577854,2023-05-29T21:06:17.854,0.180,0.183,-5.061,1.646
1685383577874,2023-05-29T21:06:17.874,0.200,0.854,-5.488,2.195
1685383577894,2023-05-29T21:06:17.894,0.220,-0.183,-1.524,-0.122
1685383577914,2023-05-29T21:06:17.914,0.240,-1.646,0.366,0.122
1685383577934,2023-05-29T21:06:17.934,0.260,-2.805,-3.354,2.012
1685383577954,2023-05-29T21:06:17.954,0.280,-2.195,-6.768,4.695
1685383577974,2023-05-29T21:06:17.974,0.300,-0.244,-6.585,4.329
1685383577994,2023-05-29T21:06:17.994,0.320,2.683,-3.841,4.634
1685383578014,2023-05-29T21:06:18.014,0.340,8.293,-2.622,7.744
1685383578034,2023-05-29T21:06:18.034,0.360,15.427,-5.427,14.756
1685383578054,2023-05-29T21:06:18.054,0.380,22.744,-5.366,21.402
1685383578074,2023-05-29T21:06:18.074,0.400,30.976,1.829,28.963
1685383578094,2023-05-29T21:06:18.094,0.420,38.171,9.939,35.061
1685383578114,2023-05-29T21:06:18.114,0.440,43.232,14.878,38.415
1685383578134,2023-05-29T21:06:18.134,0.460,46.890,17.500,39.512
1685383578154,2023-05-29T21:06:18.154,0.480,50.000,19.329,39.756
1685383578174,2023-05-29T21:06:18.174,0.500,52.561,17.500,38.232
1685383578194,2023-05-29T21:06:18.194,0.520,53.110,11.646,32.561
1685383578214,2023-05-29T21:06:18.214,0.540,56.463,7.134,25.854
1685383578234,2023-05-29T21:06:18.234,0.560,60.549,0.671,16.768
1685383578254,2023-05-29T21:06:18.254,0.580,64.329,-3.415,7.500
1685383578274,2023-05-29T21:06:18.274,0.600,67.256,-3.537,-0.793
1685383578294,2023-05-29T21:06:18.294,0.620,66.098,2.134,-10.061
1685383578314,2023-05-29T21:06:18.314,0.640,65.427,21.159,-21.280
1685383578334,2023-05-29T21:06:18.334,0.660,65.000,48.720,-34.939
1685383578354,2023-05-29T21:06:18.354,0.680,58.537,58.963,-51.037
1685383578374,2023-05-29T21:06:18.374,0.700,43.476,44.268,-66.951
1685383578394,2023-05-29T21:06:18.394,0.720,24.634,20.366,-77.134
1685383578414,2023-05-29T21:06:18.414,0.740,6.220,9.878,-85.610
1685383578434,2023-05-29T21:06:18.434,0.760,-9.085,15.000,-90.671
1685383578454,2023-05-29T21:06:18.454,0.780,-21.768,21.341,-87.195
1685383578474,2023-05-29T21:06:18.474,0.800,-32.927,21.341,-78.293
1685383578494,2023-05-29T21:06:18.494,0.820,-40.366,14.695,-65.427
1685383578514,2023-05-29T21:06:18.514,0.840,-45.671,8.659,-51.402
1685383578534,2023-05-29T21:06:18.534,0.860,-52.256,7.378,-40.976
1685383578554,2023-05-29T21:06:18.554,0.880,-52.073,13.476,-31.037
1685383578574,2023-05-29T21:06:18.574,0.900,-48.720,16.220,-15.732
1685383578594,2023-05-29T21:06:18.594,0.920,-48.171,11.037,-4.146
1685383578614,2023-05-29T21:06:18.614,0.940,-47.561,6.159,5.549
1685383578634,2023-05-29T21:06:18.634,0.960,-45.915,5.305,13.841
1685383578654,2023-05-29T21:06:18.654,0.980,-43.049,5.671,21.037
1685383578674,2023-05-29T21:06:18.674,1.000,-37.683,6.220,28.598
1685383578694,2023-05-29T21:06:18.694,1.020,-30.488,7.561,35.427
1685383578714,2023-05-29T21:06:18.714,1.040,-22.561,7.439,41.220
1685383578734,2023-05-29T21:06:18.734,1.060,-18.780,3.720,44.207
1685383578754,2023-05-29T21:06:18.754,1.080,-14.512,5.610,44.451
1685383578774,2023-05-29T21:06:18.774,1.100,-8.049,12.378,44.512
1685383578794,2023-05-29T21:06:18.794,1.120,-6.829,4.634,50.000
1685383578814,2023-05-29T21:06:18.814,1.140,-8.110,-5.854,54.634
1685383578834,2023-05-29T21:06:18.834,1.160,-12.683,-7.378,57.622
1685383578854,2023-05-29T21:06:18.854,1.180,-19.085,1.585,58.049
1685383578874,2023-05-29T21:06:18.874,1.200,-23.598,21.098,57.683
1685383578894,2023-05-29T21:06:18.894,1.220,-30.671,30.427,59.085
1685383578914,2023-05-29T21:06:18.914,1.240,-41.402,21.098,61.707
1685383578934,2023-05-29T21:06:18.934,1.260,-49.024,9.146,61.220
1685383578954,2023-05-29T21:06:18.954,1.280,-52.256,4.451,59.146
1685383578974,2023-05-29T21:06:18.974,1.300,-50.793,4.512,60.366
1685383578994,2023-05-29T21:06:18.994,1.320,-45.427,6.402,61.768
1685383579014,2023-05-29T21:06:19.014,1.340,-37.744,9.573,61.890
1685383579034,2023-05-29T21:06:19.034,1.360,-27.195,14.390,59.207
1685383579054,2023-05-29T21:06:19.054,1.380,-16.341,18.171,56.220
1685383579074,2023-05-29T21:06:19.074,1.400,-7.988,19.207,51.829
1685383579094,2023-05-29T21:06:19.094,1.420,1.280,22.683,44.390
1685383579114,2023-05-29T21:06:19.114,1.440,7.012,20.488,37.317
1685383579134,2023-05-29T21:06:19.134,1.460,7.683,12.134,28.537
1685383579154,2023-05-29T21:06:19.154,1.480,8.841,13.780,17.073
1685383579174,2023-05-29T21:06:19.174,1.500,10.793,27.378,3.293
1685383579194,2023-05-29T21:06:19.194,1.520,9.573,39.817,-14.024
1685383579214,2023-05-29T21:06:19.214,1.540,5.671,42.256,-33.902
1685383579234,2023-05-29T21:06:19.234,1.560,-1.159,36.585,-53.537
1685383579254,2023-05-29T21:06:19.254,1.580,-8.902,28.598,-73.659
1685383579274,2023-05-29T21:06:19.274,1.600,-15.793,21.524,-89.634
1685383579294,2023-05-29T21:06:19.294,1.620,-22.378,16.463,-99.146
1685383579314,2023-05-29T21:06:19.314,1.640,-26.098,18.780,-103.598
1685383579334,2023-05-29T21:06:19.334,1.660,-25.000,31.951,-103.232
1685383579354,2023-05-29T21:06:19.354,1.680,-22.378,45.122,-99.939
1685383579374,2023-05-29T21:06:19.374,1.700,-18.780,51.829,-96.890
1685383579394,2023-05-29T21:06:19.394,1.720,-15.671,52.073,-93.293
1685383579414,2023-05-29T21:06:19.414,1.740,-14.573,47.378,-88.293
1685383579434,2023-05-29T21:06:19.434,1.760,-15.976,40.000,-82.073
1685383579454,2023-05-29T21:06:19.454,1.780,-16.829,35.366,-76.159
1685383579474,2023-05-29T21:06:19.474,1.800,-16.341,34.939,-67.622
1685383579494,2023-05-29T21:06:19.494,1.820,-17.134,29.146,-57.744
1685383579514,2023-05-29T21:06:19.514,1.840,-16.463,20.549,-48.415
1685383579534,2023-05-29T21:06:19.534,1.860,-13.902,14.756,-36.585
1685383579554,2023-05-29T21:06:19.554,1.880,-11.524,7.317,-24.451
1685383579574,2023-05-29T21:06:19.574,1.900,-8.049,5.061,-14.268
1685383579594,2023-05-29T21:06:19.594,1.920,-3.780,10.122,-5.366
1685383579614,2023-05-29T21:06:19.614,1.940,-1.646,10.915,3.049
1685383579634,2023-05-29T21:06:19.634,1.960,-0.427,4.268,8.963
1685383579654,2023-05-29T21:06:19.654,1.980,-0.488,-2.073,12.317
1685383579674,2023-05-29T21:06:19.674,2.000,0.488,-0.244,13.232
1685383579694,2023-05-29T21:06:19.694,2.020,0.915,0.732,13.780
1685383579714,2023-05-29T21:06:19.714,2.040,-0.732,-6.768,10.915
1685383579734,2023-05-29T21:06:19.734,2.060,-2.317,-11.280,7.866
1685383579754,2023-05-29T21:06:19.754,2.080,-3.049,-9.390,6.585
1685383579774,2023-05-29T21:06:19.774,2.100,-4.024,-11.829,6.159
1685383579794,2023-05-29T21:06:19.794,2.120,-3.659,-15.305,5.732
1685383579814,2023-05-29T21:06:19.814,2.140,-2.256,-13.841,6.341
1685383579834,2023-05-29T21:06:19.834,2.160,-0.732,-11.280,6.220
1685383579854,2023-05-29T21:06:19.854,2.180,-0.854,-11.220,4.939
1685383579874,2023-05-29T21:06:19.874,2.200,-0.305,-6.037,3.780
1685383579894,2023-05-29T21:06:19.894,2.220,1.829,2.256,4.024
1685383579914,2023-05-29T21:06:19.914,2.240,1.341,1.220,3.659
1685383579934,2023-05-29T21:06:19.934,2.260,0.061,-4.695,2.988
1685383579954,2023-05-29T21:06:19.954,2.280,0.732,-4.207,2.561
1685383579974,2023-05-29T21:06:19.974,2.300,0.671,-3.476,1.707
1685383579994,2023-05-29T21:06:19.994,2.320,-0.915,-5.610,0.000
1685383580014,2023-05-29T21:06:20.014,2.340,-0.671,-5.671,-0.671
1685383580034,2023-05-29T21:06:20.034,2.360,1.280,-2.622,-0.122
1685383580054,2023-05-29T21:06:20.054,2.380,2.134,-2.500,0.610
