epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685390355698,2023-05-29T22:59:15.698,0.000,-9.817,4.756,-6.341
1685390355718,2023-05-29T22:59:15.718,0.020,-9.756,5.000,-6.037
1685390355738,2023-05-29T22:59:15.738,0.040,-10.244,5.732,-5.183
1685390355758,2023-05-29T22:59:15.758,0.060,-11.402,4.024,-3.720
1685390355778,2023-05-29T22:59:15.778,0.080,-13.415,5.671,-2.378
1685390355798,2023-05-29T22:59:15.798,0.100,-15.305,7.683,0.000
1685390355818,2023-05-29T22:59:15.818,0.120,-16.037,8.902,3.537
1685390355838,2023-05-29T22:59:15.838,0.140,-15.976,10.244,7.439
1685390355858,2023-05-29T22:59:15.858,0.160,-14.695,11.951,10.976
1685390355878,2023-05-29T22:59:15.878,0.180,-12.256,15.000,14.146
1685390355898,2023-05-29T22:59:15.898,0.200,-9.573,16.463,17.134
1685390355918,2023-05-29T22:59:15.918,0.220,-7.622,15.122,20.061
1685390355938,2023-05-29T22:59:15.938,0.240,-4.695,14.512,23.110
1685390355958,2023-05-29T22:59:15.958,0.260,-2.134,12.622,25.427
1685390355978,2023-05-29T22:59:15.978,0.280,0.000,11.341,26.159
1685390355998,2023-05-29T22:59:15.998,0.300,2.500,8.537,27.012
1685390356018,2023-05-29T22:59:16.018,0.320,5.610,-1.585,28.720
1685390356038,2023-05-29T22:59:16.038,0.340,9.939,-13.049,31.037
1685390356058,2023-05-29T22:59:16.058,0.360,12.317,-11.524,30.488
1685390356078,2023-05-29T22:59:16.078,0.380,13.537,-3.720,28.171
1685390356098,2023-05-29T22:59:16.098,0.400,15.366,0.183,27.500
1685390356118,2023-05-29T22:59:16.118,0.420,16.951,-0.488,27.195
1685390356138,2023-05-29T22:59:16.138,0.440,18.171,-0.671,24.329
1685390356158,2023-05-29T22:59:16.158,0.460,18.415,2.256,19.573
1685390356178,2023-05-29T22:59:16.178,0.480,18.232,4.024,14.695
1685390356198,2023-05-29T22:59:16.198,0.500,18.963,4.207,10.793
1685390356218,2023-05-29T22:59:16.218,0.520,19.512,6.585,6.220
1685390356238,2023-05-29T22:59:16.238,0.540,18.171,7.073,0.061
1685390356258,2023-05-29T22:59:16.258,0.560,16.768,4.390,-5.244
1685390356278,2023-05-29T22:59:16.278,0.580,17.378,2.927,-9.085
1685390356298,2023-05-29T22:59:16.298,0.600,18.537,0.183,-13.659
1685390356318,2023-05-29T22:59:16.318,0.620,19.939,-6.402,-17.378
1685390356338,2023-05-29T22:59:16.338,0.640,21.220,-7.805,-19.878
