epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685390153907,2023-05-29T22:55:53.907,0.000,-13.049,3.598,-5.061
1685390153927,2023-05-29T22:55:53.927,0.020,-13.232,3.841,-4.207
1685390153947,2023-05-29T22:55:53.947,0.040,-11.585,5.732,-1.220
1685390153967,2023-05-29T22:55:53.967,0.060,-8.963,7.256,3.049
1685390153987,2023-05-29T22:55:53.987,0.080,-5.915,4.512,7.500
1685390154007,2023-05-29T22:55:54.007,0.100,-2.683,2.439,12.439
1685390154027,2023-05-29T22:55:54.027,0.120,-0.732,3.171,17.256
1685390154047,2023-05-29T22:55:54.047,0.140,2.134,3.902,21.890
1685390154067,2023-05-29T22:55:54.067,0.160,5.244,4.207,26.768
1685390154087,2023-05-29T22:55:54.087,0.180,6.280,7.866,30.732
1685390154107,2023-05-29T22:55:54.107,0.200,5.244,11.585,31.402
1685390154127,2023-05-29T22:55:54.127,0.220,5.061,9.634,30.793
1685390154147,2023-05-29T22:55:54.147,0.240,6.829,5.183,29.695
1685390154167,2023-05-29T22:55:54.167,0.260,9.146,2.256,29.085
1685390154187,2023-05-29T22:55:54.187,0.280,10.976,3.841,28.171
1685390154207,2023-05-29T22:55:54.207,0.300,11.829,14.878,25.366
1685390154227,2023-05-29T22:55:54.227,0.320,10.671,23.232,21.280
1685390154247,2023-05-29T22:55:54.247,0.340,8.902,18.354,16.280
1685390154267,2023-05-29T22:55:54.267,0.360,8.659,10.000,11.829
1685390154287,2023-05-29T22:55:54.287,0.380,9.573,8.110,7.988
1685390154307,2023-05-29T22:55:54.307,0.400,10.488,7.683,4.756
1685390154327,2023-05-29T22:55:54.327,0.420,11.829,0.732,3.598
1685390154347,2023-05-29T22:55:54.347,0.440,13.963,-6.463,3.598
1685390154367,2023-05-29T22:55:54.367,0.460,16.402,-7.744,2.988
1685390154387,2023-05-29T22:55:54.387,0.480,18.841,-3.110,2.012
1685390154407,2023-05-29T22:55:54.407,0.500,21.463,-0.061,0.793
1685390154427,2023-05-29T22:55:54.427,0.520,22.805,-0.366,-1.463
1685390154447,2023-05-29T22:55:54.447,0.540,23.415,-1.951,-3.415
1685390154467,2023-05-29T22:55:54.467,0.560,23.902,-2.134,-5.427
1685390154487,2023-05-29T22:55:54.487,0.580,23.110,-0.793,-8.720
1685390154507,2023-05-29T22:55:54.507,0.600,22.256,-1.890,-12.744
1685390154527,2023-05-29T22:55:54.527,0.620,22.195,-3.232,-17.073
1685390154547,2023-05-29T22:55:54.547,0.640,22.073,-1.707,-22.012
1685390154567,2023-05-29T22:55:54.567,0.660,20.732,-2.500,-25.366
1685390154587,2023-05-29T22:55:54.587,0.680,19.024,-4.085,-27.134
1685390154607,2023-05-29T22:55:54.607,0.700,17.927,-1.524,-28.293
1685390154627,2023-05-29T22:55:54.627,0.720,16.707,4.390,-29.939
1685390154647,2023-05-29T22:55:54.647,0.740,15.305,7.378,-31.341
1685390154667,2023-05-29T22:55:54.667,0.760,13.841,7.927,-31.829
1685390154687,2023-05-29T22:55:54.687,0.780,11.585,9.512,-32.561
1685390154707,2023-05-29T22:55:54.707,0.800,7.805,13.354,-33.232
1685390154727,2023-05-29T22:55:54.727,0.820,3.902,15.488,-32.195
1685390154747,2023-05-29T22:55:54.747,0.840,0.366,16.402,-30.427
1685390154767,2023-05-29T22:55:54.767,0.860,-2.073,17.866,-28.293
1685390154787,2023-05-29T22:55:54.787,0.880,-3.659,19.512,-25.427
1685390154807,2023-05-29T22:55:54.807,0.900,-3.171,21.220,-20.671
1685390154827,2023-05-29T22:55:54.827,0.920,-1.768,22.683,-15.427
1685390154847,2023-05-29T22:55:54.847,0.940,-1.280,22.927,-11.098
1685390154867,2023-05-29T22:55:54.867,0.960,-2.500,21.829,-7.500
1685390154887,2023-05-29T22:55:54.887,0.980,-5.671,23.415,-5.000
1685390154907,2023-05-29T22:55:54.907,1.000,-10.183,23.841,-2.561
1685390154927,2023-05-29T22:55:54.927,1.020,-13.902,22.012,0.305
1685390154947,2023-05-29T22:55:54.947,1.040,-16.341,20.915,3.720
1685390154967,2023-05-29T22:55:54.967,1.060,-17.927,19.146,7.378
1685390154987,2023-05-29T22:55:54.987,1.080,-18.354,17.866,10.549
1685390155007,2023-05-29T22:55:55.007,1.100,-18.354,16.280,13.415
1685390155027,2023-05-29T22:55:55.027,1.120,-18.415,14.451,16.463
1685390155047,2023-05-29T22:55:55.047,1.140,-18.598,11.890,19.573
1685390155067,2023-05-29T22:55:55.067,1.160,-19.207,8.963,22.561
1685390155087,2023-05-29T22:55:55.087,1.180,-19.756,9.695,25.549
1685390155107,2023-05-29T22:55:55.107,1.200,-20.427,9.451,28.720
1685390155127,2023-05-29T22:55:55.127,1.220,-20.915,6.524,31.402
1685390155147,2023-05-29T22:55:55.147,1.240,-21.829,6.037,32.256
1685390155167,2023-05-29T22:55:55.167,1.260,-22.561,5.854,32.073
1685390155187,2023-05-29T22:55:55.187,1.280,-23.537,3.963,32.317
1685390155207,2023-05-29T22:55:55.207,1.300,-24.573,3.720,32.378
1685390155227,2023-05-29T22:55:55.227,1.320,-24.634,2.500,31.585
1685390155247,2023-05-29T22:55:55.247,1.340,-23.232,-0.671,30.671
1685390155267,2023-05-29T22:55:55.267,1.360,-22.317,0.122,28.902
1685390155287,2023-05-29T22:55:55.287,1.380,-22.622,2.683,26.159
1685390155307,2023-05-29T22:55:55.307,1.400,-23.537,2.073,23.476
1685390155327,2023-05-29T22:55:55.327,1.420,-24.512,-0.183,21.707
1685390155347,2023-05-29T22:55:55.347,1.440,-25.427,-0.122,18.963
1685390155367,2023-05-29T22:55:55.367,1.460,-26.280,2.195,15.793
1685390155387,2023-05-29T22:55:55.387,1.480,-25.854,3.171,13.780
1685390155407,2023-05-29T22:55:55.407,1.500,-24.573,1.951,12.561
1685390155427,2023-05-29T22:55:55.427,1.520,-23.415,0.305,11.280
1685390155447,2023-05-29T22:55:55.447,1.540,-23.232,0.976,9.878
1685390155467,2023-05-29T22:55:55.467,1.560,-21.951,4.329,9.024
1685390155487,2023-05-29T22:55:55.487,1.580,-19.268,7.927,7.927
1685390155507,2023-05-29T22:55:55.507,1.600,-15.915,9.756,5.915
1685390155527,2023-05-29T22:55:55.527,1.620,-12.927,9.146,4.207
1685390155547,2023-05-29T22:55:55.547,1.640,-9.695,7.134,2.927
1685390155567,2023-05-29T22:55:55.567,1.660,-6.829,5.366,1.829
1685390155587,2023-05-29T22:55:55.587,1.680,-4.024,4.756,0.976
1685390155607,2023-05-29T22:55:55.607,1.700,-1.402,4.573,0.305
1685390155627,2023-05-29T22:55:55.627,1.720,1.585,4.817,-0.488
1685390155647,2023-05-29T22:55:55.647,1.740,4.207,6.463,-2.195
1685390155667,2023-05-29T22:55:55.667,1.760,5.732,8.232,-5.183
1685390155687,2023-05-29T22:55:55.687,1.780,6.524,6.646,-8.354
1685390155707,2023-05-29T22:55:55.707,1.800,7.500,3.537,-10.854
1685390155727,2023-05-29T22:55:55.727,1.820,8.049,4.634,-13.415
1685390155747,2023-05-29T22:55:55.747,1.840,7.927,6.098,-15.976
1685390155767,2023-05-29T22:55:55.767,1.860,7.988,5.244,-17.988
1685390155787,2023-05-29T22:55:55.787,1.880,7.683,7.622,-19.573
1685390155807,2023-05-29T22:55:55.807,1.900,6.890,11.829,-20.915
1685390155827,2023-05-29T22:55:55.827,1.920,6.524,12.317,-21.829
1685390155847,2023-05-29T22:55:55.847,1.940,6.341,10.915,-24.268
1685390155867,2023-05-29T22:55:55.867,1.960,6.707,10.427,-27.622
1685390155887,2023-05-29T22:55:55.887,1.980,7.012,9.634,-29.756
1685390155907,2023-05-29T22:55:55.907,2.000,7.012,12.378,-30.610
1685390155927,2023-05-29T22:55:55.927,2.020,6.524,16.524,-30.427
1685390155947,2023-05-29T22:55:55.947,2.040,5.915,17.134,-30.366
1685390155967,2023-05-29T22:55:55.967,2.060,5.183,19.573,-31.768
1685390155987,2023-05-29T22:55:55.987,2.080,5.244,19.573,-32.073
1685390156007,2023-05-29T22:55:56.007,2.100,5.793,18.476,-31.707
1685390156027,2023-05-29T22:55:56.027,2.120,5.549,20.427,-31.585
1685390156047,2023-05-29T22:55:56.047,2.140,4.756,20.915,-31.341
1685390156067,2023-05-29T22:55:56.067,2.160,3.963,18.415,-30.610
1685390156087,2023-05-29T22:55:56.087,2.180,2.988,14.268,-29.268
1685390156107,2023-05-29T22:55:56.107,2.200,3.049,13.110,-27.073
1685390156127,2023-05-29T22:55:56.127,2.220,2.622,13.902,-24.207
1685390156147,2023-05-29T22:55:56.147,2.240,1.768,12.988,-21.341
1685390156167,2023-05-29T22:55:56.167,2.260,0.732,12.195,-17.866
1685390156187,2023-05-29T22:55:56.187,2.280,0.122,10.488,-13.598
1685390156207,2023-05-29T22:55:56.207,2.300,-0.732,7.378,-10.793
1685390156227,2023-05-29T22:55:56.227,2.320,-2.683,4.573,-8.902
1685390156247,2023-05-29T22:55:56.247,2.340,-3.659,2.988,-6.402
1685390156267,2023-05-29T22:55:56.267,2.360,-2.256,3.171,-2.988
1685390156287,2023-05-29T22:55:56.287,2.380,-1.037,1.829,-0.183
1685390156307,2023-05-29T22:55:56.307,2.400,-0.610,1.463,1.890
1685390156327,2023-05-29T22:55:56.327,2.420,-0.122,3.780,2.134
1685390156347,2023-05-29T22:55:56.347,2.440,0.854,2.256,1.585
1685390156367,2023-05-29T22:55:56.367,2.460,1.341,-5.122,1.280
1685390156387,2023-05-29T22:55:56.387,2.480,0.549,-9.573,0.244
1685390156407,2023-05-29T22:55:56.407,2.500,0.366,-7.195,0.366
1685390156427,2023-05-29T22:55:56.427,2.520,0.366,-2.744,1.280
1685390156447,2023-05-29T22:55:56.447,2.540,0.366,-4.573,2.439
1685390156467,2023-05-29T22:55:56.467,2.560,0.976,-7.317,3.293
1685390156487,2023-05-29T22:55:56.487,2.580,-0.183,-5.915,3.232
1685390156507,2023-05-29T22:55:56.507,2.600,-1.524,-6.890,3.415
1685390156527,2023-05-29T22:55:56.527,2.620,-1.220,-8.963,3.841
1685390156547,2023-05-29T22:55:56.547,2.640,0.122,-8.171,4.146
1685390156567,2023-05-29T22:55:56.567,2.660,1.585,-7.012,4.878
