epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685390260535,2023-05-29T22:57:40.535,0.000,-15.183,5.061,-11.159
1685390260555,2023-05-29T22:57:40.555,0.020,-14.756,5.671,-11.280
1685390260575,2023-05-29T22:57:40.575,0.040,-14.329,7.317,-11.646
1685390260595,2023-05-29T22:57:40.595,0.060,-13.110,5.000,-10.610
1685390260615,2023-05-29T22:57:40.615,0.080,-10.549,2.195,-7.805
1685390260635,2023-05-29T22:57:40.635,0.100,-7.561,3.049,-4.512
1685390260655,2023-05-29T22:57:40.655,0.120,-4.695,6.707,-0.854
1685390260675,2023-05-29T22:57:40.675,0.140,-3.293,12.134,2.927
1685390260695,2023-05-29T22:57:40.695,0.160,-3.780,16.524,6.037
1685390260715,2023-05-29T22:57:40.715,0.180,-3.476,19.085,9.756
1685390260735,2023-05-29T22:57:40.735,0.200,-2.073,19.878,13.171
1685390260755,2023-05-29T22:57:40.755,0.220,-1.098,18.232,16.098
1685390260775,2023-05-29T22:57:40.775,0.240,-1.037,18.354,18.537
1685390260795,2023-05-29T22:57:40.795,0.260,-1.829,18.049,21.463
1685390260815,2023-05-29T22:57:40.815,0.280,-2.439,15.183,25.122
1685390260835,2023-05-29T22:57:40.835,0.300,-2.134,15.671,27.622
1685390260855,2023-05-29T22:57:40.855,0.320,-0.427,21.890,28.780
1685390260875,2023-05-29T22:57:40.875,0.340,0.732,26.646,29.939
1685390260895,2023-05-29T22:57:40.895,0.360,1.220,24.817,30.793
1685390260915,2023-05-29T22:57:40.915,0.380,1.890,22.561,30.427
1685390260935,2023-05-29T22:57:40.935,0.400,3.110,24.573,30.000
1685390260955,2023-05-29T22:57:40.955,0.420,4.390,32.866,29.390
1685390260975,2023-05-29T22:57:40.975,0.440,5.061,50.610,28.659
1685390260995,2023-05-29T22:57:40.995,0.460,4.573,67.073,28.720
1685390261015,2023-05-29T22:57:41.015,0.480,3.841,67.683,30.000
1685390261035,2023-05-29T22:57:41.035,0.500,3.659,55.732,29.817
1685390261055,2023-05-29T22:57:41.055,0.520,3.598,45.793,26.646
1685390261075,2023-05-29T22:57:41.075,0.540,3.232,40.244,22.744
1685390261095,2023-05-29T22:57:41.095,0.560,3.659,37.012,19.634
1685390261115,2023-05-29T22:57:41.115,0.580,4.756,30.915,17.805
1685390261135,2023-05-29T22:57:41.135,0.600,6.341,21.646,15.244
1685390261155,2023-05-29T22:57:41.155,0.620,8.598,14.085,12.317
1685390261175,2023-05-29T22:57:41.175,0.640,10.793,9.268,10.122
1685390261195,2023-05-29T22:57:41.195,0.660,12.378,5.183,8.293
1685390261215,2023-05-29T22:57:41.215,0.680,13.354,1.280,7.012
1685390261235,2023-05-29T22:57:41.235,0.700,14.573,-0.976,5.366
1685390261255,2023-05-29T22:57:41.255,0.720,16.646,-2.256,3.476
1685390261275,2023-05-29T22:57:41.275,0.740,18.232,-2.683,0.183
1685390261295,2023-05-29T22:57:41.295,0.760,18.659,-6.280,-4.512
1685390261315,2023-05-29T22:57:41.315,0.780,18.963,-10.061,-8.963
1685390261335,2023-05-29T22:57:41.335,0.800,18.476,-10.488,-11.951
1685390261355,2023-05-29T22:57:41.355,0.820,18.841,-8.720,-14.451
1685390261375,2023-05-29T22:57:41.375,0.840,20.366,-6.890,-16.159
1685390261395,2023-05-29T22:57:41.395,0.860,20.549,-3.110,-17.561
1685390261415,2023-05-29T22:57:41.415,0.880,19.878,-0.122,-18.963
1685390261435,2023-05-29T22:57:41.435,0.900,20.061,2.439,-19.939
1685390261455,2023-05-29T22:57:41.455,0.920,20.427,4.329,-21.768
1685390261475,2023-05-29T22:57:41.475,0.940,20.244,3.049,-24.329
1685390261495,2023-05-29T22:57:41.495,0.960,19.329,2.134,-26.768
1685390261515,2023-05-29T22:57:41.515,0.980,18.293,4.329,-28.476
1685390261535,2023-05-29T22:57:41.535,1.000,16.280,8.963,-29.451
1685390261555,2023-05-29T22:57:41.555,1.020,13.110,11.280,-29.573
1685390261575,2023-05-29T22:57:41.575,1.040,9.939,13.232,-29.085
1685390261595,2023-05-29T22:57:41.595,1.060,7.195,16.768,-29.451
1685390261615,2023-05-29T22:57:41.615,1.080,4.146,20.183,-30.244
1685390261635,2023-05-29T22:57:41.635,1.100,0.061,21.098,-30.732
1685390261655,2023-05-29T22:57:41.655,1.120,-3.415,20.671,-30.244
1685390261675,2023-05-29T22:57:41.675,1.140,-6.402,19.939,-30.183
1685390261695,2023-05-29T22:57:41.695,1.160,-9.451,18.598,-28.354
1685390261715,2023-05-29T22:57:41.715,1.180,-12.744,18.780,-23.963
