epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685197520527,2023-05-27T17:25:20.527,0.000,0.261,-0.818,0.345
1685197520547,2023-05-27T17:25:20.547,0.020,0.199,-0.823,0.327
1685197520567,2023-05-27T17:25:20.567,0.040,0.200,-0.820,0.327
1685197520587,2023-05-27T17:25:20.587,0.060,0.206,-0.812,0.315
1685197520607,2023-05-27T17:25:20.607,0.080,0.178,-0.791,0.289
1685197520627,2023-05-27T17:25:20.627,0.100,0.164,-0.791,0.301
1685197520647,2023-05-27T17:25:20.647,0.120,0.169,-0.783,0.319
1685197520667,2023-05-27T17:25:20.667,0.140,0.192,-0.772,0.341
1685197520687,2023-05-27T17:25:20.687,0.160,0.206,-0.767,0.375
1685197520707,2023-05-27T17:25:20.707,0.180,0.215,-0.769,0.388
1685197520727,2023-05-27T17:25:20.727,0.200,0.213,-0.766,0.384
1685197520747,2023-05-27T17:25:20.747,0.220,0.200,-0.762,0.399
1685197520767,2023-05-27T17:25:20.767,0.240,0.210,-0.763,0.427
1685197520787,2023-05-27T17:25:20.787,0.260,0.211,-0.765,0.448
1685197520807,2023-05-27T17:25:20.807,0.280,0.238,-0.765,0.457
1685197520827,2023-05-27T17:25:20.827,0.300,0.192,-0.754,0.455
1685197520847,2023-05-27T17:25:20.847,0.320,0.287,-0.799,0.539
1685197520867,2023-05-27T17:25:20.867,0.340,0.323,-0.832,0.563
1685197520887,2023-05-27T17:25:20.887,0.360,0.215,-0.797,0.543
1685197520907,2023-05-27T17:25:20.907,0.380,0.274,-0.797,0.560
1685197520927,2023-05-27T17:25:20.927,0.400,0.224,-0.796,0.522
1685197520947,2023-05-27T17:25:20.947,0.420,0.246,-0.854,0.494
1685197520967,2023-05-27T17:25:20.967,0.440,0.249,-0.890,0.527
1685197520987,2023-05-27T17:25:20.987,0.460,0.192,-0.932,0.587
1685197521007,2023-05-27T17:25:21.007,0.480,0.194,-1.052,0.572
1685197521027,2023-05-27T17:25:21.027,0.500,0.247,-1.135,0.504
1685197521047,2023-05-27T17:25:21.047,0.520,0.313,-1.149,0.475
1685197521067,2023-05-27T17:25:21.067,0.540,0.355,-1.131,0.439
1685197521087,2023-05-27T17:25:21.087,0.560,0.398,-1.127,0.371
1685197521107,2023-05-27T17:25:21.107,0.580,0.404,-1.104,0.354
1685197521127,2023-05-27T17:25:21.127,0.600,0.326,-0.999,0.322
1685197521147,2023-05-27T17:25:21.147,0.620,0.344,-0.954,0.257
1685197521167,2023-05-27T17:25:21.167,0.640,0.325,-0.909,0.253
1685197521187,2023-05-27T17:25:21.187,0.660,0.226,-0.836,0.282
1685197521207,2023-05-27T17:25:21.207,0.680,0.149,-0.804,0.307
1685197521227,2023-05-27T17:25:21.227,0.700,0.252,-0.773,0.299
1685197521247,2023-05-27T17:25:21.247,0.720,0.318,-0.728,0.300
1685197521267,2023-05-27T17:25:21.267,0.740,0.301,-0.671,0.336
1685197521287,2023-05-27T17:25:21.287,0.760,0.240,-0.619,0.418
1685197521307,2023-05-27T17:25:21.307,0.780,0.188,-0.603,0.516
1685197521327,2023-05-27T17:25:21.327,0.800,0.213,-0.625,0.582
1685197521347,2023-05-27T17:25:21.347,0.820,0.211,-0.694,0.579
1685197521367,2023-05-27T17:25:21.367,0.840,0.257,-0.769,0.553
1685197521387,2023-05-27T17:25:21.387,0.860,0.225,-0.833,0.625
1685197521407,2023-05-27T17:25:21.407,0.880,0.078,-0.859,0.679
1685197521427,2023-05-27T17:25:21.427,0.900,0.000,-0.904,0.626
1685197521447,2023-05-27T17:25:21.447,0.920,0.127,-0.947,0.582
1685197521467,2023-05-27T17:25:21.467,0.940,0.256,-1.016,0.569
1685197521487,2023-05-27T17:25:21.487,0.960,0.235,-1.027,0.540
1685197521507,2023-05-27T17:25:21.507,0.980,0.143,-0.995,0.471
1685197521527,2023-05-27T17:25:21.527,1.000,0.064,-0.953,0.391
1685197521547,2023-05-27T17:25:21.547,1.020,0.056,-0.920,0.332
1685197521567,2023-05-27T17:25:21.567,1.040,0.062,-0.888,0.291
1685197521587,2023-05-27T17:25:21.587,1.060,0.080,-0.863,0.274
1685197521607,2023-05-27T17:25:21.607,1.080,0.152,-0.837,0.306
1685197521627,2023-05-27T17:25:21.627,1.100,0.178,-0.813,0.327
