epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685197483403,2023-05-27T17:24:43.403,0.000,0.286,-0.932,0.265
1685197483423,2023-05-27T17:24:43.423,0.020,0.309,-0.953,0.249
1685197483443,2023-05-27T17:24:43.443,0.040,0.290,-0.953,0.245
1685197483463,2023-05-27T17:24:43.463,0.060,0.283,-0.944,0.245
1685197483483,2023-05-27T17:24:43.483,0.080,0.286,-0.935,0.237
1685197483503,2023-05-27T17:24:43.503,0.100,0.288,-0.926,0.244
1685197483523,2023-05-27T17:24:43.523,0.120,0.284,-0.920,0.263
1685197483543,2023-05-27T17:24:43.543,0.140,0.273,-0.900,0.271
1685197483563,2023-05-27T17:24:43.563,0.160,0.291,-0.885,0.264
1685197483583,2023-05-27T17:24:43.583,0.180,0.308,-0.873,0.272
1685197483603,2023-05-27T17:24:43.603,0.200,0.319,-0.850,0.296
1685197483623,2023-05-27T17:24:43.623,0.220,0.318,-0.831,0.325
1685197483643,2023-05-27T17:24:43.643,0.240,0.285,-0.800,0.341
1685197483663,2023-05-27T17:24:43.663,0.260,0.274,-0.779,0.380
1685197483683,2023-05-27T17:24:43.683,0.280,0.219,-0.748,0.410
1685197483703,2023-05-27T17:24:43.703,0.300,0.232,-0.720,0.423
1685197483723,2023-05-27T17:24:43.723,0.320,0.321,-0.717,0.449
1685197483743,2023-05-27T17:24:43.743,0.340,0.360,-0.715,0.460
1685197483763,2023-05-27T17:24:43.763,0.360,0.272,-0.703,0.486
1685197483783,2023-05-27T17:24:43.783,0.380,0.185,-0.692,0.521
1685197483803,2023-05-27T17:24:43.803,0.400,0.203,-0.732,0.532
1685197483823,2023-05-27T17:24:43.823,0.420,0.312,-0.787,0.484
1685197483843,2023-05-27T17:24:43.843,0.440,0.365,-0.837,0.505
1685197483863,2023-05-27T17:24:43.863,0.460,0.262,-0.865,0.570
1685197483883,2023-05-27T17:24:43.883,0.480,0.214,-0.938,0.593
1685197483903,2023-05-27T17:24:43.903,0.500,0.297,-0.998,0.571
1685197483923,2023-05-27T17:24:43.923,0.520,0.327,-1.033,0.501
1685197483943,2023-05-27T17:24:43.943,0.540,0.191,-1.041,0.480
1685197483963,2023-05-27T17:24:43.963,0.560,0.176,-1.052,0.472
1685197483983,2023-05-27T17:24:43.983,0.580,0.333,-1.058,0.462
1685197484003,2023-05-27T17:24:44.003,0.600,0.458,-1.071,0.427
1685197484023,2023-05-27T17:24:44.023,0.620,0.420,-1.088,0.354
1685197484043,2023-05-27T17:24:44.043,0.640,0.298,-1.055,0.314
1685197484063,2023-05-27T17:24:44.063,0.660,0.251,-1.009,0.287
1685197484083,2023-05-27T17:24:44.083,0.680,0.277,-0.989,0.290
1685197484103,2023-05-27T17:24:44.103,0.700,0.280,-0.965,0.321
1685197484123,2023-05-27T17:24:44.123,0.720,0.246,-0.924,0.323
1685197484143,2023-05-27T17:24:44.143,0.740,0.231,-0.871,0.317
1685197484163,2023-05-27T17:24:44.163,0.760,0.200,-0.826,0.341
1685197484183,2023-05-27T17:24:44.183,0.780,0.193,-0.781,0.368
1685197484203,2023-05-27T17:24:44.203,0.800,0.203,-0.756,0.379
1685197484223,2023-05-27T17:24:44.223,0.820,0.264,-0.737,0.409
1685197484243,2023-05-27T17:24:44.243,0.840,0.259,-0.704,0.455
1685197484263,2023-05-27T17:24:44.263,0.860,0.193,-0.660,0.506
1685197484283,2023-05-27T17:24:44.283,0.880,0.140,-0.638,0.560
1685197484303,2023-05-27T17:24:44.303,0.900,0.130,-0.644,0.597
1685197484323,2023-05-27T17:24:44.323,0.920,0.243,-0.679,0.556
1685197484343,2023-05-27T17:24:44.343,0.940,0.372,-0.702,0.478
1685197484363,2023-05-27T17:24:44.363,0.960,0.007,-0.709,0.504
1685197484383,2023-05-27T17:24:44.383,0.980,-0.205,-0.714,0.603
1685197484403,2023-05-27T17:24:44.403,1.000,-0.008,-0.798,0.705
1685197484423,2023-05-27T17:24:44.423,1.020,0.061,-0.874,0.700
1685197484443,2023-05-27T17:24:44.443,1.040,0.079,-0.923,0.619
1685197484463,2023-05-27T17:24:44.463,1.060,0.117,-0.943,0.551
1685197484483,2023-05-27T17:24:44.483,1.080,0.119,-0.949,0.526
1685197484503,2023-05-27T17:24:44.503,1.100,0.150,-0.962,0.502
1685197484523,2023-05-27T17:24:44.523,1.120,0.178,-0.980,0.480
1685197484543,2023-05-27T17:24:44.543,1.140,0.192,-0.978,0.501
1685197484563,2023-05-27T17:24:44.563,1.160,0.169,-0.965,0.496
1685197484583,2023-05-27T17:24:44.583,1.180,0.119,-0.950,0.459
1685197484603,2023-05-27T17:24:44.603,1.200,0.081,-0.931,0.437
1685197484623,2023-05-27T17:24:44.623,1.220,0.019,-0.910,0.437
1685197484643,2023-05-27T17:24:44.643,1.240,0.032,-0.900,0.412
1685197484663,2023-05-27T17:24:44.663,1.260,0.105,-0.911,0.407
1685197484683,2023-05-27T17:24:44.683,1.280,0.110,-0.899,0.414
1685197484703,2023-05-27T17:24:44.703,1.300,0.073,-0.881,0.395
1685197484723,2023-05-27T17:24:44.723,1.320,0.046,-0.877,0.385
1685197484743,2023-05-27T17:24:44.743,1.340,-0.008,-0.858,0.387
1685197484763,2023-05-27T17:24:44.763,1.360,0.042,-0.850,0.365
1685197484783,2023-05-27T17:24:44.783,1.380,0.120,-0.850,0.364
1685197484803,2023-05-27T17:24:44.803,1.400,0.126,-0.847,0.357
1685197484823,2023-05-27T17:24:44.823,1.420,0.142,-0.838,0.382
1685197484843,2023-05-27T17:24:44.843,1.440,0.132,-0.810,0.418
1685197484863,2023-05-27T17:24:44.863,1.460,0.105,-0.783,0.410
1685197484883,2023-05-27T17:24:44.883,1.480,0.084,-0.767,0.385
1685197484903,2023-05-27T17:24:44.903,1.500,0.069,-0.753,0.350
1685197484923,2023-05-27T17:24:44.923,1.520,0.096,-0.748,0.367
1685197484943,2023-05-27T17:24:44.943,1.540,0.106,-0.723,0.422
1685197484963,2023-05-27T17:24:44.963,1.560,0.092,-0.703,0.484
1685197484983,2023-05-27T17:24:44.983,1.580,0.081,-0.702,0.515
1685197485003,2023-05-27T17:24:45.003,1.600,0.097,-0.737,0.437
1685197485023,2023-05-27T17:24:45.023,1.620,0.273,-0.791,0.284
1685197485043,2023-05-27T17:24:45.043,1.640,0.264,-0.777,0.294
1685197485063,2023-05-27T17:24:45.063,1.660,0.069,-0.794,0.490
1685197485083,2023-05-27T17:24:45.083,1.680,-0.009,-0.813,0.659
1685197485103,2023-05-27T17:24:45.103,1.700,-0.058,-0.855,0.659
1685197485123,2023-05-27T17:24:45.123,1.720,0.077,-0.957,0.546
1685197485143,2023-05-27T17:24:45.143,1.740,0.076,-0.999,0.502
1685197485163,2023-05-27T17:24:45.163,1.760,0.007,-0.969,0.558
1685197485183,2023-05-27T17:24:45.183,1.780,0.179,-1.009,0.553
1685197485203,2023-05-27T17:24:45.203,1.800,0.212,-1.028,0.500
1685197485223,2023-05-27T17:24:45.223,1.820,0.175,-1.017,0.457
1685197485243,2023-05-27T17:24:45.243,1.840,0.198,-1.016,0.428
1685197485263,2023-05-27T17:24:45.263,1.860,0.200,-0.981,0.436
1685197485283,2023-05-27T17:24:45.283,1.880,0.195,-0.945,0.467
1685197485303,2023-05-27T17:24:45.303,1.900,0.173,-0.919,0.477
1685197485323,2023-05-27T17:24:45.323,1.920,0.137,-0.897,0.459
