epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685375970326,2023-05-29T18:59:30.326,0.000,-0.366,0.549,0.366
1685375970346,2023-05-29T18:59:30.346,0.020,-0.244,0.854,0.488
1685375970366,2023-05-29T18:59:30.366,0.040,0.305,0.549,0.732
1685375970386,2023-05-29T18:59:30.386,0.060,1.159,0.488,1.159
1685375970406,2023-05-29T18:59:30.406,0.080,2.012,0.488,1.341
1685375970426,2023-05-29T18:59:30.426,0.100,2.866,-0.305,1.280
1685375970446,2023-05-29T18:59:30.446,0.120,3.476,-1.341,1.646
1685375970466,2023-05-29T18:59:30.466,0.140,4.512,-2.744,3.110
1685375970486,2023-05-29T18:59:30.486,0.160,6.890,-4.634,6.951
1685375970506,2023-05-29T18:59:30.506,0.180,10.793,-3.110,11.707
1685375970526,2023-05-29T18:59:30.526,0.200,15.671,-0.610,16.098
1685375970546,2023-05-29T18:59:30.546,0.220,20.671,-1.341,19.085
1685375970566,2023-05-29T18:59:30.566,0.240,25.488,-1.768,20.488
1685375970586,2023-05-29T18:59:30.586,0.260,30.061,-2.561,21.098
1685375970606,2023-05-29T18:59:30.606,0.280,34.329,-7.622,22.256
1685375970626,2023-05-29T18:59:30.626,0.300,38.110,-9.817,23.902
1685375970646,2023-05-29T18:59:30.646,0.320,41.037,-11.890,23.841
1685375970666,2023-05-29T18:59:30.666,0.340,43.476,-17.866,21.220
1685375970686,2023-05-29T18:59:30.686,0.360,47.073,-21.098,16.463
1685375970706,2023-05-29T18:59:30.706,0.380,50.915,-30.000,6.646
1685375970726,2023-05-29T18:59:30.726,0.400,51.890,-29.695,-4.024
1685375970746,2023-05-29T18:59:30.746,0.420,49.268,-15.244,-10.122
1685375970766,2023-05-29T18:59:30.766,0.440,46.341,1.220,-13.841
1685375970786,2023-05-29T18:59:30.786,0.460,44.329,13.598,-18.476
1685375970806,2023-05-29T18:59:30.806,0.480,40.244,19.451,-26.707
1685375970826,2023-05-29T18:59:30.826,0.500,33.963,25.122,-35.488
1685375970846,2023-05-29T18:59:30.846,0.520,26.890,31.829,-43.780
1685375970866,2023-05-29T18:59:30.866,0.540,18.476,38.110,-51.402
1685375970886,2023-05-29T18:59:30.886,0.560,9.207,43.049,-57.622
1685375970906,2023-05-29T18:59:30.906,0.580,-0.488,43.293,-61.646
1685375970926,2023-05-29T18:59:30.926,0.600,-9.634,41.585,-62.195
1685375970946,2023-05-29T18:59:30.946,0.620,-17.500,37.622,-58.598
1685375970966,2023-05-29T18:59:30.966,0.640,-23.963,33.537,-50.976
1685375970986,2023-05-29T18:59:30.986,0.660,-29.146,33.598,-39.085
1685375971006,2023-05-29T18:59:31.006,0.680,-32.439,28.780,-25.854
1685375971026,2023-05-29T18:59:31.026,0.700,-35.366,20.732,-13.232
1685375971046,2023-05-29T18:59:31.046,0.720,-37.439,13.841,-2.683
1685375971066,2023-05-29T18:59:31.066,0.740,-37.927,5.366,5.122
1685375971086,2023-05-29T18:59:31.086,0.760,-37.073,-2.378,11.037
1685375971106,2023-05-29T18:59:31.106,0.780,-35.061,-5.732,16.524
1685375971126,2023-05-29T18:59:31.126,0.800,-32.500,-4.695,21.951
1685375971146,2023-05-29T18:59:31.146,0.820,-29.756,-3.598,26.220
1685375971166,2023-05-29T18:59:31.166,0.840,-26.646,-5.122,30.793
1685375971186,2023-05-29T18:59:31.186,0.860,-22.927,-8.293,35.122
1685375971206,2023-05-29T18:59:31.206,0.880,-18.293,-9.512,38.598
1685375971226,2023-05-29T18:59:31.226,0.900,-13.720,-9.756,41.646
1685375971246,2023-05-29T18:59:31.246,0.920,-9.817,-10.000,45.000
1685375971266,2023-05-29T18:59:31.266,0.940,-5.976,-10.366,48.110
1685375971286,2023-05-29T18:59:31.286,0.960,-0.671,-10.183,50.793
1685375971306,2023-05-29T18:59:31.306,0.980,6.341,-10.427,53.354
1685375971326,2023-05-29T18:59:31.326,1.000,12.988,-10.671,54.451
1685375971346,2023-05-29T18:59:31.346,1.020,18.902,-10.976,53.598
1685375971366,2023-05-29T18:59:31.366,1.040,24.146,-12.134,48.841
1685375971386,2023-05-29T18:59:31.386,1.060,27.805,-14.512,41.768
1685375971406,2023-05-29T18:59:31.406,1.080,28.659,-17.866,34.451
1685375971426,2023-05-29T18:59:31.426,1.100,27.378,-17.256,26.280
1685375971446,2023-05-29T18:59:31.446,1.120,24.939,-14.390,17.927
1685375971466,2023-05-29T18:59:31.466,1.140,21.463,-15.549,10.915
1685375971486,2023-05-29T18:59:31.486,1.160,17.561,-14.634,3.720
1685375971506,2023-05-29T18:59:31.506,1.180,13.232,-8.354,-2.317
1685375971526,2023-05-29T18:59:31.526,1.200,9.207,-4.634,-5.915
1685375971546,2023-05-29T18:59:31.546,1.220,5.732,-2.134,-8.537
1685375971566,2023-05-29T18:59:31.566,1.240,2.073,1.768,-10.427
1685375971586,2023-05-29T18:59:31.586,1.260,-1.220,4.756,-11.463
1685375971606,2023-05-29T18:59:31.606,1.280,-4.268,6.159,-12.866
1685375971626,2023-05-29T18:59:31.626,1.300,-6.890,12.134,-14.695
1685375971646,2023-05-29T18:59:31.646,1.320,-9.512,18.902,-18.293
1685375971666,2023-05-29T18:59:31.666,1.340,-12.500,20.610,-24.817
1685375971686,2023-05-29T18:59:31.686,1.360,-15.854,22.500,-32.073
1685375971706,2023-05-29T18:59:31.706,1.380,-20.061,26.890,-41.220
1685375971726,2023-05-29T18:59:31.726,1.400,-24.939,30.732,-51.402
1685375971746,2023-05-29T18:59:31.746,1.420,-29.878,32.561,-60.549
