epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685197817236,2023-05-27T17:30:17.236,0.000,18.902,14.512,-0.183
1685197817256,2023-05-27T17:30:17.256,0.020,19.024,16.159,0.183
1685197817276,2023-05-27T17:30:17.276,0.040,19.146,23.963,1.646
1685197817296,2023-05-27T17:30:17.296,0.060,16.951,32.439,4.817
1685197817316,2023-05-27T17:30:17.316,0.080,11.890,30.000,5.305
1685197817336,2023-05-27T17:30:17.336,0.100,4.024,6.402,4.146
1685197817356,2023-05-27T17:30:17.356,0.120,-1.646,-8.232,3.780
1685197817376,2023-05-27T17:30:17.376,0.140,0.122,-5.305,2.134
1685197817396,2023-05-27T17:30:17.396,0.160,0.427,-3.049,1.098
1685197817416,2023-05-27T17:30:17.416,0.180,0.244,-3.049,1.463
1685197817436,2023-05-27T17:30:17.436,0.200,-0.488,-1.707,1.585
1685197817456,2023-05-27T17:30:17.456,0.220,-0.244,2.012,1.402
1685197817476,2023-05-27T17:30:17.476,0.240,0.732,2.317,1.098
1685197817496,2023-05-27T17:30:17.496,0.260,1.768,2.866,1.463
1685197817516,2023-05-27T17:30:17.516,0.280,2.195,4.634,3.049
1685197817536,2023-05-27T17:30:17.536,0.300,5.000,10.732,4.634
1685197817556,2023-05-27T17:30:17.556,0.320,6.037,23.171,7.439
1685197817576,2023-05-27T17:30:17.576,0.340,6.037,35.793,10.305
1685197817596,2023-05-27T17:30:17.596,0.360,6.098,48.415,12.683
1685197817616,2023-05-27T17:30:17.616,0.380,5.610,62.134,16.402
1685197817636,2023-05-27T17:30:17.636,0.400,3.841,71.402,21.159
1685197817656,2023-05-27T17:30:17.656,0.420,0.854,68.415,24.146
1685197817676,2023-05-27T17:30:17.676,0.440,-5.061,50.915,25.549
1685197817696,2023-05-27T17:30:17.696,0.460,-14.329,18.354,25.000
1685197817716,2023-05-27T17:30:17.716,0.480,-21.220,-10.732,22.439
1685197817736,2023-05-27T17:30:17.736,0.500,-22.927,-21.463,19.329
1685197817756,2023-05-27T17:30:17.756,0.520,-19.390,-2.988,16.463
1685197817776,2023-05-27T17:30:17.776,0.540,-9.390,30.183,14.207
1685197817796,2023-05-27T17:30:17.796,0.560,-3.659,35.854,13.963
1685197817816,2023-05-27T17:30:17.816,0.580,-2.866,12.866,12.256
1685197817836,2023-05-27T17:30:17.836,0.600,-0.549,-8.049,8.598
1685197817856,2023-05-27T17:30:17.856,0.620,9.695,-4.024,4.573
1685197817876,2023-05-27T17:30:17.876,0.640,27.195,12.439,-1.463
1685197817896,2023-05-27T17:30:17.896,0.660,45.976,23.476,-5.671
1685197817916,2023-05-27T17:30:17.916,0.680,57.744,5.732,-8.171
1685197817936,2023-05-27T17:30:17.936,0.700,60.549,-33.110,-13.232
1685197817956,2023-05-27T17:30:17.956,0.720,64.573,-60.427,-21.341
1685197817976,2023-05-27T17:30:17.976,0.740,73.049,-74.512,-30.976
1685197817996,2023-05-27T17:30:17.996,0.760,79.268,-54.512,-38.720
1685197818016,2023-05-27T17:30:18.016,0.780,85.671,-24.390,-45.061
1685197818036,2023-05-27T17:30:18.036,0.800,68.598,-51.402,-51.463
1685197818056,2023-05-27T17:30:18.056,0.820,42.500,-69.756,-56.707
1685197818076,2023-05-27T17:30:18.076,0.840,26.463,-33.598,-58.171
1685197818096,2023-05-27T17:30:18.096,0.860,10.610,24.024,-56.829
1685197818116,2023-05-27T17:30:18.116,0.880,-7.561,69.024,-54.146
1685197818136,2023-05-27T17:30:18.136,0.900,-34.512,69.695,-46.159
1685197818156,2023-05-27T17:30:18.156,0.920,-66.707,40.366,-33.659
1685197818176,2023-05-27T17:30:18.176,0.940,-83.902,29.878,-18.537
1685197818196,2023-05-27T17:30:18.196,0.960,-80.244,46.768,-1.951
1685197818216,2023-05-27T17:30:18.216,0.980,-69.634,59.756,13.049
1685197818236,2023-05-27T17:30:18.236,1.000,-59.390,56.524,26.646
1685197818256,2023-05-27T17:30:18.256,1.020,-46.098,49.146,37.622
1685197818276,2023-05-27T17:30:18.276,1.040,-27.195,42.439,46.768
1685197818296,2023-05-27T17:30:18.296,1.060,-2.927,27.744,53.171
1685197818316,2023-05-27T17:30:18.316,1.080,21.524,1.646,55.427
1685197818336,2023-05-27T17:30:18.336,1.100,45.122,-21.159,53.720
1685197818356,2023-05-27T17:30:18.356,1.120,68.354,-28.780,49.817
1685197818376,2023-05-27T17:30:18.376,1.140,85.915,-23.780,44.939
1685197818396,2023-05-27T17:30:18.396,1.160,94.024,-17.744,40.427
1685197818416,2023-05-27T17:30:18.416,1.180,90.488,-15.427,31.890
1685197818436,2023-05-27T17:30:18.436,1.200,75.976,-10.610,19.329
1685197818456,2023-05-27T17:30:18.456,1.220,52.500,-7.683,8.720
1685197818476,2023-05-27T17:30:18.476,1.240,29.146,-3.476,-1.098
