epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1685389312263,2023-05-29T22:41:52.263,0.000,-9.451,4.207,-6.585
1685389312283,2023-05-29T22:41:52.283,0.020,-9.634,4.573,-6.768
1685389312303,2023-05-29T22:41:52.303,0.040,-10.549,4.268,-7.134
1685389312323,2023-05-29T22:41:52.323,0.060,-12.378,1.829,-7.378
1685389312343,2023-05-29T22:41:52.343,0.080,-13.171,0.122,-7.134
1685389312363,2023-05-29T22:41:52.363,0.100,-10.976,1.402,-4.268
1685389312383,2023-05-29T22:41:52.383,0.120,-8.902,4.268,-0.793
1685389312403,2023-05-29T22:41:52.403,0.140,-8.232,5.000,2.744
1685389312423,2023-05-29T22:41:52.423,0.160,-7.378,5.122,5.549
1685389312443,2023-05-29T22:41:52.443,0.180,-5.427,5.793,8.598
1685389312463,2023-05-29T22:41:52.463,0.200,-3.293,2.744,12.500
1685389312483,2023-05-29T22:41:52.483,0.220,-1.890,1.280,15.549
1685389312503,2023-05-29T22:41:52.503,0.240,-0.671,5.305,17.866
1685389312523,2023-05-29T22:41:52.523,0.260,0.183,7.744,19.512
1685389312543,2023-05-29T22:41:52.543,0.280,0.854,6.159,20.305
1685389312563,2023-05-29T22:41:52.563,0.300,3.110,2.744,20.732
1685389312583,2023-05-29T22:41:52.583,0.320,7.988,-0.671,21.829
1685389312603,2023-05-29T22:41:52.603,0.340,13.780,1.707,22.744
1685389312623,2023-05-29T22:41:52.623,0.360,17.073,5.000,23.293
1685389312643,2023-05-29T22:41:52.643,0.380,17.378,2.256,22.561
1685389312663,2023-05-29T22:41:52.663,0.400,17.805,-2.805,20.305
1685389312683,2023-05-29T22:41:52.683,0.420,18.780,-5.305,17.195
1685389312703,2023-05-29T22:41:52.703,0.440,21.159,-4.878,15.488
1685389312723,2023-05-29T22:41:52.723,0.460,23.232,-0.732,15.122
1685389312743,2023-05-29T22:41:52.743,0.480,23.902,3.171,14.329
1685389312763,2023-05-29T22:41:52.763,0.500,23.659,1.890,11.159
1685389312783,2023-05-29T22:41:52.783,0.520,23.415,-1.402,7.378
1685389312803,2023-05-29T22:41:52.803,0.540,23.780,-6.159,4.573
1685389312823,2023-05-29T22:41:52.823,0.560,24.878,-10.915,2.561
1685389312843,2023-05-29T22:41:52.843,0.580,25.488,-11.951,0.427
1685389312863,2023-05-29T22:41:52.863,0.600,25.732,-10.244,-2.134
1685389312883,2023-05-29T22:41:52.883,0.620,25.610,-6.159,-5.122
1685389312903,2023-05-29T22:41:52.903,0.640,25.488,-5.122,-8.049
1685389312923,2023-05-29T22:41:52.923,0.660,24.512,-4.695,-11.159
1685389312943,2023-05-29T22:41:52.943,0.680,23.415,-1.037,-14.817
1685389312963,2023-05-29T22:41:52.963,0.700,23.841,-0.793,-18.415
1685389312983,2023-05-29T22:41:52.983,0.720,23.780,-2.561,-22.195
1685389313003,2023-05-29T22:41:53.003,0.740,23.537,-0.732,-25.976
1685389313023,2023-05-29T22:41:53.023,0.760,22.256,1.524,-29.268
1685389313043,2023-05-29T22:41:53.043,0.780,20.183,3.476,-31.402
1685389313063,2023-05-29T22:41:53.063,0.800,17.317,6.037,-32.744
1685389313083,2023-05-29T22:41:53.083,0.820,13.780,7.012,-34.024
1685389313103,2023-05-29T22:41:53.103,0.840,9.817,7.317,-34.451
1685389313123,2023-05-29T22:41:53.123,0.860,5.732,12.134,-35.000
1685389313143,2023-05-29T22:41:53.143,0.880,1.280,15.305,-34.756
1685389313163,2023-05-29T22:41:53.163,0.900,-2.805,16.159,-33.110
1685389313183,2023-05-29T22:41:53.183,0.920,-6.280,18.171,-30.122
1685389313203,2023-05-29T22:41:53.203,0.940,-10.244,18.354,-26.159
1685389313223,2023-05-29T22:41:53.223,0.960,-14.390,17.256,-22.439
1685389313243,2023-05-29T22:41:53.243,0.980,-17.073,17.622,-18.049
1685389313263,2023-05-29T22:41:53.263,1.000,-18.720,18.232,-12.134
1685389313283,2023-05-29T22:41:53.283,1.020,-20.793,18.476,-5.366
1685389313303,2023-05-29T22:41:53.303,1.040,-23.354,19.390,0.366
1685389313323,2023-05-29T22:41:53.323,1.060,-26.341,19.573,3.841
1685389313343,2023-05-29T22:41:53.343,1.080,-28.171,18.415,6.341
1685389313363,2023-05-29T22:41:53.363,1.100,-28.415,16.890,9.817
1685389313383,2023-05-29T22:41:53.383,1.120,-28.476,12.683,13.659
1685389313403,2023-05-29T22:41:53.403,1.140,-27.683,4.756,17.622
1685389313423,2023-05-29T22:41:53.423,1.160,-25.366,1.098,22.012
1685389313443,2023-05-29T22:41:53.443,1.180,-22.378,5.976,25.427
1685389313463,2023-05-29T22:41:53.463,1.200,-20.671,6.707,28.049
1685389313483,2023-05-29T22:41:53.483,1.220,-20.671,2.866,29.024
1685389313503,2023-05-29T22:41:53.503,1.240,-20.976,-1.159,28.049
1685389313523,2023-05-29T22:41:53.523,1.260,-20.671,-2.744,25.915
1685389313543,2023-05-29T22:41:53.543,1.280,-19.268,-3.110,23.354
