epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1685197882460,2023-05-27T17:31:22.460,0.000,0.068,-0.959,0.322
1685197882480,2023-05-27T17:31:22.480,0.020,0.083,-0.963,0.306
1685197882500,2023-05-27T17:31:22.500,0.040,0.060,-0.949,0.309
1685197882520,2023-05-27T17:31:22.520,0.060,0.052,-0.945,0.310
1685197882540,2023-05-27T17:31:22.540,0.080,0.052,-0.940,0.281
1685197882560,2023-05-27T17:31:22.560,0.100,0.058,-0.933,0.254
1685197882580,2023-05-27T17:31:22.580,0.120,0.030,-0.917,0.234
1685197882600,2023-05-27T17:31:22.600,0.140,-0.003,-0.907,0.216
1685197882620,2023-05-27T17:31:22.620,0.160,0.041,-0.905,0.234
1685197882640,2023-05-27T17:31:22.640,0.180,0.050,-0.902,0.234
1685197882660,2023-05-27T17:31:22.660,0.200,0.081,-0.907,0.213
1685197882680,2023-05-27T17:31:22.680,0.220,0.138,-0.906,0.224
1685197882700,2023-05-27T17:31:22.700,0.240,0.096,-0.892,0.244
1685197882720,2023-05-27T17:31:22.720,0.260,0.083,-0.875,0.269
1685197882740,2023-05-27T17:31:22.740,0.280,0.102,-0.877,0.287
1685197882760,2023-05-27T17:31:22.760,0.300,0.089,-0.870,0.297
1685197882780,2023-05-27T17:31:22.780,0.320,0.082,-0.866,0.303
1685197882800,2023-05-27T17:31:22.800,0.340,0.089,-0.858,0.317
1685197882820,2023-05-27T17:31:22.820,0.360,0.081,-0.839,0.336
1685197882840,2023-05-27T17:31:22.840,0.380,0.073,-0.814,0.360
1685197882860,2023-05-27T17:31:22.860,0.400,0.140,-0.836,0.385
1685197882880,2023-05-27T17:31:22.880,0.420,0.123,-0.844,0.379
1685197882900,2023-05-27T17:31:22.900,0.440,0.165,-0.844,0.392
1685197882920,2023-05-27T17:31:22.920,0.460,0.094,-0.839,0.359
1685197882940,2023-05-27T17:31:22.940,0.480,-0.003,-0.820,0.354
1685197882960,2023-05-27T17:31:22.960,0.500,0.017,-0.815,0.394
1685197882980,2023-05-27T17:31:22.980,0.520,0.018,-0.809,0.465
1685197883000,2023-05-27T17:31:23.000,0.540,0.027,-0.807,0.497
1685197883020,2023-05-27T17:31:23.020,0.560,0.066,-0.820,0.505
1685197883040,2023-05-27T17:31:23.040,0.580,0.103,-0.860,0.535
1685197883060,2023-05-27T17:31:23.060,0.600,0.045,-0.886,0.619
1685197883080,2023-05-27T17:31:23.080,0.620,0.022,-0.916,0.683
1685197883100,2023-05-27T17:31:23.100,0.640,0.073,-0.954,0.701
1685197883120,2023-05-27T17:31:23.120,0.660,0.080,-1.016,0.646
1685197883140,2023-05-27T17:31:23.140,0.680,0.068,-1.069,0.550
1685197883160,2023-05-27T17:31:23.160,0.700,0.077,-1.087,0.501
1685197883180,2023-05-27T17:31:23.180,0.720,0.086,-1.108,0.462
1685197883200,2023-05-27T17:31:23.200,0.740,0.134,-1.178,0.396
1685197883220,2023-05-27T17:31:23.220,0.760,0.187,-1.196,0.320
1685197883240,2023-05-27T17:31:23.240,0.780,0.244,-1.147,0.310
1685197883260,2023-05-27T17:31:23.260,0.800,0.211,-1.070,0.329
1685197883280,2023-05-27T17:31:23.280,0.820,0.184,-1.027,0.296
1685197883300,2023-05-27T17:31:23.300,0.840,0.203,-0.985,0.290
1685197883320,2023-05-27T17:31:23.320,0.860,0.202,-0.930,0.279
1685197883340,2023-05-27T17:31:23.340,0.880,0.193,-0.881,0.263
1685197883360,2023-05-27T17:31:23.360,0.900,0.161,-0.824,0.270
1685197883380,2023-05-27T17:31:23.380,0.920,0.128,-0.781,0.300
1685197883400,2023-05-27T17:31:23.400,0.940,0.134,-0.722,0.350
1685197883420,2023-05-27T17:31:23.420,0.960,0.075,-0.693,0.416
1685197883440,2023-05-27T17:31:23.440,0.980,0.043,-0.678,0.474
1685197883460,2023-05-27T17:31:23.460,1.000,0.069,-0.681,0.500
1685197883480,2023-05-27T17:31:23.480,1.020,0.071,-0.699,0.539
1685197883500,2023-05-27T17:31:23.500,1.040,0.062,-0.753,0.573
1685197883520,2023-05-27T17:31:23.520,1.060,0.070,-0.801,0.620
1685197883540,2023-05-27T17:31:23.540,1.080,-0.004,-0.817,0.634
1685197883560,2023-05-27T17:31:23.560,1.100,-0.011,-0.851,0.604
1685197883580,2023-05-27T17:31:23.580,1.120,-0.004,-0.873,0.502
1685197883600,2023-05-27T17:31:23.600,1.140,0.060,-0.902,0.471
1685197883620,2023-05-27T17:31:23.620,1.160,0.075,-0.924,0.500
1685197883640,2023-05-27T17:31:23.640,1.180,0.078,-0.910,0.530
1685197883660,2023-05-27T17:31:23.660,1.200,0.053,-0.879,0.510
1685197883680,2023-05-27T17:31:23.680,1.220,0.175,-0.892,0.508
1685197883700,2023-05-27T17:31:23.700,1.240,0.162,-0.901,0.600
1685197883720,2023-05-27T17:31:23.720,1.260,0.051,-0.893,0.648
1685197883740,2023-05-27T17:31:23.740,1.280,0.086,-0.917,0.575
1685197883760,2023-05-27T17:31:23.760,1.300,0.146,-0.989,0.504
1685197883780,2023-05-27T17:31:23.780,1.320,0.117,-1.011,0.478
1685197883800,2023-05-27T17:31:23.800,1.340,0.121,-1.006,0.474
1685197883820,2023-05-27T17:31:23.820,1.360,0.126,-0.995,0.460
1685197883840,2023-05-27T17:31:23.840,1.380,0.119,-0.989,0.379
1685197883860,2023-05-27T17:31:23.860,1.400,0.152,-0.992,0.302
1685197883880,2023-05-27T17:31:23.880,1.420,0.125,-0.964,0.284
1685197883900,2023-05-27T17:31:23.900,1.440,0.106,-0.932,0.283
1685197883920,2023-05-27T17:31:23.920,1.460,0.124,-0.901,0.280
1685197883940,2023-05-27T17:31:23.940,1.480,0.136,-0.870,0.282
1685197883960,2023-05-27T17:31:23.960,1.500,0.115,-0.853,0.259
1685197883980,2023-05-27T17:31:23.980,1.520,0.135,-0.844,0.230
1685197884000,2023-05-27T17:31:24.000,1.540,0.106,-0.820,0.241
1685197884020,2023-05-27T17:31:24.020,1.560,0.053,-0.777,0.263
1685197884040,2023-05-27T17:31:24.040,1.580,0.039,-0.727,0.325
1685197884060,2023-05-27T17:31:24.060,1.600,0.043,-0.687,0.374
1685197884080,2023-05-27T17:31:24.080,1.620,0.078,-0.657,0.435
1685197884100,2023-05-27T17:31:24.100,1.640,0.077,-0.648,0.520
1685197884120,2023-05-27T17:31:24.120,1.660,0.075,-0.659,0.560
1685197884140,2023-05-27T17:31:24.140,1.680,-0.004,-0.685,0.536
1685197884160,2023-05-27T17:31:24.160,1.700,-0.036,-0.744,0.460
1685197884180,2023-05-27T17:31:24.180,1.720,0.041,-0.848,0.419
